ID_Producto,Tipo_Producto,pH,Viscosidad_cP,Duración_Tests_meses,Prueba_Dermatológica,Categoría_Cosmético
51,Champú,6.702355142030793,3132.012697235333,,Rechazado,Nuevo_2
52,Champú,6.21101999046752,1208.868978008859,20.0,Nuevo_4,Orgánico
53,,,2622.5765552909024,8.0,Nuevo_3,Nuevo_3
54,Perfume,5.031323515006839,2190.059549736358,21.0,Rechazado,Nuevo_1
55,,5.944723987332641,3217.399649031532,24.0,Nuevo_5,Económico
56,Nuevo_1,7.261800738947507,4674.434804560856,,Aprobado,Premium
57,,4.914524291885176,1452.863060592192,15.0,Aprobado,Económico
58,Maquillaje,4.553162565965803,4534.918411423036,31.0,Rechazado,Económico
59,Perfume,5.261477125220308,3209.6383040657424,26.0,Nuevo_5,Orgánico
60,Perfume,4.795691725094978,3971.719928040317,32.0,Aprobado,Orgánico
61,Crema,7.344033010939764,4303.322311723825,14.0,Aprobado,Nuevo_4
62,Perfume,60.73866835231294,2446.5005785029166,,Aprobado,Orgánico
63,Crema,6.022716939128331,2612.5904714970447,22.0,Rechazado,Nuevo_5
64,Champú,6.879079468111106,1379.7110294759857,11.0,Nuevo_2,Nuevo_3
65,Nuevo_3,6.790521907069677,2594.3808232455,8.0,Nuevo_5,Nuevo_5
66,Maquillaje,6.589349292908667,3493.629914637445,28.0,Aprobado,Nuevo_5
67,Maquillaje,7.44165617613666,2551.436896343369,31.0,Rechazado,Económico
68,Nuevo_5,5.330669120174625,1445.2868295216172,10.0,Nuevo_4,Orgánico
69,Maquillaje,6.453569514937285,3120.23724115406,17.0,Aprobado,Premium
70,Champú,6.44068527544836,1285.86385003022,16.0,Aprobado,Orgánico
71,,7.4550962451270815,1122.4099930062002,21.0,Aprobado,Premium
72,Maquillaje,5.25581198783205,3030.7199212874057,21.0,Nuevo_1,Nuevo_5
73,Perfume,6.639230909834569,1357.3024723141652,23.0,Aprobado,Orgánico
74,Nuevo_5,5.772486885514242,4671.372310442163,13.0,Aprobado,Económico
75,Champú,4.806522157752976,4509.259146843338,32.0,Nuevo_1,Nuevo_1
76,Maquillaje,,4741.183673860717,18.0,Aprobado,Nuevo_4
77,Maquillaje,6.099727250708103,2600.335601163088,30.0,Nuevo_4,Nuevo_4
78,Nuevo_5,5.799399620050857,4980.165676722027,24.0,Nuevo_4,Premium
79,Nuevo_2,4.6574530038094375,3302.846249911619,28.0,Aprobado,Premium
80,Crema,,3439.529526617349,,Aprobado,Orgánico
81,Perfume,4.848857112725835,3796.960207093823,28.0,Aprobado,Orgánico
82,Perfume,5.2156180792632565,4763.506556555665,28.0,Rechazado,Premium
83,Nuevo_5,6.045142342548378,2607.3272214002686,13.0,Rechazado,Orgánico
84,Champú,4.752198433942006,1712.9534521053415,8.0,Rechazado,Orgánico
85,Maquillaje,7.115690790423324,1780.989540909192,22.0,Rechazado,Económico
86,Maquillaje,5.294395118938322,2868.4588457864265,,Aprobado,Premium
87,Champú,4.921319649654676,3654.2677577235568,18.0,Nuevo_1,Nuevo_1
88,Nuevo_5,5.235637411422085,2675.9970790735874,34.0,Nuevo_5,Nuevo_2
89,Crema,5.229124590739378,3761.774467731896,18.0,Rechazado,Económico
90,Crema,7.34371004098353,1539.5424015177714,34.0,Nuevo_3,Premium
91,Crema,,3022.122068709941,,Nuevo_2,Premium
92,Nuevo_4,7.281853190625661,1048.5938542126755,9.0,Nuevo_3,Económico
93,Perfume,6.640918917608485,1403.001764781358,11.0,Aprobado,Premium
94,,6.073799724943335,4556.09895020932,9.0,Aprobado,Nuevo_4
95,Crema,4.641951775757591,3664.0106242072543,,Rechazado,Nuevo_5
96,Maquillaje,5.832309234011551,4662.2821900352055,16.0,Rechazado,Económico
97,Nuevo_1,5.580421385163714,4948.298561494357,11.0,Aprobado,Económico
98,Nuevo_2,5.105503542288675,4723.629296078307,6.0,Rechazado,Económico
99,Maquillaje,6.6155850050205816,3442.3657374280697,21.0,Aprobado,Económico
100,Champú,5.230946807634055,1310.3905717738637,11.0,Rechazado,Orgánico
101,Maquillaje,5.365109210671504,3901.401050980464,22.0,Aprobado,Económico
102,,5.365670894913686,4932.021090301123,15.0,Aprobado,Económico
103,Nuevo_2,6.825463650358597,2435.6627772780503,28.0,Nuevo_1,Nuevo_4
104,,5.555810988924446,2748.818540550671,10.0,Aprobado,Nuevo_1
105,Nuevo_4,6.965374252512667,2279.0664855441746,,Rechazado,Económico
106,Crema,6.08852298059891,1564.7080973849525,14.0,Rechazado,Nuevo_4
107,Maquillaje,6.97829512601707,4097.262498317386,19.0,Aprobado,Nuevo_4
108,Crema,7.269146751028089,1266.890525322503,29.0,Aprobado,Premium
109,Nuevo_4,5.7849996153680046,3788.9735461643822,31.0,Rechazado,Orgánico
110,Maquillaje,4.740579258916614,4252.909176841132,9.0,Rechazado,Premium
111,,7.1738488695621685,1449.778842766659,21.0,Aprobado,Nuevo_4
112,,,1768.2069805328474,31.0,Rechazado,Económico
113,Nuevo_3,6.0303337247122455,3725.183505909195,30.0,Aprobado,Económico
114,Maquillaje,6.465775745328728,4837.589254297645,11.0,Nuevo_4,Económico
115,Nuevo_5,5.211606606507744,4762.816370094186,12.0,Nuevo_1,Económico
116,Perfume,5.8183440097601125,4633.945955809209,31.0,Nuevo_2,Premium
117,Champú,6.41425378182775,3204.343890753008,14.0,Nuevo_4,Económico
118,Maquillaje,,3844.97774534748,23.0,Nuevo_2,Nuevo_1
119,Champú,6.3461378807646485,2847.86275458454,15.0,Rechazado,Nuevo_4
120,Perfume,,1483.287911416185,18.0,Rechazado,Económico
121,Crema,7.21715904096059,3630.210156220719,8.0,Rechazado,Orgánico
122,Maquillaje,6.61000853539895,3142.484804259588,,Rechazado,Nuevo_1
123,Maquillaje,4.906907692698901,3885.6849761728345,,Aprobado,Nuevo_4
124,Perfume,5.598227919947751,1681.7283707644192,12.0,Rechazado,Premium
125,Crema,5.7919939378891625,2958.092810346821,27.0,Nuevo_3,Orgánico
126,Nuevo_1,5.143214740133382,1494.3352112059167,17.0,Rechazado,Nuevo_2
127,,5.875949364528879,1313.0382292100694,23.0,Rechazado,Premium
128,Maquillaje,5.86673927270655,2081.183168549728,7.0,Aprobado,Económico
129,Perfume,5.870871039724904,4892.003703493024,23.0,Rechazado,Premium
130,Crema,5.172822803805994,4656.205040655188,,Aprobado,Económico
131,Champú,5.354729188135815,4523.4212772479095,31.0,Rechazado,Orgánico
132,,7.245684691034949,2361.6558459029798,18.0,Rechazado,Premium
133,Champú,,4866.961483697904,,Aprobado,Premium
134,Crema,6.579275495361564,4897.008042132549,12.0,Rechazado,Nuevo_1
135,Maquillaje,4.717083311716403,2795.4335446035257,,Aprobado,Orgánico
136,,5.684493097174175,4519.621562164464,11.0,Rechazado,Nuevo_1
137,Nuevo_3,6.174153302192915,4090.765949522324,16.0,Aprobado,Premium
138,Champú,5.758127781057534,2182.2826018470387,22.0,Nuevo_1,Orgánico
139,Crema,4.588430187070199,1493.9538309186084,27.0,Rechazado,Nuevo_1
140,Nuevo_5,4.6357006680244135,2230.4085670138456,,Rechazado,Premium
141,Nuevo_5,5.907903075952413,1056.8519831554352,,Aprobado,Orgánico
142,Maquillaje,,4923.203890466037,21.0,Aprobado,Nuevo_1
143,Perfume,5.460598500000698,2264.9972531357357,9.0,Rechazado,Nuevo_2
144,Perfume,7.1350088574702095,2732.0562130473363,31.0,Rechazado,Nuevo_5
145,Champú,,2933.2466454572323,24.0,Aprobado,Económico
146,Perfume,4.649426366711896,1124.297460771543,16.0,Rechazado,Premium
147,Crema,6.045200724631528,4501.79208951737,33.0,Nuevo_4,Premium
148,Champú,7.374279422190249,4521.33799717104,34.0,Rechazado,Premium
149,Nuevo_3,6.624905944835486,2284.4357959466106,9.0,Nuevo_1,Premium
150,Nuevo_4,7.15486128484828,2837.1801283835284,16.0,Aprobado,Orgánico
151,Crema,5.727663022100051,4019.5824592311737,6.0,Nuevo_3,Orgánico
152,Perfume,6.063038478619141,1035.002741422005,30.0,Nuevo_4,Orgánico
153,Nuevo_5,6.028768650670815,3499.7453888665696,,Rechazado,Económico
154,Crema,6.35645855483036,1258.5684486226432,33.0,Aprobado,Premium
155,Champú,6.476432004330984,4777.254440118024,32.0,Aprobado,Premium
156,Champú,7.474859810593319,3189.260730934606,19.0,Nuevo_2,Orgánico
157,Nuevo_5,7.033596633431894,3347.601607892893,9.0,Nuevo_5,Nuevo_2
158,,6.761284036132155,4810.392093420991,24.0,Rechazado,Nuevo_2
159,Nuevo_2,7.0378859315459295,4528.51436090976,8.0,Aprobado,Orgánico
160,Crema,6.918813984728555,3741.69996134526,18.0,Aprobado,Económico
161,Nuevo_5,5.1693732020151,2308.0588206630346,,Aprobado,Orgánico
162,Nuevo_5,7.165413370118729,4026.365067551355,9.0,Nuevo_2,Orgánico
163,Maquillaje,5.003684713309128,1777.925609150214,19.0,Rechazado,Económico
164,Champú,5.842320994848844,1095.9549046711002,29.0,Nuevo_1,Premium
165,,6.62572356796609,2540.737012663748,18.0,Rechazado,Nuevo_5
166,Maquillaje,6.307886225595697,4048.822827552448,20.0,Rechazado,Económico
167,Maquillaje,5.497324161704834,1054.758643112273,21.0,Rechazado,Nuevo_1
168,Maquillaje,5.186373227391752,3681.7522151023327,8.0,Nuevo_4,Nuevo_4
169,Champú,5.572290442705468,3104.6065317671555,29.0,Rechazado,Nuevo_3
170,Perfume,7.213594533919011,2364.1042144817075,24.0,Aprobado,Premium
171,,5.854044225018042,1664.7326251994205,19.0,Nuevo_4,Premium
172,Nuevo_2,5.401359789102238,1412.8656161260271,21.0,Aprobado,Económico
173,Crema,5.378204032076813,1282.4948020298498,,Rechazado,Orgánico
174,Crema,5.95936875293674,4180.214832432695,14.0,Nuevo_4,Económico
175,Champú,,2050.344514103715,31.0,Aprobado,Económico
176,Champú,7.040633142945145,4004.492885423461,16.0,Nuevo_5,Orgánico
177,Crema,5.303799472726276,1570.2369609340262,8.0,Rechazado,Orgánico
178,Crema,6.653501291858823,1032.915456081966,22.0,Aprobado,Nuevo_5
179,,6.8052280943916985,2051.4750657191785,20.0,Aprobado,Nuevo_4
180,Maquillaje,6.310445958896491,4526.683615622947,7.0,Aprobado,Premium
181,Crema,7.315392625012141,3879.274901905181,29.0,Aprobado,Nuevo_3
182,Nuevo_3,6.448417520741172,2217.653286295724,31.0,Aprobado,Premium
183,Maquillaje,7.273345107197725,4541.744734748727,,Rechazado,Orgánico
184,Maquillaje,65.31468614668188,3155.346723839493,24.0,Rechazado,Nuevo_2
185,Champú,6.777918947520715,2552.022322862097,20.0,Aprobado,Económico
186,Nuevo_3,5.270963248022254,1078.4818852159876,,Aprobado,Nuevo_5
187,Maquillaje,6.284749889571955,2899.717696881713,21.0,Rechazado,Nuevo_1
188,Crema,6.638174723863045,2200.265968200425,35.0,Aprobado,Nuevo_2
189,Nuevo_1,6.30825966128519,1649.8464394726843,15.0,Nuevo_4,Nuevo_5
190,Crema,6.429062659249084,3257.153097522626,28.0,Rechazado,Premium
191,Crema,6.757073793159494,3061.3109594404896,,Nuevo_3,Premium
192,Nuevo_1,5.370905219271707,1601.220541901234,33.0,Rechazado,Económico
193,Champú,4.669131936593726,2650.75482196686,27.0,Rechazado,Nuevo_2
194,Perfume,,4557.842631370224,12.0,Aprobado,Nuevo_4
195,Champú,5.140707690659091,3709.78921141928,13.0,Rechazado,Premium
196,Crema,7.349305018091899,4972.519656135026,,Aprobado,Nuevo_3
197,Maquillaje,7.331840538619386,3473.4863818489475,,Aprobado,Orgánico
198,Champú,4.55396176463752,1843.9231394896635,11.0,Aprobado,Económico
199,Perfume,6.634145981221942,3662.817859255474,15.0,Rechazado,Nuevo_2
200,Crema,4.677548689918211,1342.9488422425538,14.0,Rechazado,Económico
201,Crema,58.352586752800214,2015.41205641312,15.0,Aprobado,Nuevo_3
202,Champú,4.621895811295328,1983.6636617136,9.0,Nuevo_1,Económico
203,,6.967258338297032,4430.736384823423,,Aprobado,Económico
204,Perfume,6.711945231859634,2120.0258039279925,29.0,Aprobado,Premium
205,Champú,6.919785187792343,1969.1681963608848,21.0,Rechazado,Nuevo_3
206,Perfume,7.0913690082653,2714.553057861024,34.0,Rechazado,Económico
207,Nuevo_1,6.888630856394297,3194.490683274278,14.0,Nuevo_5,Nuevo_2
208,Champú,7.199988024240112,1082.339377393919,13.0,Rechazado,Económico
209,Perfume,5.050653556431472,1030.980852640902,32.0,Rechazado,Premium
210,Crema,6.505902345053309,1808.5673382320683,19.0,Rechazado,Premium
211,Champú,5.889300614946525,2279.082046925642,22.0,Aprobado,Orgánico
212,Nuevo_3,6.7765304597087646,2718.586411303458,18.0,Rechazado,Premium
213,Crema,7.337065915186466,1067.3623822259474,24.0,Rechazado,Nuevo_1
214,Maquillaje,6.380952045796624,2167.6735619887118,12.0,Rechazado,Orgánico
215,Crema,5.625564480711265,2114.57453342132,15.0,Rechazado,Premium
216,Crema,6.863221490073144,1165.6479072994737,35.0,Rechazado,Económico
217,Perfume,5.7033545074456695,3067.171596963469,29.0,Nuevo_4,Económico
218,Perfume,6.622260782277447,4920.787270771736,20.0,Nuevo_2,Económico
219,Champú,5.585103186323543,3763.198817398532,35.0,Nuevo_3,Nuevo_4
220,Perfume,6.962750974156526,4368.197637164949,29.0,Nuevo_4,Premium
221,Maquillaje,6.193087744733568,1861.467253180288,20.0,Nuevo_2,Económico
222,Champú,4.600148405112904,3345.0772845898373,27.0,Rechazado,Premium
223,Maquillaje,5.212104288313485,4010.854350180357,13.0,Rechazado,Nuevo_3
224,Maquillaje,6.800203161886426,4358.913708626936,35.0,Nuevo_3,Orgánico
225,Perfume,6.41001354043987,4128.20158586063,25.0,Nuevo_2,Nuevo_3
226,Perfume,5.008195683206873,3660.1278878111934,20.0,Rechazado,Nuevo_5
227,Champú,5.821014196282519,2486.918774902044,10.0,Nuevo_4,Nuevo_2
228,Nuevo_5,7.414936822524809,1759.296465306004,22.0,Aprobado,Orgánico
229,Champú,5.328101303634551,3636.06699375995,9.0,Rechazado,Orgánico
230,Maquillaje,7.332888499118438,3417.434569341065,31.0,Rechazado,Económico
231,Nuevo_3,5.408532408498056,3874.8830348749298,19.0,Rechazado,Nuevo_5
232,Nuevo_5,5.706927220698935,1087.7718276873666,,Nuevo_2,Orgánico
233,Maquillaje,5.151420221783813,1753.7354682330335,25.0,Aprobado,Orgánico
234,Maquillaje,4.510986544183735,2485.699661255406,22.0,Nuevo_5,Económico
235,Nuevo_1,,1614.0949615567513,18.0,Nuevo_1,Económico
236,Nuevo_4,7.355096649794146,2588.37605409254,22.0,Rechazado,Económico
237,Maquillaje,6.000030201229614,8106.61319772293,30.0,Nuevo_2,Económico
238,Nuevo_4,7.411310186941148,1200.425242606566,19.0,Nuevo_5,Económico
239,,5.0400687388803815,2215.2500478009997,27.0,Nuevo_3,Premium
240,Maquillaje,5.529743042065241,1099.2765536600991,9.0,Rechazado,Premium
241,Maquillaje,6.5013335864887,3825.782214305671,21.0,Nuevo_5,Premium
242,Nuevo_2,5.045869125764524,4943.037006534629,33.0,Aprobado,Económico
243,Maquillaje,7.136148446755071,2464.788100647583,,Aprobado,Orgánico
244,Champú,7.418783483065518,1635.3840558216746,9.0,Nuevo_5,Económico
245,Crema,7.330100890338132,3559.036658681277,30.0,Rechazado,Premium
246,Maquillaje,,4810.939395602439,15.0,Rechazado,Nuevo_5
247,Crema,5.670826539823257,4849.029592583887,10.0,Aprobado,Premium
248,Perfume,7.064478355874177,3525.719111006136,12.0,Rechazado,Económico
249,Perfume,4.998186237174252,1191.4480146093088,32.0,Aprobado,Nuevo_1
250,Nuevo_5,4.869594866459737,4587.105294326731,23.0,Aprobado,Económico
251,Crema,4.707267637303539,3365.5573639802387,,Aprobado,Nuevo_5
252,Champú,4.873776033048387,4972.188414532544,12.0,Aprobado,Orgánico
253,Crema,5.390485260100376,1944.8755380425384,24.0,Rechazado,Nuevo_2
254,Perfume,6.630258591094046,4622.647362154165,24.0,Rechazado,Económico
255,Maquillaje,7.352900710321363,4104.885950584225,14.0,Aprobado,Nuevo_4
256,Nuevo_3,5.54425265678057,1327.275382438021,30.0,Aprobado,Orgánico
257,Crema,4.551099516349052,1169.0908064658224,26.0,Nuevo_2,Nuevo_5
258,Maquillaje,6.58595713811678,2388.8939206090668,26.0,Aprobado,Económico
259,Nuevo_4,4.9604037333088495,4018.81701426285,31.0,Aprobado,Económico
260,Perfume,7.467085803765008,3891.363147843849,20.0,Aprobado,Orgánico
261,Crema,5.455472217577769,3796.5225600373687,14.0,Nuevo_3,Nuevo_5
262,Champú,7.21155314438716,3767.55548945026,27.0,Rechazado,Premium
263,Perfume,5.066306821814115,3326.0832239145584,12.0,Aprobado,Nuevo_5
264,Maquillaje,4.905852156428954,3384.4449874362613,29.0,Rechazado,Premium
265,Champú,5.817009150253496,4230.212493735668,33.0,Rechazado,Orgánico
266,Maquillaje,6.071005333180444,1208.365653417092,25.0,Aprobado,Premium
267,Crema,5.483903895239682,4828.631498464614,23.0,Nuevo_3,Orgánico
268,Champú,5.6550969440870205,3421.582185549616,,Rechazado,Económico
269,Crema,6.586359413948567,1812.2425209419905,31.0,Nuevo_3,Económico
270,,6.729037762705527,3940.295722559597,14.0,Nuevo_2,Orgánico
271,Crema,4.930730260004651,4598.383700023398,14.0,Nuevo_2,Nuevo_1
272,Nuevo_4,4.9296935202578425,3553.2184772296378,8.0,Nuevo_4,Orgánico
273,Nuevo_4,6.605783176676239,2795.5184986977874,10.0,Nuevo_2,Nuevo_3
274,,5.802899990324097,3159.852598218576,,Aprobado,Nuevo_2
275,Crema,5.286667813346504,4809.768682199196,28.0,Aprobado,Orgánico
276,,7.060183598205326,3712.6879378505214,8.0,Rechazado,Orgánico
277,Crema,4.769623476029137,3137.2968900614173,14.0,Rechazado,Económico
278,Nuevo_3,4.507649213766922,4437.924600195976,21.0,Nuevo_5,Premium
279,Maquillaje,7.176934263642418,4504.1702665811,,Aprobado,Económico
280,Perfume,5.551613083209638,4426.600538177486,27.0,Aprobado,Nuevo_3
281,Crema,7.281525288082323,4501.572081986058,6.0,Aprobado,Nuevo_3
282,Maquillaje,6.115354446722567,4388.762953447819,29.0,Nuevo_4,Premium
283,Crema,7.007627698328304,1572.0901726363836,11.0,Aprobado,Nuevo_4
284,Champú,7.10396169304743,4675.46836485805,,Rechazado,Nuevo_4
285,,5.140968676986965,4792.854301758747,8.0,Rechazado,Premium
286,Nuevo_2,5.82369881147557,2300.010940118796,31.0,Nuevo_5,Nuevo_1
287,Perfume,5.773133841124016,3268.896257407042,32.0,Nuevo_5,Premium
288,Perfume,4.500109066592493,3660.110751214222,18.0,Nuevo_4,Nuevo_4
289,Perfume,,3068.59763141573,31.0,Nuevo_2,Premium
290,Perfume,5.291100054930032,2898.0923214986656,9.0,Aprobado,Premium
291,Crema,5.264698973947102,4809.483310931559,22.0,Aprobado,Premium
292,Champú,6.6413909012503325,2705.992615397849,12.0,Aprobado,Económico
293,Champú,4.968150874550815,1337.9396789735883,16.0,Rechazado,Económico
294,,7.0828679896114215,1466.9587478851502,16.0,Rechazado,Económico
295,Perfume,4.739865251365426,4531.609064767382,6.0,Rechazado,Orgánico
296,Maquillaje,7.208268193543918,2490.08665616676,17.0,Aprobado,Nuevo_1
297,Champú,,2833.785590663485,22.0,Rechazado,Orgánico
298,Nuevo_5,56.49354247197146,2368.9575576427133,29.0,Aprobado,Premium
299,,5.753221837802824,1471.8713723582396,16.0,Rechazado,Orgánico
300,Nuevo_4,5.804575757289848,4525.849088409312,19.0,Rechazado,Premium
301,Maquillaje,5.194355405280143,2837.4799029910887,30.0,Nuevo_3,Premium
302,Crema,6.131052826280942,4494.0180388962,19.0,Nuevo_4,Premium
303,Crema,4.519509209684102,2033.212888618036,10.0,Rechazado,Económico
304,Nuevo_3,5.001628779742887,1253.1372924205089,12.0,Nuevo_2,Económico
305,Champú,,2510.019534556801,20.0,Rechazado,Nuevo_3
306,Crema,,1632.1078962372208,28.0,Aprobado,Nuevo_2
307,Maquillaje,4.597650679292217,3228.279207642182,7.0,Rechazado,Nuevo_5
308,,4.561729435418439,4551.664707924498,15.0,Nuevo_2,Premium
309,Perfume,4.637097100584906,2494.9572885960797,29.0,Nuevo_1,Orgánico
310,Perfume,6.987867047534596,3281.5696870042025,10.0,Nuevo_1,Orgánico
311,Nuevo_2,,2725.370754284879,32.0,Rechazado,Económico
312,Perfume,5.798565160886495,2767.2667231532923,33.0,Aprobado,Orgánico
313,Maquillaje,,2704.0729141026804,34.0,Aprobado,Económico
314,Champú,6.623374458756851,3180.538471533244,11.0,Rechazado,Nuevo_4
315,Perfume,4.725046657697138,2898.700030724121,30.0,Nuevo_2,Premium
316,Perfume,5.756222468131125,2093.1174684437738,14.0,Nuevo_3,Premium
317,Maquillaje,,3053.62557049351,,Rechazado,Orgánico
318,Maquillaje,7.238667614293863,3156.746634261713,30.0,Aprobado,Premium
319,Perfume,6.472296161038891,3927.676162156333,13.0,Nuevo_4,Orgánico
320,Maquillaje,5.085012779843342,3234.299288499341,,Rechazado,Orgánico
321,Nuevo_5,6.2442775135197,4874.541446188781,27.0,Nuevo_4,Premium
322,Nuevo_3,5.170786950284429,3594.0099011725965,23.0,Nuevo_1,Económico
323,,7.200221437184712,2878.466952221728,,Nuevo_1,Económico
324,Maquillaje,6.62653210642701,4123.788964178131,27.0,Nuevo_3,Premium
325,Nuevo_4,5.59181134188799,2573.267505053152,31.0,Nuevo_3,Económico
326,Maquillaje,4.516077471361464,2534.9729755588583,30.0,Nuevo_2,Orgánico
327,Nuevo_5,5.984098662934428,1947.3030413207907,22.0,Nuevo_2,Económico
328,Nuevo_3,4.809463834441984,2062.376992928941,9.0,Rechazado,Nuevo_5
329,Perfume,6.534767941452122,4193.219434170342,28.0,Nuevo_2,Nuevo_1
330,Nuevo_4,4.701579886306711,2235.83539009708,8.0,Rechazado,Premium
331,Perfume,5.210532910086686,3277.1133225732724,10.0,Nuevo_4,Económico
332,Champú,7.328366706367685,4835.61142872745,11.0,Nuevo_1,Nuevo_5
333,Perfume,7.221077645097357,4553.16365184209,12.0,Nuevo_5,Nuevo_3
334,Perfume,6.4434297984527085,3150.7619066900206,29.0,Aprobado,Económico
335,Nuevo_4,4.597231415220144,1268.2382259319395,,Aprobado,Económico
336,,7.403487377697503,3456.1253128575395,14.0,Nuevo_5,Orgánico
337,Crema,7.275696815247245,2106.368780857696,24.0,Aprobado,Orgánico
338,Champú,6.682631977298606,2373.083655389497,7.0,Nuevo_2,Premium
339,Maquillaje,5.665365656242021,3580.787059445433,29.0,Rechazado,Económico
340,Perfume,7.226540202977552,1854.1140284404328,12.0,Rechazado,Económico
341,Maquillaje,7.179892049706193,4717.113568489129,21.0,Aprobado,Orgánico
342,Champú,6.795340012855442,1032.5845060524048,16.0,Rechazado,Económico
343,Perfume,6.971228440715766,1346.932932560236,,Aprobado,Económico
344,Maquillaje,6.137547039690832,3256.0619615211867,16.0,Rechazado,Económico
345,Perfume,,2554.8194101649933,27.0,Nuevo_2,Económico
346,,6.311033933854974,2193.39936614271,8.0,Aprobado,Nuevo_3
347,Crema,,2429.524937054161,27.0,Nuevo_3,Económico
348,Champú,7.4570124275672836,3638.373475236539,11.0,Nuevo_4,Orgánico
349,Crema,,2278.996281605928,,Rechazado,Nuevo_2
350,Nuevo_5,5.28491571545502,2613.2436893711456,6.0,Aprobado,Premium
351,Maquillaje,7.010064070975887,2819.176923917674,35.0,Aprobado,Orgánico
352,Crema,5.703820186088178,3278.8933993599053,21.0,Rechazado,Económico
353,Maquillaje,5.433808922227283,4074.7490365347135,,Aprobado,Nuevo_1
354,Champú,5.313200930550053,4243.131170015016,30.0,Nuevo_5,Económico
355,Nuevo_4,7.311818950363928,4114.440144692217,11.0,Rechazado,Económico
