ID_Unidad,Tiempo_Ensamblaje_min,Cantidad_Piezas,Torque_Tornillos_Nm,Presión_Neumáticos_PSI,Inspección_Visual,Prueba_Funcional
170,138.33345048038376,98,40.24578664062198,31.948025063226947,Aprobado,No
171,145.75908348983143,72,48.03071950536265,35.39389868054822,Aprobado,Sí
172,109.8800072513338,50,43.002339398469815,30.1744326162801,Aprobado,Sí
173,123.6724392105856,99,53.47076707958352,32.333186300247704,Aprobado,Sí
174,110.48747866843186,99,51.760745949523354,32.026170017629724,Aprobado,Sí
175,102.402922848505,96,46.543227633320626,33.3180660591624,Rechazado,Sí
176,128.05399109735302,98,44.56183642716042,35.59082315616681,Aprobado,Sí
177,125.79424816805987,75,50.004239936364144,32.88735026429909,Aprobado,Sí
178,108.5960341467705,82,50.82394050450407,30.437107556063616,Aprobado,Sí
179,117.56773116417929,98,55.43983528904285,32.96774145715223,Aprobado,Sí
180,122.3770274636455,65,47.895229369306904,31.055689641599866,Aprobado,Sí
181,120.85882174216592,61,50.28488348500149,33.51986662711472,Aprobado,Sí
182,131.47247950354807,70,47.95089192452906,35.048630533524516,Aprobado,Sí
183,111.63270924232498,60,46.9500281053094,33.00538746509742,Aprobado,Sí
184,116.52523168378248,70,57.07711782971827,34.92935678477956,Aprobado,Sí
185,149.6772279854985,80,47.506618071032676,32.51934670529387,Aprobado,Sí
186,116.0484002921119,80,55.33726965259134,28.84158756665653,Aprobado,Sí
187,100.79667257583299,93,41.94040052608998,31.88953318932117,Aprobado,Sí
188,109.65383112225373,52,53.25114274491292,31.552321580173228,Aprobado,Sí
189,111.26054563898359,90,49.52338625981213,32.233992767251124,Aprobado,Sí
190,115.97856438629519,80,59.2383243598422,32.32341064286791,Rechazado,Sí
191,99.97826565722428,62,54.77040605518038,31.136493125734837,Aprobado,Sí
192,142.24108804830323,90,47.284291869465676,32.44534956165824,Aprobado,Sí
193,135.8329661221417,62,49.22690853579265,33.01285203530658,Aprobado,Sí
194,134.96618574680963,53,43.14124720584498,37.2289235198744,Aprobado,Sí
195,131.87702012883676,61,49.82668689875865,33.668023227605104,Aprobado,Sí
196,119.07070069492796,57,44.39281164722348,30.81591131761963,Aprobado,Sí
197,144.4568891623123,80,42.900594366279904,32.126346651948495,Aprobado,Sí
198,108.50564168563885,58,48.88902789836145,32.38998744416425,Aprobado,Sí
199,130.82116936022314,58,44.64918000963409,33.37774075195418,Aprobado,Sí
200,124.75501977911787,96,46.4800639434934,33.182383631864084,Aprobado,Sí
201,102.71394224972484,62,49.60090192340775,35.068532420764434,Aprobado,Sí
202,109.96275597739341,74,52.47326610885915,33.84966188017565,Aprobado,Sí
203,123.63931336552162,80,54.38447588769496,33.20084020955747,Aprobado,Sí
204,135.08406518376918,72,60.10013793139869,33.894749656006205,Aprobado,Sí
205,145.2450233680172,82,48.522726121715834,32.11223881872953,Aprobado,Sí
206,122.7158318353001,92,53.39598033355712,31.432407630766523,Aprobado,Sí
207,100.24796222860166,94,39.0886505194977,31.689044992609904,Aprobado,Sí
208,141.14584969073084,99,51.3707635513462,33.244246790482364,Aprobado,Sí
209,107.59043189385676,70,52.77102111152677,33.21320022291054,Aprobado,Sí
210,117.44078323718131,72,56.14426793999313,33.68752178763693,Aprobado,Sí
211,128.42450022139616,56,50.45027739323951,34.15639977066772,Aprobado,Sí
212,127.26958376427427,51,43.90922340580684,31.08052472076008,Aprobado,Sí
213,111.72701767573734,52,50.357770590891086,29.808076586748626,Aprobado,Sí
214,122.94183962849532,72,39.9476953875318,31.573368774173346,Aprobado,Sí
215,117.74935121607469,50,52.801183016614225,32.803949193266014,Aprobado,Sí
216,148.0354659302925,93,51.61556837014831,34.26255166013866,Aprobado,Sí
217,140.9847377500153,93,45.037791716014894,30.79565491385705,Aprobado,Sí
218,105.52149478667683,52,41.757125919727635,30.442279537643582,Aprobado,Sí
219,98.5154326192857,86,53.36201652323402,33.1076717580519,Aprobado,Sí
220,127.72270064174369,76,51.02370277945376,31.741678895518593,Aprobado,Sí
221,135.66142294507026,69,61.20071628223043,29.230704462990328,Aprobado,Sí
222,113.01881352184084,63,47.47125141337128,33.48457819129937,Aprobado,Sí
223,125.26368771490402,98,57.19644823893758,30.428566742354537,Aprobado,Sí
224,125.39860965125258,67,47.01334843930846,31.439980075604858,Aprobado,Sí
225,93.98252973551871,55,45.33084803480155,33.68195665702719,Aprobado,Sí
226,140.71645907860142,98,44.27994576890781,30.73550362124017,Aprobado,Sí
227,127.94520162670572,73,45.23573014928124,31.07922974278318,Aprobado,Sí
228,129.84670926578224,55,47.627289065353985,27.613101567543936,Aprobado,Sí
229,117.8339069310455,56,46.77714569329411,31.690689747300937,Aprobado,Sí
230,83.21950321053035,82,54.4062858574015,30.4993778586638,Aprobado,Sí
231,130.1182051466238,92,51.558922196858155,35.7942284633541,Aprobado,Sí
232,125.45553113511093,62,47.36656780291587,35.20789642207136,Aprobado,Sí
233,104.18515876625038,57,56.89433449720969,33.60915046083619,Aprobado,Sí
234,124.72094991880873,60,49.26155193055189,33.10320246072222,Aprobado,Sí
235,119.0451478200812,50,51.96051099765477,34.25996113924907,Aprobado,Sí
236,105.22435846611013,60,57.53329337982767,30.49607167962786,Aprobado,Sí
237,115.9060701697497,58,44.916666684952474,32.963894794077405,Aprobado,No
238,129.53109357779215,74,51.031396214319074,32.6886560678571,Aprobado,Sí
239,118.11058166200108,50,51.728195140167585,30.728286466106717,Aprobado,Sí
240,123.36894021344435,51,46.86978174495273,34.10587208082921,Aprobado,Sí
241,118.59948555135853,56,50.95871706634335,32.36249532569915,Aprobado,Sí
242,140.29168375457542,69,52.623027067629174,32.71286410251783,Aprobado,Sí
243,97.74576729635132,76,45.2656650917754,33.6833764127402,Aprobado,Sí
244,101.52542097588609,67,51.09597230538781,30.838610625872537,Aprobado,Sí
245,146.98134770069876,74,59.90863754577063,31.918646048750173,Aprobado,Sí
246,116.1553742952596,71,48.115940720701275,33.21226721765977,Rechazado,Sí
247,99.78898334023107,75,57.24592837560784,28.163213050738854,Aprobado,No
248,126.82909635295118,55,48.441855630092206,32.2403415476046,Aprobado,Sí
249,105.14734531802266,69,47.90123973547068,31.568012111240918,Aprobado,Sí
250,123.65340386693579,83,57.693160198602996,32.47602412076887,Aprobado,No
251,103.08156745638149,72,49.40660899683363,32.87297986919008,Aprobado,Sí
252,161.7480260390543,51,51.71628330464083,33.27855816162825,Rechazado,Sí
253,122.42748955189784,59,47.74679187359075,31.006769665848246,Rechazado,Sí
254,124.13385324063081,50,49.33974109796371,31.31521260042066,Aprobado,Sí
255,114.52100789247918,68,45.39321267130286,33.33280798929149,Aprobado,Sí
256,103.92983460867478,62,43.71906633351671,31.72153780675276,Aprobado,Sí
257,134.3709830566396,57,51.531762676373276,32.88228666819047,Rechazado,No
258,126.69308968750465,82,48.42734612148857,29.665793043345754,Aprobado,Sí
259,138.25340552541397,62,49.442084970760845,30.233412812114064,Aprobado,Sí
260,145.2329811866207,52,44.7169716540198,31.0670700008237,Aprobado,Sí
261,120.1877172857832,52,53.76226633832936,30.626058390030707,Aprobado,Sí
262,137.682406803636,89,51.762084926817444,31.00331323800756,Aprobado,Sí
263,92.31208109221578,56,53.76138233472812,31.31750661213778,Aprobado,Sí
264,99.04145461985492,54,51.36598887129676,33.56077923872438,Aprobado,Sí
265,125.30899518386141,91,39.97262501071375,30.529965606867872,Aprobado,Sí
266,106.43406332588049,70,45.0564778736249,31.856557494873744,Aprobado,Sí
267,135.34052240238415,76,46.75545044915656,31.137793484705394,Aprobado,Sí
268,137.33898295879493,56,44.64963183434464,34.34394825612804,Aprobado,Sí
269,124.26887493256949,76,54.20843480031589,37.6797150462583,Aprobado,Sí
270,129.03169235774905,69,55.54439718632243,32.74542622855204,Aprobado,Sí
271,113.66810079135783,58,54.44537072875844,30.33585020364219,Rechazado,Sí
272,108.13633406200975,62,53.68250695992456,30.90273748239605,Aprobado,Sí
273,115.42677858177677,55,51.11639841069815,32.70503649826894,Rechazado,Sí
274,99.39095599237609,52,54.431167598734774,30.287672898754,Aprobado,Sí
275,116.97409781702433,69,52.00128412690953,29.240144873877917,Aprobado,Sí
276,97.44345226561258,63,45.809440082093744,29.935458071997317,Rechazado,Sí
277,104.18026970441106,54,47.68475073017345,31.12606031405768,Aprobado,Sí
278,93.01603207742544,68,50.05480222307134,33.486204018657986,Aprobado,Sí
279,143.29148914408006,55,54.801486279312094,30.061268514569743,Aprobado,Sí
280,130.1507868228291,88,50.43194362997966,31.616021869157404,Aprobado,Sí
281,137.2283575167142,94,38.46969753153019,33.378459318390604,Aprobado,Sí
282,132.86393909173643,57,43.65774581372273,30.50679495977553,Rechazado,Sí
283,140.0957880922423,98,54.859791317635874,32.372705154866544,Rechazado,Sí
284,98.94796427985449,67,59.030104729653914,32.609050335909856,Aprobado,Sí
285,120.12127839753298,60,49.568475448401585,31.009421125270826,Aprobado,Sí
286,105.32436056380413,65,42.55272471354819,30.172504011384596,Aprobado,Sí
287,111.78262245957471,90,48.28758266434383,33.3984196200531,Aprobado,Sí
288,128.86004679751863,57,54.368667652772444,32.987399129725176,Aprobado,Sí
289,132.3612128995751,68,47.82553020835271,34.62696505563392,Aprobado,Sí
290,120.05251476078367,64,58.99712283800892,32.94402502057101,Aprobado,Sí
291,124.01966375532075,64,49.980324870155385,33.480486009255976,Aprobado,Sí
292,96.16758367884871,55,50.297777930258135,35.027314838752176,Aprobado,Sí
293,111.74100833117798,83,61.6951144925256,30.823023485436494,Aprobado,Sí
294,118.91728279900535,73,48.361838264851535,33.105166417496626,Aprobado,Sí
295,96.8057435754153,97,43.14111471455182,28.648576594018998,Aprobado,Sí
296,100.1185253608046,72,51.33494918411161,31.974590515054775,Aprobado,Sí
297,134.27358817488928,81,49.4507560213759,30.71929068964306,Aprobado,Sí
298,118.71910369314764,57,53.19017308684467,31.396445558873967,Aprobado,Sí
299,122.61731690871541,53,55.646677166579764,29.230241579387616,Aprobado,Sí
300,152.3294185980224,85,48.39288544459944,34.12902240522971,Rechazado,Sí
301,122.66449642068483,59,47.43415466787933,32.73047506447042,Aprobado,Sí
302,123.37660266908452,73,51.76943026681825,31.655486340637367,Aprobado,Sí
303,115.71686799059349,78,54.92812790511379,33.39941745420244,Aprobado,Sí
304,146.4636297028816,66,56.7293367571678,31.47965432738933,Aprobado,Sí
305,106.17125577082754,83,50.80719790078385,33.01788751745414,Aprobado,Sí
306,122.28728345231283,94,49.81630393208243,31.909220895425623,Aprobado,Sí
307,107.25735599502907,53,50.32508468665076,31.84674464982048,Aprobado,Sí
308,125.58368210621697,88,53.76604280178682,31.298316590281654,Aprobado,Sí
309,95.67836413917509,69,45.85731227828699,33.39002572426805,Aprobado,Sí
310,106.4405760432672,68,49.379818599865516,31.254931254228858,Aprobado,Sí
311,128.6388195910069,94,51.13202025727894,31.336569137476232,Rechazado,Sí
312,146.2943103145649,60,48.19114471624268,33.33667496741667,Aprobado,Sí
313,131.09993444935935,96,58.17866084122066,32.62681768805433,Aprobado,Sí
314,140.2986332747423,85,61.63347568083713,33.88536602618347,Aprobado,Sí
315,101.74753712260964,98,44.61797355340736,35.05403240724073,Aprobado,Sí
316,116.16223791419166,55,61.65854914272565,30.336296900231694,Rechazado,Sí
317,122.9562185324357,63,57.0101820418431,30.49597767949126,Aprobado,Sí
318,106.62057152734239,55,51.482458364504225,36.5196479458335,Aprobado,Sí
319,124.87176755241703,56,50.16352385903515,29.925981818422276,Aprobado,Sí
320,109.31909760874608,82,50.196334052011,34.78728321579201,Aprobado,Sí
321,108.87627937432288,50,51.82687438902701,31.05934036379388,Aprobado,Sí
322,133.270611401694,82,55.82998085860924,32.38054914457039,Aprobado,Sí
323,128.795281266135,96,46.58494645571929,29.014392958425848,Rechazado,Sí
324,124.47876395087438,91,43.273217994516074,31.9443548504683,Aprobado,Sí
325,122.61431626454043,76,51.65636178660006,33.84008250984269,Aprobado,No
326,130.4663814078323,72,55.558604444308926,31.172458640635366,Aprobado,Sí
327,118.01693696033114,76,42.682360989872414,31.219857728252983,Aprobado,Sí
328,128.50502746684933,97,63.39002051091565,31.514984722598562,Aprobado,Sí
329,110.13101789328506,65,52.791905241456064,35.04679145478397,Aprobado,Sí
330,137.93001316279137,63,47.98948868223979,27.975145403364124,Aprobado,Sí
331,130.0126492442416,59,45.81179767336693,32.180777902308,Aprobado,Sí
332,132.0275543021116,82,54.991087518088,35.51418478232767,Aprobado,Sí
333,110.20266568243785,83,50.77515609804464,31.36243381952919,Aprobado,Sí
334,131.18711524090435,87,55.33939539973792,35.2363307755728,Aprobado,Sí
335,139.17647638461312,99,55.15579619068066,31.628218712106275,Aprobado,Sí
336,98.76833167215142,78,43.848488613506845,35.562207244706414,Aprobado,Sí
337,113.77625470728236,76,46.44893344723554,30.594333833498055,Aprobado,Sí
338,114.52912321098451,69,47.09729838101149,34.048609576752526,Aprobado,Sí
339,120.10732022623087,60,46.33614424653224,34.865868443178655,Aprobado,Sí
340,115.72323786549538,85,47.568884346747346,31.254035463661367,Aprobado,Sí
341,136.84674400079734,58,53.48003265880745,32.30979881985599,Aprobado,Sí
342,114.8138340649137,62,48.37569799559272,32.43995636701875,Aprobado,Sí
343,142.21363543098312,62,48.842495723917764,30.75899821667037,Rechazado,Sí
344,112.90863323403818,77,44.692350367977575,27.098508509576053,Aprobado,Sí
345,126.46653865433439,76,54.579778098552296,30.424563787725447,Aprobado,Sí
346,133.70581859550958,78,56.720723119996244,29.945106309663775,Aprobado,Sí
347,143.48728373426178,67,47.9460093038828,30.789930558177364,Aprobado,Sí
348,107.69782008117255,58,55.1801042703081,30.998860649791446,Aprobado,Sí
349,117.17950334941074,67,54.098389991404986,32.40142719665314,Aprobado,Sí
350,114.20061099266502,98,50.52978871513692,30.276984793646754,Aprobado,Sí
351,126.89425942907714,99,54.37275132683354,33.34810701368619,Aprobado,Sí
352,100.34411073683737,80,52.58645933852671,27.070050278653305,Aprobado,Sí
353,115.78080384378525,79,45.763910722160254,33.37613281089108,Aprobado,No
354,125.5270545634374,51,46.10114485656718,33.91599179818204,Aprobado,Sí
355,120.60258984463347,89,58.0172908670216,32.58749346770364,Aprobado,Sí
356,130.55692505102368,67,54.32275878368075,30.562739129587133,Rechazado,Sí
357,116.1931521621558,71,57.26922376499053,31.01559536727347,Rechazado,Sí
358,140.10601444883815,99,45.991124504852095,33.590723675583995,Aprobado,Sí
359,106.84708476502925,64,43.437695771142906,31.910633986497295,Aprobado,Sí
360,142.21033216270936,87,45.82140832366165,34.519390667589064,Aprobado,Sí
361,152.2440271416531,67,45.765376648701775,32.39068048450172,Aprobado,Sí
362,115.90696739686133,75,56.060328834695916,32.823653136607696,Aprobado,Sí
363,102.4391300838443,71,54.18040838684775,31.818096397071443,Aprobado,Sí
364,104.34327639291259,94,54.86955758688578,31.31970120659073,Aprobado,Sí
365,101.87668332460944,60,49.31962827371157,33.90833930775699,Aprobado,Sí
