ID_Equipo,Tipo_Equipo,Vida_Útil_Años,Frecuencia_Uso_HorasDia,Precisión_%,Tiempo_Mantenimiento_meses,Clasificación_Calidad
55.0,Nuevo_3,9.0,19.03401364152957,99.46487627291128,12.0,A
56.0,Monitor,7.0,20.583218905751696,95.54794620002272,23.0,A
57.0,Electrocardiógrafo,9.0,11.17907440846885,98.29135907394344,12.0,B
58.0,Bomba de Infusión,18.0,8.347276181217126,99.79717216168378,17.0,D
59.0,Nuevo_2,11.0,21.69655362494894,98.66259669793362,22.0,A
60.0,Respirador,14.0,18.93550341862125,98.077172381035,6.0,B
61.0,Bomba de Infusión,17.0,11.888716342053376,98.1797423847018,19.0,C
62.0,,7.0,22.682506736944728,96.33326747294996,12.0,D
63.0,Monitor,5.0,7.539659466725826,99.51016620328086,12.0,B
64.0,Bomba de Infusión,16.0,17.38680907377031,97.6613460273332,7.0,A
65.0,Electrocardiógrafo,11.0,14.614161028793747,97.86816734354294,11.0,D
66.0,Monitor,8.0,5.074165596531105,97.89113817770895,8.0,C
67.0,Monitor,17.0,9.991980765585826,96.81142308040717,20.0,C
68.0,Bomba de Infusión,17.0,16.520884035425308,97.58126795523916,22.0,Nuevo_5
69.0,Monitor,8.0,22.865201932583663,97.67351072764517,6.0,B
70.0,Bomba de Infusión,6.0,14.020826998330996,99.31038217380402,20.0,B
71.0,Respirador,9.0,6.184065157031117,99.47333080445104,13.0,A
72.0,Electrocardiógrafo,10.0,12.22944616487437,97.23447927443632,,Nuevo_4
73.0,Monitor,18.0,18.52654531632208,98.08982221128548,,Nuevo_3
74.0,Respirador,19.0,15.500926370438682,96.64209795336254,7.0,Nuevo_3
75.0,Electrocardiógrafo,15.0,15.554189827974753,98.19746106678944,,Nuevo_1
76.0,Bomba de Infusión,15.0,12.305612595174509,97.58331899929595,14.0,B
77.0,Bomba de Infusión,10.0,17.32282476079053,96.1558809801657,14.0,Nuevo_5
78.0,Respirador,14.0,7.217117036181264,98.7051949365846,20.0,D
79.0,Nuevo_1,6.0,2.3537380067423137,96.80805829441252,14.0,B
80.0,Monitor,10.0,7.11593852045446,95.24913197516176,7.0,Nuevo_5
81.0,Respirador,13.0,7.113048797260039,97.43840752965669,4.0,Nuevo_5
82.0,Respirador,6.0,10.332637691873678,97.631222508254,4.0,D
,Monitor,17.0,11.66171465077046,96.22436136394091,7.0,Nuevo_2
84.0,Electrocardiógrafo,13.0,14.668908294554903,99.87479249919268,14.0,Nuevo_1
85.0,Monitor,18.0,17.47799127444863,96.56471726980848,20.0,D
86.0,Respirador,7.0,18.353134613401547,98.97260947474172,22.0,Nuevo_1
87.0,Respirador,17.0,12.846716649294118,96.8021341256449,13.0,B
88.0,Bomba de Infusión,10.0,13.315424195968138,98.2056471687738,9.0,A
89.0,Monitor,17.0,8.23334295733078,95.56891391429392,11.0,A
90.0,Nuevo_1,8.0,3.8271643085764895,97.7160129169832,23.0,A
91.0,Electrocardiógrafo,13.0,2.31215413290298,96.99500531595504,8.0,Nuevo_4
92.0,Bomba de Infusión,17.0,14.923964003491305,99.63286106122622,16.0,A
93.0,,11.0,17.480823197224932,97.8969787633666,4.0,C
94.0,Monitor,8.0,19.380705471532558,98.7376692561156,6.0,Nuevo_3
95.0,Electrocardiógrafo,10.0,2.8754347977227552,98.5688625151129,17.0,A
96.0,Nuevo_1,18.0,23.04194600320728,98.7955073754111,20.0,B
97.0,Monitor,7.0,3.745379727979616,98.8905552860628,18.0,C
98.0,Nuevo_2,5.0,17.38466755838916,98.24588389118252,14.0,C
99.0,Nuevo_1,5.0,3.5482782634796743,96.13220533278988,19.0,Nuevo_1
100.0,Nuevo_3,19.0,15.93066356758636,98.51856138758066,18.0,C
101.0,Respirador,10.0,14.953912474567153,97.79059356102826,,D
102.0,Electrocardiógrafo,5.0,4.298188433288118,96.49118091842686,9.0,Nuevo_5
103.0,Respirador,13.0,3.720355029514845,95.04424359946502,20.0,D
104.0,Respirador,17.0,12.1895821650046,95.53905505568474,8.0,D
105.0,Electrocardiógrafo,14.0,15.829393557845366,98.5305916145501,19.0,C
106.0,Electrocardiógrafo,18.0,17.43305041774293,95.5393579336106,7.0,D
107.0,Respirador,6.0,16.768358442065814,95.40727407989527,,A
108.0,Respirador,10.0,18.73050884332833,99.02987610263746,7.0,B
109.0,Bomba de Infusión,5.0,7.3528956133188785,98.58416736499412,16.0,A
110.0,Respirador,19.0,22.455788960098847,97.79403989973028,4.0,D
111.0,Monitor,13.0,2.030182406703501,95.98640588229,17.0,C
112.0,Respirador,14.0,5.477419881728422,96.39644469170923,13.0,D
113.0,Bomba de Infusión,15.0,12.611509620555156,98.19488801840814,5.0,D
114.0,Respirador,9.0,9.381084727494652,95.03243829950448,16.0,C
115.0,Nuevo_4,13.0,5.336148510131773,97.41004295080324,23.0,C
116.0,Electrocardiógrafo,8.0,3.359624555173072,97.9682480790878,15.0,Nuevo_2
,Electrocardiógrafo,7.0,6.386582275830447,97.4499158542837,19.0,B
118.0,Electrocardiógrafo,18.0,17.26361862448095,99.002026342967,19.0,C
,Monitor,8.0,3.750515362930612,97.82247953230284,21.0,D
,,9.0,22.737875661554657,96.02577935521748,15.0,D
121.0,Nuevo_3,14.0,7.655716557784462,96.0221248928774,4.0,B
122.0,Respirador,13.0,8.940257559680049,95.05507127395585,21.0,B
123.0,Respirador,16.0,11.84424394727923,99.383848754262,,B
124.0,Electrocardiógrafo,11.0,9.020678954989478,99.1777234400242,20.0,Nuevo_3
,Monitor,10.0,7.697590437186296,97.25960915629172,19.0,C
126.0,Monitor,16.0,11.13704082875479,95.46762680174662,11.0,D
127.0,Electrocardiógrafo,16.0,16.830496906030994,96.0552455338482,6.0,C
128.0,,14.0,7.630847859761634,97.731106909183,,D
129.0,Nuevo_1,18.0,18.61255840846524,96.04547464704146,,A
130.0,Respirador,11.0,22.371541225782487,96.2904036405106,17.0,C
131.0,Electrocardiógrafo,18.0,4.975410176453968,97.5018024963886,20.0,Nuevo_3
,Respirador,11.0,21.597733581116174,96.55947804734517,10.0,B
133.0,Monitor,7.0,2.2581602562451746,99.08749360605034,9.0,D
134.0,Respirador,10.0,10.893360652357616,97.11341589288232,7.0,A
135.0,Bomba de Infusión,6.0,14.957865435451266,99.015414005144,13.0,Nuevo_3
,Electrocardiógrafo,19.0,6.859469271796875,96.46990988758095,23.0,Nuevo_5
137.0,Nuevo_4,12.0,16.015983132003612,99.40026973457968,22.0,C
138.0,,12.0,17.40205603363099,96.25929418280158,18.0,C
139.0,Nuevo_1,10.0,3.503397457305603,98.64203812681782,16.0,D
140.0,Bomba de Infusión,19.0,22.285376412788043,98.92234906896913,15.0,B
141.0,Respirador,7.0,23.221413303051254,98.2259293828304,8.0,C
142.0,,13.0,18.34548373838872,96.56969021490428,13.0,D
,Nuevo_5,13.0,7.379541966287963,97.88967692139184,11.0,A
144.0,Monitor,9.0,17.51047356690712,99.00051036137914,20.0,B
145.0,Monitor,16.0,21.0497177488684,95.52153160768005,12.0,Nuevo_3
146.0,Electrocardiógrafo,13.0,7.927404672840321,97.82418637590416,11.0,A
147.0,Monitor,12.0,3.744706813784367,99.63385624218004,7.0,A
148.0,Nuevo_5,19.0,3.453245727504585,98.33079201044816,15.0,Nuevo_4
149.0,Nuevo_3,18.0,7.413597285497309,99.42112604986356,3.0,Nuevo_3
150.0,Electrocardiógrafo,19.0,12.096794394999783,97.29682288996318,21.0,D
151.0,Electrocardiógrafo,12.0,4.064671830689873,98.06592366189842,9.0,D
152.0,Respirador,6.0,2.100773054970888,99.42681313354048,4.0,C
153.0,Respirador,8.0,4.061108498459657,95.8033275860386,10.0,B
,Electrocardiógrafo,15.0,2.474028829182671,96.12439242091776,16.0,B
155.0,Electrocardiógrafo,16.0,5.881060887129715,97.43222031815851,14.0,D
156.0,Respirador,14.0,23.81172683564533,99.0172626010439,3.0,A
157.0,Bomba de Infusión,8.0,22.14227468973373,96.19581183837376,11.0,D
158.0,Monitor,8.0,20.83058964544721,98.36804355405856,3.0,Nuevo_3
159.0,Nuevo_4,13.0,8.692756062339681,95.70855867005056,9.0,B
160.0,Nuevo_2,10.0,6.18311023614868,99.30077339564764,11.0,D
161.0,Bomba de Infusión,8.0,5.119792011783203,98.9540942125989,7.0,C
162.0,Monitor,6.0,3.937617090275012,98.1276813083105,12.0,Nuevo_1
163.0,Bomba de Infusión,5.0,18.47382439729698,95.06654447410246,11.0,D
164.0,Monitor,19.0,12.571613416693012,95.53952287535726,21.0,A
165.0,Bomba de Infusión,19.0,16.277802638308955,95.40354442120974,21.0,Nuevo_5
166.0,Nuevo_5,12.0,5.689100086889606,97.77581003696034,14.0,Nuevo_2
167.0,Monitor,9.0,18.031593319171492,98.09276625865732,3.0,D
168.0,Electrocardiógrafo,11.0,13.629276359490214,96.55200523572752,,A
169.0,Bomba de Infusión,17.0,2.217243941155337,98.25006112519016,14.0,Nuevo_3
170.0,Nuevo_5,5.0,13.250406715567616,96.58315164410604,14.0,C
171.0,Bomba de Infusión,5.0,13.840367514692549,96.48205656633276,4.0,C
172.0,Respirador,10.0,20.14728822170963,99.1179372948218,10.0,D
173.0,Bomba de Infusión,19.0,6.10796484930998,96.56448072850748,19.0,B
174.0,Nuevo_2,6.0,23.711687949116648,96.9970648958076,8.0,D
175.0,Bomba de Infusión,12.0,9.227937071911,98.91735821032267,10.0,A
176.0,Bomba de Infusión,8.0,9.766044751617091,99.3042310754902,7.0,C
177.0,Electrocardiógrafo,19.0,22.873252267794925,95.39770589521603,11.0,C
178.0,Monitor,15.0,10.350388560092668,96.9671069551437,14.0,D
179.0,Electrocardiógrafo,19.0,8.273263221828186,95.76713782651744,22.0,C
180.0,Bomba de Infusión,12.0,4.114531318038631,96.71025803178762,6.0,C
181.0,Respirador,9.0,3.702679128582518,96.1798582074398,23.0,A
,Respirador,6.0,11.305174603900722,96.2106553970161,20.0,C
183.0,Nuevo_3,5.0,20.62936344591526,99.49085653142528,19.0,B
184.0,Monitor,16.0,13.357819463203937,97.60475113189244,19.0,D
185.0,Electrocardiógrafo,10.0,3.651084896107162,98.64713529953885,,C
186.0,Bomba de Infusión,11.0,18.594253367069832,98.90647799886838,3.0,C
187.0,Respirador,11.0,20.15335141096757,95.324566645851,11.0,D
188.0,Monitor,12.0,8.213260223996542,98.7575337000385,11.0,B
189.0,Electrocardiógrafo,19.0,16.41161626216813,98.03727102133551,162.64086399759685,A
190.0,Electrocardiógrafo,9.0,15.166274943726537,95.82403744728714,22.0,B
191.0,Bomba de Infusión,12.0,11.003084837350071,95.8129987584236,12.0,Nuevo_3
192.0,Monitor,9.0,17.05239608426729,97.3028793318184,11.0,B
193.0,Respirador,19.0,15.51608807890462,96.43813226395535,5.0,B
194.0,Bomba de Infusión,23.287047364810967,6.261729579737247,95.33049624059709,20.0,C
195.0,Monitor,9.0,12.949624180699235,99.50214768142752,18.0,A
196.0,Monitor,6.0,13.37748349159786,98.12910436064234,19.0,C
197.0,Bomba de Infusión,12.0,12.04302567968448,99.16341658990122,23.0,A
198.0,Bomba de Infusión,12.0,18.89994927218368,96.40624230275724,9.0,A
199.0,Electrocardiógrafo,10.0,23.41862927129049,95.3766078246084,5.0,B
200.0,Electrocardiógrafo,16.0,23.545260740162423,98.52227801000372,11.0,Nuevo_4
,Respirador,8.0,10.828849995482576,98.20342607862014,18.0,D
202.0,Electrocardiógrafo,16.0,13.823119124952033,95.05970919787336,16.0,A
203.0,Electrocardiógrafo,12.0,21.333653101582648,98.38113987803422,18.0,Nuevo_2
204.0,Electrocardiógrafo,7.0,21.59103169395194,97.6037108344461,,Nuevo_4
205.0,Bomba de Infusión,19.0,12.09065284022554,95.48457050834013,17.0,A
,Electrocardiógrafo,8.0,2.463520492936674,96.56902238761664,21.0,B
207.0,Respirador,14.0,15.826936299459913,99.12975906271286,8.0,C
208.0,Electrocardiógrafo,16.0,12.934891224019442,96.99501171447083,22.0,D
209.0,Monitor,12.0,2.063192871500414,95.20942680681172,8.0,Nuevo_3
210.0,Electrocardiógrafo,17.0,23.12838206125708,97.4678067241052,20.0,D
211.0,Respirador,17.0,11.724714234776126,98.33266510978248,,A
212.0,Bomba de Infusión,17.0,20.586779924309813,96.56484131792595,13.0,B
213.0,Bomba de Infusión,15.0,14.585255212417426,97.445790192863,21.0,Nuevo_5
214.0,Bomba de Infusión,8.0,21.89074572245389,95.63501351234665,7.0,B
215.0,Monitor,13.0,20.739122602123764,97.800244184536,16.0,D
216.0,Monitor,14.0,15.214107870586949,95.09021164933702,19.0,A
217.0,Bomba de Infusión,18.0,20.05414688401977,97.76741612378376,17.0,Nuevo_4
218.0,Respirador,7.0,15.801543007435974,95.35140704494086,22.0,D
,Nuevo_1,10.0,15.44805639858847,98.28630252009488,6.0,B
220.0,Electrocardiógrafo,7.0,11.268632930513922,99.02856047707968,13.0,Nuevo_4
221.0,Electrocardiógrafo,12.0,20.07373621814628,97.05121658027316,6.0,A
222.0,Respirador,18.0,8.486803521745127,98.82312183842105,15.0,D
223.0,Electrocardiógrafo,19.0,9.792717415809207,98.45913854309818,23.0,B
,,13.0,18.19779405850394,96.84328785705272,4.0,D
225.0,Respirador,9.0,14.98661533359086,96.7043459493988,7.0,Nuevo_5
226.0,Electrocardiógrafo,6.0,2.505403354652877,95.65237499392332,3.0,Nuevo_2
227.0,Respirador,14.0,8.315808683414671,99.14408504690432,16.0,B
228.0,Electrocardiógrafo,16.0,4.386298080651745,96.66232738875352,19.0,C
229.0,Respirador,14.0,20.976858856304613,96.8280479492026,17.0,D
230.0,Bomba de Infusión,5.0,16.54724884936977,97.90727101246428,11.0,A
231.0,Respirador,14.0,15.1330818016483,98.88782539306165,22.0,B
232.0,Electrocardiógrafo,8.0,22.558534711899835,95.09791921576029,21.0,Nuevo_3
233.0,Nuevo_3,11.0,14.985378677483126,96.44847447687636,9.0,D
234.0,Bomba de Infusión,12.0,11.79009212097546,98.8678358945245,153.60526044217482,Nuevo_3
235.0,Monitor,17.0,14.054112176669372,98.60517805980017,8.0,A
236.0,Respirador,10.0,12.33604195383216,97.86136556832528,15.0,C
237.0,Bomba de Infusión,5.0,10.569523108243896,96.0556019530114,6.0,B
,,14.0,3.63507126889366,99.12116554106922,5.0,B
239.0,Bomba de Infusión,7.0,8.257224950791734,98.47163877854068,20.0,D
240.0,Respirador,13.0,22.5932446280813,95.04420892599396,15.0,A
241.0,Nuevo_1,5.0,19.925697874849,99.08267313158042,10.0,A
242.0,Respirador,11.0,13.211838296726867,98.73167948952052,22.0,A
243.0,Nuevo_3,16.0,10.145637387248822,97.556883105018,,Nuevo_1
,Electrocardiógrafo,9.0,16.84788667149379,99.28599930310266,10.0,A
245.0,Monitor,7.0,3.9573993820284974,99.23283896580318,23.0,B
246.0,Respirador,16.0,8.488061933742499,95.1187629442696,13.0,D
247.0,Bomba de Infusión,11.0,9.175766038966088,98.6649846562763,8.0,A
248.0,Bomba de Infusión,12.0,6.752287999024438,98.73057199099348,15.0,C
249.0,Nuevo_1,17.0,15.129989805857996,96.4965490230123,4.0,A
250.0,Nuevo_2,15.0,9.385346153674956,99.2050647725124,3.0,Nuevo_4
251.0,Nuevo_5,8.0,23.612243830475563,95.56606382073726,17.0,B
252.0,Monitor,16.0,12.858599029593313,95.67688185580428,3.0,A
253.0,Respirador,17.0,21.14606376505765,96.06938378540742,10.0,D
254.0,Electrocardiógrafo,14.0,19.330455672042493,99.091455294752,12.0,C
,Respirador,17.0,15.750627206564364,98.75030486789318,10.0,A
256.0,Monitor,8.0,12.244924397155955,97.96790790213264,7.0,A
257.0,Electrocardiógrafo,7.0,5.77080086340467,98.58771472166876,21.0,Nuevo_4
258.0,Monitor,8.0,19.08632439023356,99.71711744876184,18.0,Nuevo_4
259.0,Electrocardiógrafo,9.0,8.741872018537258,96.5851749540513,18.0,A
260.0,Monitor,12.0,17.955335182793974,98.18966442238155,23.0,D
261.0,Nuevo_5,12.0,2.616559424317183,99.8300277154692,11.0,Nuevo_1
262.0,,6.0,5.929571975552684,99.16076881568333,,B
263.0,Respirador,16.0,2.581118255726356,96.76425821072462,3.0,A
264.0,Bomba de Infusión,12.0,21.734691624973127,97.0711815872933,11.0,C
265.0,Monitor,13.0,8.545336337751948,96.26008041944044,6.0,D
266.0,Monitor,18.0,19.787993025903454,96.06523267111936,7.0,Nuevo_5
267.0,Bomba de Infusión,14.0,10.588568818726356,97.09636763349268,8.0,C
268.0,Bomba de Infusión,16.0,7.923692716341355,95.78527612731708,14.0,D
269.0,Respirador,17.0,10.766749287225746,96.81719413550267,23.0,D
270.0,Nuevo_4,16.0,3.07632050574731,95.5749393361664,9.0,D
271.0,Respirador,14.0,20.423737263388524,96.5659196437297,13.0,C
272.0,Monitor,11.0,19.13591876982579,96.52160521335108,5.0,A
273.0,Nuevo_5,13.0,21.48073651989449,97.03162898097804,22.0,Nuevo_2
,,16.0,18.50231177693548,98.08635472428378,14.0,A
275.0,Respirador,8.0,5.934156894888674,98.08249654449956,13.0,D
,Nuevo_4,5.0,15.67475577475291,99.83205879557072,10.0,B
277.0,Bomba de Infusión,9.0,16.941382364631856,99.74734926169953,,Nuevo_3
278.0,Respirador,8.0,7.52370131141913,96.81577636921632,10.0,A
279.0,Bomba de Infusión,14.0,10.225674110410289,98.10849084321084,4.0,Nuevo_2
280.0,Bomba de Infusión,12.0,10.033142966412123,98.70941489494336,5.0,D
,Respirador,7.0,2.8984187188494497,98.73271773446494,4.0,C
,Bomba de Infusión,15.0,16.34492487232123,95.25056987889435,15.0,D
283.0,,12.0,12.688301943807163,97.81708954780792,3.0,D
284.0,Monitor,6.0,13.181422399733146,98.50221371756116,19.0,C
285.0,Bomba de Infusión,14.0,10.253017486404696,96.9003960014214,,B
286.0,Electrocardiógrafo,10.0,19.04580790395367,95.33157096315551,17.0,A
287.0,Bomba de Infusión,6.0,7.229922257162963,97.21395087978593,10.0,Nuevo_3
288.0,Electrocardiógrafo,11.0,15.692729562656044,97.99119871135584,15.0,D
289.0,Monitor,13.0,15.816107497287156,95.19567724716909,13.0,B
290.0,Electrocardiógrafo,17.0,16.320154073168975,95.24343973696833,14.0,A
291.0,Electrocardiógrafo,8.0,3.4107790652930694,98.20639106343708,7.0,A
292.0,Respirador,15.0,3.459604577334764,98.86831243329802,13.0,B
,Bomba de Infusión,18.0,17.938459098570082,95.86181110499012,18.0,B
294.0,Monitor,8.0,8.09346464275921,99.63148173690846,15.0,B
,Electrocardiógrafo,17.0,11.703436975209476,97.63869554740806,21.0,D
296.0,Bomba de Infusión,14.0,22.58794396394628,96.83935109214384,19.0,Nuevo_1
297.0,Bomba de Infusión,10.0,6.743463407513734,97.99076466251766,11.0,Nuevo_2
298.0,Bomba de Infusión,11.0,23.521846371274588,96.67910492410329,189.747674663863,Nuevo_2
299.0,Electrocardiógrafo,12.0,3.33844783102655,97.9550386950784,5.0,D
300.0,Electrocardiógrafo,11.0,10.871739263259304,96.92375574119863,13.0,C
301.0,Nuevo_5,9.0,18.690194353561672,99.20464917701034,4.0,D
302.0,Nuevo_5,7.0,13.98395775077252,95.05283109080392,3.0,C
303.0,Respirador,9.0,3.2464804726499987,99.4417057419549,19.0,C
304.0,Electrocardiógrafo,12.0,23.08207557973501,99.8917455524997,21.0,D
305.0,Monitor,14.0,15.086674878528024,99.1917612605088,22.0,D
306.0,Respirador,12.0,16.612733052996866,98.17901396330964,22.0,C
307.0,Electrocardiógrafo,14.0,7.9173101018757714,96.92125784376636,19.0,C
308.0,Nuevo_5,18.0,17.299792469796515,98.20939800638288,5.0,B
309.0,Electrocardiógrafo,6.0,22.76184776794004,99.19016777120042,13.0,A
310.0,Electrocardiógrafo,10.0,21.125942506765533,98.67683100067548,9.0,Nuevo_4
311.0,Monitor,13.0,23.01608103721199,97.17184059880768,5.0,Nuevo_1
312.0,Monitor,18.0,16.053294206225857,96.4047594628763,13.0,A
313.0,Respirador,9.0,5.125524748595178,96.20719576303009,19.0,C
314.0,Bomba de Infusión,18.0,3.5450203658308226,97.86834759640584,10.0,C
315.0,Respirador,19.0,23.531730398641336,97.51570751642149,11.0,A
,Monitor,6.0,15.530250120474353,95.250150753058,7.0,Nuevo_4
,Nuevo_4,11.0,11.004768770490193,96.4321342672213,19.0,B
318.0,Respirador,13.0,8.673130458173853,99.2599043371942,12.0,B
319.0,Bomba de Infusión,12.0,22.0855740751468,95.70571691993148,6.0,D
320.0,Nuevo_2,15.0,22.779115048674328,98.35973568397829,3.0,Nuevo_5
321.0,Bomba de Infusión,11.0,22.106069072034643,95.97751812199996,21.0,C
322.0,Bomba de Infusión,6.0,13.026362187928529,96.45180197856529,20.0,A
323.0,Electrocardiógrafo,9.0,20.708512822167936,99.6197475901124,19.0,A
324.0,Respirador,15.0,9.03665654524725,99.43089073398852,3.0,B
325.0,,6.0,14.327423328196955,95.42843666305652,15.0,Nuevo_5
326.0,Respirador,10.0,4.620119771478091,95.92872821821088,9.0,Nuevo_4
327.0,,19.0,3.122052922941837,96.0840320804424,,A
328.0,Respirador,17.0,11.459727836789536,97.49361624596284,15.0,D
329.0,Nuevo_3,14.0,22.2957035328824,95.45361441346476,,Nuevo_2
330.0,,8.0,8.73237582807269,98.09437363811924,21.0,C
,Bomba de Infusión,5.0,12.104835592274313,96.62886553522124,17.0,C
332.0,Respirador,12.0,22.919698712837448,96.67405638926157,9.0,Nuevo_3
333.0,Monitor,11.0,4.272785301448548,98.49071486880798,17.0,C
334.0,,14.0,23.724932472762124,97.27132057078784,3.0,A
335.0,Electrocardiógrafo,13.0,18.895737474934613,96.1951887558039,17.0,C
,Monitor,12.0,19.483384219396044,95.49651474797176,15.0,B
337.0,,5.0,2.737752244769098,95.00138874941426,18.0,Nuevo_4
338.0,Electrocardiógrafo,13.0,16.436954138979416,98.8495556921533,14.0,A
339.0,Bomba de Infusión,19.0,23.113783699825657,99.23322700487176,11.0,B
340.0,Respirador,5.0,9.706766405688196,98.27413146018078,16.0,Nuevo_1
341.0,Bomba de Infusión,10.0,9.713911464412776,97.42750820118135,6.0,D
342.0,Respirador,11.0,15.163372375009963,97.39500589869373,,B
343.0,Monitor,5.0,9.539719926970102,98.21706898251168,13.0,D
344.0,,9.0,14.150010993317236,97.95229380310064,8.0,C
345.0,Monitor,12.0,11.722580337209925,97.7287319802374,6.0,B
346.0,Monitor,11.0,16.150300037344714,95.88841590385329,22.0,A
347.0,Electrocardiógrafo,7.0,22.115136211508148,95.87300914100476,10.0,C
348.0,Electrocardiógrafo,15.0,7.5585417034449565,96.94051396730426,3.0,C
349.0,Nuevo_1,14.0,14.42088386555307,97.51140271803366,16.0,C
350.0,Respirador,8.0,4.346257150008416,97.69064519914464,17.0,D
351.0,Monitor,18.0,19.130319425965443,96.10731507306836,13.0,C
352.0,Monitor,16.0,12.979235565649391,96.63291641923148,3.0,Nuevo_5
353.0,Electrocardiógrafo,8.0,18.75294658210916,96.50669656989204,12.0,B
354.0,Respirador,15.0,14.341188620629245,99.42768935043875,5.0,B
355.0,Respirador,7.0,8.894468919332365,95.21618382140863,,A
356.0,Bomba de Infusión,9.0,19.407998591921427,96.536120337458,15.0,C
357.0,Respirador,10.0,16.790163065682055,98.60661839499264,18.0,Nuevo_1
358.0,Electrocardiógrafo,14.0,6.366998370825206,96.65326575506766,21.0,B
359.0,Respirador,13.0,7.826955306697967,98.32143192863036,23.0,A
,Electrocardiógrafo,14.0,10.946511374458677,95.45097739173188,14.0,A
361.0,Nuevo_5,8.0,10.351368040383472,99.79538491452882,8.0,Nuevo_3
