ID_Unidad,Tiempo_Ensamblaje_min,Cantidad_Piezas,Torque_Tornillos_Nm,Presión_Neumáticos_PSI,Inspección_Visual,Prueba_Funcional
63.0,102.55689410502347,91.0,43.20498268770211,30.1770103645607,Nuevo_5,No
64.0,109.18767897022316,330.86157563934233,48.13311714672495,32.99163190783107,Nuevo_4,Nuevo_1
65.0,107.68411537022912,56.0,57.136067936322135,29.384385679446037,Rechazado,Nuevo_5
66.0,130.40949512957414,96.0,54.54839897629361,33.405133963036384,Aprobado,
67.0,108.77026748449222,67.0,44.18731607750858,30.734907041817557,Nuevo_1,No
68.0,96.42108622424242,53.0,53.36415913477566,30.047220987453485,Aprobado,No
69.0,141.85742317299216,87.0,42.81038804975624,31.804871057967134,Rechazado,
70.0,118.15700369201744,84.0,51.16679569401906,,Aprobado,
71.0,140.83053153124723,81.0,51.572462154104784,35.328416917442645,Aprobado,Nuevo_3
72.0,121.50497321766797,94.0,44.73879580476733,,Rechazado,Nuevo_2
73.0,103.7785697269452,77.0,49.05238560243872,31.11762613922249,Aprobado,Sí
,90.1099683499991,76.0,50.49636421790579,33.05034588691424,Aprobado,No
75.0,143.98690441074913,50.0,44.63441541519576,34.21259014746971,Aprobado,
76.0,123.39425619828138,70.0,46.574861900503066,,Rechazado,Nuevo_2
77.0,145.2967735780755,82.0,52.95399654306303,32.4811216132732,Rechazado,Nuevo_1
78.0,113.0501850345865,75.0,48.25379368694905,30.339233179067072,Rechazado,
79.0,102.98185702748724,67.0,50.332987032262686,32.29713362841055,Rechazado,No
80.0,107.917185203378,82.0,48.4522714610433,32.73031243025646,Nuevo_2,Nuevo_1
81.0,124.20853828457749,88.0,50.88716276252513,32.30029601066965,Rechazado,Nuevo_5
82.0,119.91131657868851,69.0,46.48139446459071,31.86108424598421,Rechazado,Sí
83.0,120.11742571180932,99.0,47.437053455761856,32.39578459191653,Nuevo_5,No
84.0,116.94177982236944,64.0,48.89684985893134,30.984844603561307,Aprobado,Sí
85.0,126.28178396711856,68.0,56.52375279284159,33.42897652378513,Nuevo_4,Sí
,117.42077917418018,89.0,43.96045454449302,32.72550117920756,Rechazado,No
87.0,132.5068085218194,63.0,53.33068376966884,34.33227020802848,Nuevo_2,Nuevo_5
88.0,117.2566697535452,75.0,41.25614247268727,33.434640927396735,Rechazado,No
89.0,125.83389539323328,86.0,41.84146244769396,32.51602441369138,Rechazado,Sí
90.0,134.63576831786628,84.0,44.62382162751896,33.302900456379696,Nuevo_5,Nuevo_4
91.0,125.60739847914176,57.0,55.0597281826812,36.36219159248441,Aprobado,Sí
92.0,114.2086684283685,71.0,48.74007977083138,30.75265963084783,Rechazado,No
93.0,120.1467790185025,88.0,54.71078769908334,31.052941111653357,Aprobado,
94.0,125.7930687150082,72.0,50.21503703513127,32.664885840865175,Rechazado,Sí
95.0,110.24319631380378,86.0,46.28321478300147,31.80654671460239,Nuevo_1,Sí
96.0,114.08631762253806,64.0,47.09201983176102,33.633429829663385,Rechazado,Sí
97.0,121.96700191358256,69.0,41.8597761347368,33.95579523132686,Rechazado,No
98.0,114.94907699336132,63.0,49.14672311197234,29.09852246179435,Rechazado,Sí
99.0,167.6631490216302,57.0,50.88549068846757,,Nuevo_5,Nuevo_4
100.0,107.94861532283292,92.0,58.149442541369794,34.4471908575006,Nuevo_1,Nuevo_5
101.0,107.29304543824531,72.0,49.562505282268575,29.702069066222805,Nuevo_4,No
102.0,112.28886754403636,73.0,40.114164622987175,31.123542122250896,Nuevo_1,Sí
,140.58660903748265,50.0,56.992012975849775,34.825106344955486,Rechazado,Sí
104.0,129.8438215422783,69.0,52.09797393578648,27.174759893387893,Rechazado,Nuevo_5
,122.0419018527824,75.0,59.60752811371693,32.710432967247776,Rechazado,Nuevo_5
106.0,120.99061808242912,96.0,56.58819662710417,33.919342301493444,Aprobado,No
107.0,118.81682290170642,51.0,53.70813556643715,31.994551214416887,Rechazado,Sí
108.0,105.15161719815508,52.0,41.41519952934284,32.47112458732378,Aprobado,Sí
109.0,118.1858540883852,69.0,46.0283941398582,29.568300127473076,Aprobado,No
110.0,128.732225505394,93.0,47.74139385965173,32.05692313146491,Rechazado,No
111.0,114.19459716096146,59.0,50.85109328788663,33.70767977786683,Nuevo_2,No
112.0,109.95664530522966,78.0,44.764295026085136,33.1571669774244,Nuevo_2,Nuevo_4
113.0,119.15300158547184,72.0,46.114045005515855,33.17976903503882,Nuevo_5,Sí
114.0,100.20180196257344,90.0,45.788420456574414,33.3660846021532,Aprobado,Nuevo_4
115.0,74.04604029292517,79.0,47.79544053865624,32.64275546973462,Nuevo_2,Sí
116.0,114.32212999988305,53.0,50.07275995976554,29.241269683732234,Nuevo_4,Sí
117.0,127.52202361991884,73.0,44.98659849715661,30.076364489032706,Aprobado,Nuevo_5
118.0,74.13104826250088,95.0,51.34697311361359,31.768394300541654,Aprobado,No
,113.33495071496162,68.0,49.512830329931575,34.93325990615532,Rechazado,Sí
120.0,149.24894880705483,54.0,52.65697661224716,33.53351126303256,Aprobado,Sí
121.0,102.11913173887312,372.97123072071315,53.27690929833683,36.2027213479396,Rechazado,Sí
122.0,102.00945789988624,63.0,50.19986944012184,34.932479246458605,Rechazado,No
123.0,147.6990150832926,96.0,44.73838091945788,30.64034515224673,Aprobado,Sí
,99.32262725375176,53.0,43.74691876549268,30.19398706462032,Aprobado,Sí
125.0,115.4730739187092,53.0,53.60509449243484,30.19416654917097,Nuevo_2,No
126.0,120.30951333342882,52.0,49.712784568792586,27.059200588786688,Aprobado,No
127.0,119.28337038318593,87.0,52.14891236887388,34.444696930845375,Aprobado,No
128.0,123.07761653480772,312.8145806044691,42.05414195844418,34.15933538495723,Rechazado,No
129.0,127.06410427104156,88.0,44.27527253188711,32.29822007187857,Nuevo_3,Nuevo_5
,112.96696357849414,91.0,57.652055286890615,31.29618803445216,Nuevo_3,Sí
131.0,125.13641855836462,74.0,58.64198452756585,36.087368632176606,Aprobado,
132.0,129.73436085659077,94.0,56.35344806586881,33.02604782432044,Nuevo_2,Sí
133.0,111.57045932153942,56.0,47.97383260311925,34.22502747076292,Nuevo_1,Nuevo_1
134.0,140.25120783748957,89.0,45.91080353270936,28.30142499507212,Nuevo_3,No
135.0,131.09419542233042,95.0,46.99936077003096,31.47086563707232,Rechazado,Sí
136.0,92.429799349065,74.0,37.54139476396815,29.18211062552456,Nuevo_1,Nuevo_1
,127.18242862924184,77.0,51.171711480741,28.68526713136513,Nuevo_4,
138.0,103.51942637476166,93.0,57.15977318498081,34.58199654452594,Rechazado,Sí
1128.4409083664614,111.44878143491232,97.0,46.20069777033443,31.41964445223335,Aprobado,Nuevo_4
140.0,96.8679994312456,54.0,48.95321166163811,32.062818664284684,Rechazado,No
141.0,143.26318802735315,87.0,45.79885315833837,30.290110815001768,Rechazado,No
,122.89377478580978,94.0,49.88976494852612,29.92342207410151,Nuevo_3,No
143.0,137.63758699703104,88.0,41.721585081128616,34.5708863703653,Rechazado,Sí
144.0,100.2438796509338,54.0,52.14404253611412,31.301039388443144,Aprobado,No
145.0,118.30405929443968,82.0,57.575087700068536,33.95830214729568,Nuevo_4,Sí
146.0,127.171089933193,83.0,41.8610441403792,32.70743554820647,Aprobado,Nuevo_2
147.0,117.9224720327205,67.0,46.76910083200106,29.63833815635097,Rechazado,Nuevo_4
148.0,121.6619349547545,86.0,46.5951929975544,30.616834416427512,Aprobado,No
,101.09269952961158,64.0,52.63343402799292,32.45217518202932,Aprobado,Sí
150.0,115.54398618633178,95.0,50.92779577542618,33.90830706389628,Rechazado,No
151.0,119.11064648534564,87.0,42.35504567943212,36.59511567896017,Aprobado,Sí
152.0,116.45392324952527,99.0,58.49994848906893,35.399820037390555,Aprobado,No
153.0,109.873545854059,69.0,52.40712169668258,,Rechazado,No
154.0,122.33696757724157,83.0,51.81985912218596,32.64345529878366,Aprobado,No
155.0,153.46093822478065,98.0,42.67730998320531,32.7628908230454,Aprobado,Nuevo_5
,104.63432062353876,96.0,45.22861923048425,30.20260576956097,Nuevo_1,No
157.0,100.5619886651957,78.0,52.43929519961296,,Nuevo_3,Sí
158.0,141.22502545055906,66.0,53.21849667922976,34.6030261738019,Aprobado,
159.0,116.2786904818548,53.0,48.36663385668347,35.1723327081313,Rechazado,No
160.0,132.42811764949164,76.0,48.4833361291141,34.81015577158714,Nuevo_3,Sí
,119.3790327788493,72.0,41.218187609622326,31.481685825275733,Rechazado,Sí
162.0,89.79005049518499,58.0,53.603550702976335,33.438212180859914,Nuevo_3,Sí
163.0,130.15407199460165,91.0,56.80627439590752,30.405912473164918,Rechazado,
164.0,104.37115172758882,68.0,51.83701365715228,30.80906675299989,Rechazado,Nuevo_4
165.0,129.09784261014408,58.0,45.6480717895201,31.94757050853254,Aprobado,No
166.0,108.58708503362514,95.0,49.35372252881709,35.20098805024552,Aprobado,No
,109.54345378639638,90.0,50.70739993729347,33.3925075957324,Aprobado,Nuevo_1
168.0,111.00134837225993,84.0,52.81678796820068,33.85090032307148,Aprobado,Nuevo_1
169.0,135.1142082849098,53.0,50.21798221869005,34.015617909718515,Aprobado,Sí
170.0,138.33345048038376,98.0,40.24578664062198,31.948025063226947,Nuevo_5,No
171.0,145.75908348983145,72.0,48.03071950536265,35.39389868054822,Rechazado,Nuevo_5
172.0,109.8800072513338,50.0,43.002339398469815,30.1744326162801,Aprobado,Sí
173.0,123.6724392105856,99.0,53.47076707958352,32.333186300247704,Aprobado,Sí
174.0,110.48747866843186,99.0,51.76074594952336,32.026170017629724,Rechazado,Nuevo_1
175.0,102.402922848505,96.0,46.54322763332063,33.3180660591624,Nuevo_3,Sí
176.0,128.05399109735302,98.0,44.56183642716042,35.59082315616681,Aprobado,Nuevo_5
177.0,125.79424816805988,75.0,50.004239936364144,32.88735026429909,Aprobado,Nuevo_3
178.0,108.5960341467705,82.0,50.82394050450407,30.437107556063616,Rechazado,Nuevo_5
179.0,117.56773116417928,98.0,55.43983528904285,32.96774145715223,Rechazado,No
,122.3770274636455,65.0,47.8952293693069,31.055689641599862,Nuevo_5,
181.0,120.85882174216592,61.0,50.28488348500149,33.51986662711472,Aprobado,Sí
182.0,131.47247950354807,70.0,47.95089192452906,35.04863053352452,Nuevo_2,Sí
183.0,111.63270924232498,60.0,46.9500281053094,33.00538746509742,Aprobado,Sí
184.0,116.52523168378248,70.0,57.07711782971827,34.92935678477956,Aprobado,Nuevo_5
185.0,149.6772279854985,80.0,47.50661807103268,32.51934670529387,Nuevo_2,Nuevo_5
186.0,116.0484002921119,80.0,55.33726965259134,28.84158756665653,Aprobado,Sí
187.0,100.796672575833,93.0,41.94040052608998,,Aprobado,No
188.0,109.65383112225372,52.0,53.25114274491292,31.552321580173228,Aprobado,Nuevo_2
189.0,111.2605456389836,90.0,49.52338625981213,32.233992767251124,Nuevo_4,Sí
190.0,115.9785643862952,80.0,59.2383243598422,32.32341064286791,Nuevo_5,No
191.0,99.97826565722428,62.0,54.77040605518038,31.13649312573484,Nuevo_2,Nuevo_3
192.0,142.24108804830323,90.0,47.28429186946568,32.44534956165824,Nuevo_1,No
193.0,135.8329661221417,62.0,49.22690853579265,33.01285203530658,Rechazado,No
194.0,134.96618574680963,53.0,43.14124720584498,37.2289235198744,Nuevo_1,Nuevo_1
195.0,131.87702012883676,61.0,49.82668689875865,33.668023227605104,Nuevo_5,Sí
196.0,119.07070069492796,57.0,44.39281164722348,30.81591131761963,Aprobado,Sí
197.0,144.4568891623123,80.0,42.900594366279904,32.126346651948495,Aprobado,Sí
198.0,108.50564168563884,58.0,48.88902789836145,32.38998744416425,Nuevo_2,Sí
199.0,130.82116936022314,58.0,44.64918000963409,,Nuevo_2,Sí
200.0,124.75501977911787,96.0,46.4800639434934,,Nuevo_5,Sí
201.0,102.71394224972484,62.0,49.60090192340775,35.068532420764434,Aprobado,Sí
202.0,109.9627559773934,74.0,52.47326610885915,33.84966188017565,Nuevo_5,Nuevo_2
203.0,123.63931336552162,80.0,54.38447588769496,33.20084020955747,Nuevo_2,Nuevo_1
204.0,135.08406518376918,72.0,60.10013793139869,33.894749656006205,Aprobado,
205.0,145.2450233680172,82.0,48.52272612171584,32.11223881872953,Rechazado,Sí
206.0,122.7158318353001,553.4411810694453,53.39598033355712,31.432407630766523,Nuevo_2,Sí
207.0,100.24796222860166,94.0,39.0886505194977,31.689044992609904,Aprobado,Nuevo_2
208.0,141.14584969073084,99.0,51.3707635513462,33.244246790482364,Rechazado,Sí
209.0,107.59043189385676,70.0,52.77102111152677,33.21320022291054,Nuevo_4,
210.0,117.44078323718132,72.0,56.14426793999313,33.68752178763693,Rechazado,Sí
211.0,128.42450022139616,56.0,50.45027739323951,34.15639977066772,Aprobado,No
212.0,127.26958376427427,51.0,43.90922340580684,31.08052472076008,Aprobado,Sí
,111.72701767573734,52.0,50.357770590891086,29.808076586748623,Aprobado,Sí
,122.94183962849532,72.0,39.9476953875318,31.573368774173343,Nuevo_4,Nuevo_5
215.0,117.74935121607469,50.0,52.80118301661423,32.803949193266014,Rechazado,Sí
216.0,148.0354659302925,93.0,51.61556837014831,34.26255166013866,Nuevo_3,Sí
217.0,140.9847377500153,93.0,45.037791716014894,30.79565491385705,Nuevo_3,Sí
218.0,105.52149478667684,52.0,41.75712591972764,30.442279537643586,Rechazado,No
219.0,98.5154326192857,86.0,53.36201652323402,33.1076717580519,Aprobado,Nuevo_2
220.0,127.72270064174369,76.0,51.02370277945376,31.741678895518596,Rechazado,Sí
221.0,135.66142294507026,69.0,61.20071628223043,29.230704462990328,Aprobado,No
222.0,113.01881352184084,63.0,47.47125141337128,,Aprobado,Sí
223.0,125.26368771490402,98.0,57.19644823893758,30.428566742354537,Aprobado,Nuevo_5
224.0,125.39860965125258,67.0,47.01334843930846,31.439980075604858,Nuevo_3,Sí
225.0,93.98252973551872,55.0,45.33084803480155,33.68195665702719,Rechazado,Sí
226.0,140.71645907860142,98.0,44.27994576890781,30.73550362124017,Aprobado,Nuevo_2
227.0,127.94520162670572,73.0,45.23573014928124,31.07922974278318,Rechazado,No
228.0,129.84670926578224,55.0,47.62728906535399,27.613101567543936,Nuevo_4,No
229.0,117.8339069310455,56.0,46.77714569329411,31.690689747300937,Aprobado,
230.0,83.21950321053035,82.0,54.4062858574015,30.4993778586638,Nuevo_4,Nuevo_4
231.0,130.1182051466238,92.0,51.55892219685816,,Aprobado,Nuevo_2
232.0,125.45553113511092,62.0,47.36656780291587,35.20789642207136,Aprobado,Nuevo_2
233.0,104.18515876625038,57.0,56.89433449720969,33.60915046083619,Aprobado,No
234.0,124.72094991880871,60.0,49.26155193055189,33.10320246072222,Aprobado,Nuevo_1
,119.0451478200812,50.0,51.96051099765477,34.25996113924907,Nuevo_3,No
236.0,105.22435846611012,60.0,57.53329337982767,30.49607167962786,Nuevo_3,Nuevo_2
237.0,115.9060701697497,58.0,44.91666668495248,32.963894794077405,Rechazado,Sí
238.0,129.53109357779215,74.0,51.031396214319074,32.6886560678571,Nuevo_2,No
239.0,118.11058166200108,50.0,51.72819514016759,30.72828646610672,Rechazado,Nuevo_1
,123.36894021344436,51.0,46.86978174495273,34.10587208082921,Rechazado,Sí
241.0,118.59948555135853,56.0,50.95871706634335,,Aprobado,Sí
242.0,140.29168375457542,69.0,52.62302706762917,32.71286410251783,Aprobado,
243.0,97.74576729635132,76.0,45.2656650917754,33.6833764127402,Aprobado,Nuevo_5
244.0,101.52542097588608,67.0,51.09597230538781,30.838610625872537,Aprobado,No
245.0,146.98134770069876,74.0,59.90863754577063,31.918646048750173,Nuevo_3,No
246.0,116.1553742952596,71.0,48.11594072070128,33.21226721765977,Rechazado,Nuevo_1
247.0,99.78898334023108,75.0,57.24592837560784,28.16321305073885,Nuevo_3,Nuevo_4
248.0,126.82909635295118,55.0,48.441855630092206,32.2403415476046,Rechazado,Nuevo_2
249.0,105.14734531802266,69.0,47.90123973547068,31.56801211124092,Nuevo_1,Nuevo_3
250.0,123.6534038669358,83.0,57.693160198603,32.47602412076887,Aprobado,Nuevo_4
251.0,103.08156745638148,72.0,49.40660899683363,32.87297986919008,Rechazado,Sí
252.0,161.7480260390543,51.0,51.71628330464083,33.27855816162825,Rechazado,Nuevo_4
253.0,122.42748955189784,59.0,47.74679187359075,31.00676966584825,Rechazado,Nuevo_3
254.0,124.1338532406308,50.0,49.33974109796371,31.31521260042066,Nuevo_4,Sí
255.0,114.52100789247918,68.0,45.39321267130286,33.33280798929149,Nuevo_3,Nuevo_4
256.0,103.92983460867478,62.0,43.71906633351671,31.72153780675276,Nuevo_3,Nuevo_5
257.0,134.3709830566396,57.0,51.53176267637328,32.88228666819047,Aprobado,Nuevo_5
258.0,126.69308968750464,82.0,48.42734612148857,29.665793043345754,Rechazado,Nuevo_4
259.0,138.25340552541397,62.0,49.442084970760845,30.233412812114064,Aprobado,Nuevo_4
260.0,145.2329811866207,52.0,44.7169716540198,31.0670700008237,Aprobado,No
261.0,120.1877172857832,52.0,53.76226633832936,30.626058390030707,Rechazado,No
262.0,137.682406803636,89.0,51.76208492681744,31.00331323800756,Nuevo_4,Sí
263.0,92.31208109221578,56.0,53.76138233472812,31.31750661213778,Rechazado,Sí
264.0,99.04145461985492,54.0,51.36598887129676,33.56077923872438,Nuevo_3,Sí
265.0,125.3089951838614,91.0,39.97262501071375,30.529965606867872,Aprobado,Nuevo_4
266.0,106.43406332588047,70.0,45.0564778736249,31.856557494873744,Aprobado,
267.0,135.34052240238415,76.0,46.75545044915656,31.137793484705394,Aprobado,No
268.0,137.33898295879493,56.0,44.64963183434464,,Rechazado,No
269.0,124.26887493256947,76.0,54.20843480031589,37.6797150462583,Rechazado,Nuevo_1
270.0,129.03169235774905,69.0,55.54439718632243,32.74542622855204,Rechazado,Sí
271.0,113.66810079135784,58.0,54.44537072875844,30.33585020364219,Nuevo_2,Sí
272.0,108.13633406200977,62.0,53.68250695992456,30.90273748239605,Nuevo_5,Sí
273.0,115.42677858177676,55.0,51.11639841069815,32.70503649826894,Aprobado,Sí
274.0,99.39095599237608,52.0,54.43116759873477,30.287672898754,Nuevo_1,No
275.0,116.97409781702432,69.0,52.00128412690953,29.24014487387792,Rechazado,No
276.0,97.44345226561258,63.0,45.809440082093744,29.93545807199732,Nuevo_4,No
277.0,104.18026970441106,54.0,47.68475073017345,,Aprobado,Nuevo_1
278.0,93.01603207742544,68.0,50.05480222307134,33.486204018657986,Nuevo_3,Sí
279.0,143.29148914408006,55.0,54.801486279312094,30.061268514569743,Aprobado,Nuevo_3
280.0,130.1507868228291,88.0,50.43194362997966,31.616021869157404,Nuevo_2,Sí
281.0,137.2283575167142,94.0,38.46969753153019,33.378459318390604,Nuevo_1,Nuevo_1
282.0,132.86393909173643,57.0,43.65774581372273,30.50679495977553,Aprobado,Sí
283.0,140.0957880922423,98.0,54.859791317635874,32.372705154866544,Aprobado,No
284.0,98.94796427985447,67.0,59.03010472965392,32.609050335909856,Aprobado,Nuevo_1
285.0,120.12127839753298,60.0,49.56847544840159,31.009421125270823,Nuevo_4,
286.0,105.32436056380412,65.0,42.55272471354819,30.1725040113846,Aprobado,No
287.0,111.78262245957472,90.0,48.28758266434383,33.3984196200531,Nuevo_4,Sí
288.0,128.86004679751863,57.0,54.36866765277245,32.987399129725176,Aprobado,Nuevo_3
,132.3612128995751,68.0,47.82553020835271,34.62696505563392,Nuevo_5,
290.0,120.05251476078368,64.0,58.99712283800892,32.94402502057101,Rechazado,No
291.0,124.01966375532076,64.0,49.980324870155385,33.480486009255976,Nuevo_5,Sí
292.0,96.16758367884871,55.0,50.297777930258135,35.027314838752176,Rechazado,No
293.0,111.74100833117798,83.0,61.6951144925256,30.823023485436494,Rechazado,Nuevo_4
294.0,118.91728279900536,73.0,48.361838264851535,33.105166417496626,Rechazado,No
295.0,96.8057435754153,97.0,43.14111471455182,28.648576594019,Aprobado,No
296.0,100.1185253608046,72.0,51.33494918411161,31.97459051505477,Rechazado,No
297.0,134.27358817488928,81.0,49.4507560213759,30.71929068964306,Rechazado,No
298.0,118.71910369314764,57.0,53.19017308684467,31.396445558873967,Aprobado,No
299.0,122.6173169087154,53.0,55.64667716657976,29.230241579387616,Nuevo_5,Sí
300.0,152.3294185980224,85.0,48.39288544459944,34.12902240522971,Nuevo_3,Nuevo_3
301.0,122.66449642068484,59.0,47.43415466787933,32.73047506447042,Rechazado,Sí
302.0,123.37660266908452,73.0,51.76943026681825,31.655486340637367,Aprobado,Sí
303.0,115.71686799059349,78.0,54.92812790511379,33.39941745420244,Aprobado,Nuevo_4
304.0,146.4636297028816,66.0,56.7293367571678,31.47965432738933,Nuevo_5,
305.0,106.17125577082754,83.0,50.80719790078385,33.01788751745414,Nuevo_5,Nuevo_4
,122.28728345231283,94.0,49.81630393208243,31.909220895425623,Nuevo_5,No
307.0,107.25735599502907,53.0,50.32508468665076,31.84674464982048,Rechazado,Sí
,125.58368210621695,88.0,53.76604280178682,31.29831659028165,Rechazado,Sí
309.0,95.67836413917507,69.0,45.85731227828699,33.39002572426805,Rechazado,Nuevo_2
310.0,106.4405760432672,68.0,49.37981859986552,31.254931254228858,Rechazado,No
311.0,128.6388195910069,94.0,51.13202025727894,31.336569137476232,Rechazado,Sí
312.0,146.2943103145649,60.0,48.19114471624268,33.33667496741667,Aprobado,No
313.0,131.09993444935935,96.0,58.17866084122066,32.62681768805433,Rechazado,Sí
314.0,140.2986332747423,85.0,61.63347568083713,33.88536602618347,Rechazado,Nuevo_2
315.0,101.74753712260964,98.0,44.61797355340736,,Nuevo_2,No
316.0,116.16223791419166,55.0,61.65854914272565,30.33629690023169,Nuevo_3,Nuevo_1
317.0,122.9562185324357,63.0,57.0101820418431,30.49597767949126,Nuevo_4,No
318.0,106.6205715273424,55.0,51.48245836450423,,Nuevo_2,Nuevo_4
319.0,124.87176755241704,56.0,50.16352385903515,,Rechazado,No
,109.31909760874608,82.0,50.196334052011,34.78728321579201,Aprobado,
321.0,108.87627937432288,50.0,51.82687438902701,31.05934036379388,Nuevo_3,Nuevo_5
322.0,133.270611401694,82.0,55.82998085860924,32.38054914457039,Aprobado,No
323.0,128.795281266135,96.0,46.58494645571929,29.014392958425848,Aprobado,
324.0,124.47876395087438,91.0,43.27321799451608,31.9443548504683,Rechazado,
325.0,122.61431626454043,76.0,51.65636178660006,33.84008250984269,Rechazado,No
326.0,130.4663814078323,72.0,55.558604444308926,31.17245864063537,Rechazado,Nuevo_3
