ID_Cultivo,Tipo_Cultivo,pH_Suelo,Humedad_Suelo_%,Nivel_Nitrógeno_mgL,Rendimiento_tonHa,Calidad_Cosecha
23,Soja,6.451775635803429,42.456158305828225,11.984458522543232,9.065308723840399,Media
24,Algodón,7.412400876359565,38.51584980706155,28.071955149520193,2.0882704791059066,Alta
25,Trigo,5.670619568700944,20.191487570000962,39.77595721825132,6.597975821340963,Alta
26,Algodón,6.6268855532020865,14.072498960643568,34.83027910805036,6.273808576780394,Baja
27,Algodón,6.228901983334357,32.72310524224743,49.42023132412594,6.389470028827998,Baja
28,Trigo,5.736763865041731,15.680053261176031,16.646976735413258,2.903342962674601,Alta
29,Trigo,6.8786995214241875,48.65971342238226,23.131816419411155,5.992063202787904,Alta
30,Soja,5.956449781462496,49.53985470312622,16.239760644392774,8.39412681717403,Alta
31,Maíz,6.281328283401196,39.42771366553691,20.463266011143617,7.882752431255542,Baja
32,Soja,6.669788144692813,40.07121188062378,16.60065219535077,7.868776851999441,Baja
33,Algodón,5.979743080497658,15.743241773003941,49.85509452990189,7.180976804078268,Alta
34,Trigo,7.445183045786791,24.12548542892665,34.38950443208487,8.710694450059002,Baja
35,Cebada,6.0214699880375955,42.22176381714979,48.38364450874339,2.7361717124793277,Alta
36,Maíz,6.160896444122118,32.39077465403015,32.310629825530995,4.5066861418284105,Media
37,Maíz,5.842461334276,31.111127710073912,16.212921055193235,6.073209365739989,Baja
38,Soja,6.47031002372532,28.036293972567435,32.84933489497334,9.80461786653936,Alta
39,Algodón,5.771665396297516,27.400216679978943,16.580495553912225,7.638879239022697,Alta
40,Algodón,6.2956085381314235,17.615287071641056,36.65228271086646,9.633384060409945,Alta
41,Algodón,6.203741522118893,48.60543674487731,10.350466592024459,9.304056888088912,Alta
42,Cebada,7.341392423629836,31.831253026006266,38.67251253751772,9.022415923320255,Media
43,Cebada,6.951136163913827,38.20667008414847,22.955947617058378,7.124793832221324,Alta
44,Soja,6.2366311753956944,48.11867133280767,15.861561490180192,3.039943533669023,Media
45,Soja,6.423246685548551,35.06059268761598,11.757432574552409,8.631681381037644,Alta
46,Algodón,6.957296877954,32.591491506835396,43.52935997180075,6.7965486420811985,Media
47,Cebada,6.504794217405992,19.890063184504662,14.185292722867171,2.4258825599925427,Alta
48,Soja,6.941967083496675,21.996324480683434,39.40706551154169,8.616342012627419,Alta
49,Cebada,6.305442705548542,18.494154253097356,36.201154823831494,7.7670518031463835,Media
50,Soja,5.56713402262045,10.87909232742344,36.70445552907894,4.853291450444517,Alta
51,Trigo,7.495719396824271,16.03941342614812,42.80846822093245,6.247919756107312,Alta
52,Cebada,6.545090850353951,13.629603851754744,36.56445238857803,6.49976181655435,Media
53,Soja,7.106698791441992,43.78074157310743,15.18398861608155,8.852377030528572,Alta
54,Cebada,6.822223546417978,29.255526802732987,20.267676246501555,9.899844742956809,Media
55,Maíz,7.310786350252425,10.514337127272736,38.4263712540744,6.891518658254175,Media
56,Maíz,5.686756318394631,16.40362807313216,23.033668266594432,3.331838027392962,Alta
57,Trigo,6.435793916792551,43.33751858535222,11.943429106599357,5.535351069015602,Media
58,Cebada,6.752442021122139,49.70703056299608,16.61596412957003,3.3999025120827495,Alta
59,Maíz,6.249537465785233,41.43298619336292,34.84553649661705,7.0340114777449445,Media
60,Trigo,6.355841584135856,11.264364614474234,46.39296698638241,7.58793079821645,Alta
61,Cebada,6.0498256187850155,11.833838062515838,47.196613473838966,3.6058771773266223,Baja
62,Algodón,6.123971292891298,19.604452099485364,17.036790789749663,6.015202389550191,Alta
63,Trigo,7.17344975049023,41.42614839323289,13.180128448478342,3.3965026697531018,Alta
64,Algodón,7.432848412701032,34.82691121347668,23.25837788272432,8.788403461735673,Media
65,Trigo,5.818135683576022,34.201995942062,40.04121877572732,4.246317402470639,Media
66,Soja,5.683914264949416,45.345740556938914,12.536029196584849,4.498610030340305,Alta
67,Trigo,6.665823574268655,42.26904504910721,38.79560220069199,9.954697745679493,Baja
68,Trigo,5.63833938323117,32.831366206140686,22.00610294594246,7.28056726372519,Alta
69,Maíz,5.5404561941368105,31.20486027253527,25.17013254735687,6.496504993375036,Alta
70,Algodón,5.613855010453775,28.851930915054893,20.954720050317594,5.273629565030952,Alta
71,Maíz,5.714316289115008,38.40814293181337,44.565764571143724,9.904276026931228,Alta
72,Cebada,6.588735802374202,10.275648980060922,43.036669029950275,3.0732264982394053,Media
73,Cebada,7.288345147592671,26.79757777470837,39.92712445167997,9.207730772106057,Alta
74,Cebada,5.970155665521393,19.383997221957685,11.957872607175206,7.101092651963807,Baja
75,Trigo,6.7557249533949655,17.735557232871557,39.31307332824509,8.729090451168982,Media
76,Algodón,6.228420008511039,39.18178791134214,36.98770272520288,4.578783025080265,Media
77,Cebada,5.892077906184969,28.765483536980195,20.79314127238824,7.867293197889264,Alta
78,Soja,6.5018401735794225,47.9611738445582,49.61122698878792,4.494876373720765,Media
79,Trigo,6.926486412052334,48.31911900141827,18.390405736907184,2.413242598388738,Media
80,Algodón,6.4441774526232365,25.289501619670844,38.803122204781566,5.374849239000888,Baja
81,Trigo,5.893520125509551,31.585572380922343,27.643068993014545,4.328789737698476,Media
82,Trigo,6.330837148708649,48.62995460896603,22.708101780219412,5.21825221047436,Alta
83,Maíz,6.260643204782081,27.648985835162602,12.814585851447005,9.9392527191922,Alta
84,Maíz,6.325857009913201,39.974671096627674,28.79817125917881,2.9067014836242926,Media
85,Cebada,5.656492552184721,36.95581841971713,34.658369082036785,9.074744909614061,Media
86,Cebada,6.016473063000289,10.231651754084714,47.99442134576346,4.474207190919688,Alta
87,Soja,6.54085428260769,39.56710376907735,22.534538168091917,7.080051099960906,Alta
88,Cebada,5.772075395073145,47.144354346640576,28.788454234892157,8.774541414080748,Alta
89,Maíz,6.403074604662002,44.55307644874552,21.37491698332822,9.15635322427064,Alta
90,Maíz,6.433073270065204,34.30084424482264,10.90577732393724,4.191999017116702,Baja
91,Algodón,6.822483005582661,27.31682809505228,36.53976664796937,4.0524375065618905,Alta
92,Trigo,6.058404400943442,24.067628854336682,48.64992853359855,7.957471801358402,Alta
93,Cebada,6.564505035547132,36.66416911128927,49.22957157754005,4.989091522586891,Alta
94,Trigo,6.439085345591868,42.00427441714786,19.178160877620755,4.004263723509678,Alta
95,Algodón,7.224396755632254,48.900903296926884,11.754572396938743,4.295615004129003,Media
96,Trigo,6.705685920600021,13.380137185289236,40.24481772158096,8.14852321092212,Media
97,Trigo,7.211183574768284,39.86488406538161,19.83481952172169,5.472043988367378,Alta
98,Soja,7.239021908109595,28.140599764140642,11.448327410334711,8.239979530900863,Media
99,Trigo,5.6705223944317815,17.88421644183884,24.906093588790714,8.567519745552396,Alta
100,Trigo,6.097905255024589,28.397915367812644,38.2268843468909,9.531945882803821,Alta
101,Algodón,6.581019096967424,39.050474198704535,17.505641204660737,8.875149264004346,Alta
102,Maíz,6.335325100404455,23.44371970743387,19.53227546827598,3.3373748732104183,Alta
103,Soja,6.858819012196337,17.96251196888992,49.44043863526136,7.972287101543296,Media
104,Maíz,5.814345016465407,20.92060523699037,10.376980398280251,8.215572378170624,Baja
105,Trigo,5.5486632189685094,10.54381527500189,12.70463322715619,3.9588568312345096,Alta
106,Trigo,6.457149400393506,17.593770701236796,37.76891314980854,6.57029754709013,Media
107,Trigo,5.812218171749346,21.195346248213205,49.481048594208396,4.706374903040782,Alta
108,Algodón,6.869775073465508,30.255688131251123,29.149662558863568,8.99348942450827,Alta
109,Algodón,5.642473596385428,39.24523899488718,22.66909435524727,6.752681471345519,Alta
110,Maíz,7.089905472587674,30.028685849016018,31.539802418243916,7.033718552096726,Baja
111,Cebada,7.339342566175047,37.251969972403806,39.437686703783775,4.329312028298267,Baja
112,Algodón,7.436153383491997,39.37884402766237,15.995782709272559,2.8870463637997155,Alta
113,Cebada,6.505866903125922,12.063180260205723,26.25178428060189,3.8106774925368967,Alta
114,Algodón,7.105526633012909,31.535648985661275,32.156537843897105,6.825961936109729,Baja
115,Algodón,6.946268703290317,42.257664767363565,24.321383497592187,5.539425196276534,Alta
116,Soja,6.1110926127517695,47.98957554344624,33.88070621520552,5.127101419068338,Media
117,Cebada,6.018806693149578,42.70213186626115,40.207789522347134,2.7969278954758208,Alta
118,Trigo,6.296983372566816,36.7526803059303,41.83150620998366,2.2016841162717027,Media
119,Cebada,6.939628180743125,19.27201923331106,44.21903786728892,2.899938295440661,Alta
120,Maíz,6.704290269407715,39.449133979813524,32.258495374721065,2.487089565298456,Alta
121,Algodón,5.8740772149641955,12.336411252295715,19.3253094078269,6.866823639325025,Alta
122,Maíz,5.874001420434116,25.58441574499756,11.668386657692235,8.322849365969784,Alta
123,Trigo,5.6348079613511395,44.71719956107342,39.859545915034076,9.429734366951458,Media
124,Algodón,6.869716338394349,46.14206774515394,23.370286387375792,8.060636471603166,Baja
125,Trigo,7.492827725618649,48.161668443230326,31.465546556835143,3.7396753129160167,Alta
126,Cebada,6.423179085494107,11.126681317010148,37.50640924502008,3.4984983350440793,Media
127,Soja,6.879276073282228,40.27487740827109,42.40047533405631,4.104496467634512,Baja
128,Cebada,5.971669357840152,18.10731739841274,28.395373770531943,5.23790133591239,Media
129,Soja,6.637890085163908,43.07961873712041,39.52819938496918,8.340215339638563,Baja
130,Soja,5.810611103471301,18.556298376855217,36.8357229418244,6.7571261150473765,Baja
131,Maíz,5.587393938308329,44.87823440438403,35.71055963603574,8.003649369665652,Alta
132,Algodón,7.24125611966557,47.6646052033498,39.40507459318327,8.211559558747194,Alta
133,Trigo,6.800480308493602,28.28505775856692,34.061412322305074,3.5723244455469025,Alta
134,Trigo,6.374515569981011,14.716027204239444,33.08730074696979,2.0772086883522087,Alta
135,Maíz,6.665279315766112,47.5921307000959,12.368631979048459,2.5081033815517415,Media
136,Algodón,6.471914841565855,11.581357088820496,33.01053387676284,5.004693503119405,Alta
137,Trigo,7.036643270371752,17.090445160183087,29.351607602130777,3.5689030222046396,Media
138,Algodón,5.804952495369326,18.330975704449767,29.11673200956933,3.2368711958865832,Media
139,Algodón,5.519131359583718,42.344240389496406,43.45953234525571,8.571696827896293,Alta
140,Maíz,7.004972660721899,29.72364925483536,17.7494944921003,2.924419801081547,Baja
141,Cebada,7.070462924297447,33.820730044406574,12.976211170561477,6.094837608703322,Media
142,Soja,6.779409290303363,37.890512771499026,10.368921643822677,4.556410394827688,Alta
143,Algodón,6.061127341145436,42.390937634864336,17.835047990299433,2.602272186776892,Media
144,Trigo,7.32787995906575,20.269233183813093,36.864609254340984,7.78171806541566,Alta
145,Trigo,6.232547210791606,20.76371181596031,33.826411656030245,7.788053547532766,Alta
146,Algodón,7.297135653446541,46.765878412683364,20.201552158377105,3.729761196890048,Alta
147,Cebada,6.035037726463049,39.269708426456994,10.459803476637312,6.555168466274267,Alta
148,Soja,5.821076903574061,49.843503591803014,42.06716147437242,6.8503798218469605,Media
149,Cebada,6.638573850098976,31.744909415273884,19.819064595954238,8.450798999546258,Media
150,Soja,6.488846714718785,11.116402911684201,29.88565737391125,3.901865606998281,Alta
151,Maíz,6.948743253229303,30.09404189784376,40.81601491285623,5.566684600335164,Alta
152,Maíz,6.001463181977064,32.07982271415966,44.53365122416917,3.8773571695174986,Alta
153,Trigo,7.192796945193746,17.804915362560173,33.09578703724469,8.860206697989888,Alta
154,Cebada,7.285681043662386,49.70426320573596,37.84148001877973,5.420103841323754,Media
155,Cebada,6.476026655015816,25.336982949248466,31.188096158632742,3.2257026051701088,Alta
156,Trigo,6.900068667649824,46.45791939552499,17.049286452740553,4.408492743135232,Media
157,Soja,7.46426316224596,48.660338722330074,23.298235204641045,8.105391782847004,Alta
158,Trigo,6.83916410987132,21.07153055828714,49.837991484322735,7.283440601795513,Alta
159,Soja,5.889329520993327,45.12413448419071,43.85297266579842,3.3134807548223018,Media
160,Soja,6.490493992699942,33.25315162717223,48.224376955070476,4.746196856027863,Baja
161,Cebada,7.2898860881255185,19.56375146339113,47.150483089104824,2.7915837578538545,Alta
162,Maíz,5.666092125952776,37.67126582285782,27.751823833511907,9.446242638596582,Baja
163,Cebada,6.637739476597426,17.963760889322906,31.138338627789754,3.7409060215871675,Media
164,Maíz,5.816959641690021,27.045242432747646,26.028236865271484,7.268210072122644,Baja
165,Soja,5.5275023851455405,49.04560509853338,27.42478527761724,3.775855293569977,Baja
166,Trigo,5.690220324425305,16.43703056742664,16.68420684405891,9.28947484039399,Baja
167,Soja,5.921820067978974,33.999142102655725,45.14062096149996,2.5287705330144927,Baja
168,Trigo,7.016405742602346,39.51689571628053,17.82569598999558,5.761002102052705,Baja
169,Soja,6.528228039345045,43.750029553513635,20.885211458494396,2.812135496216018,Alta
170,Cebada,5.904990036757577,37.92533290544937,45.03481994779092,2.9222033386144037,Media
171,Maíz,7.168347362565754,15.0000415963774,17.335601148413218,4.703022905262543,Alta
172,Soja,7.182897623876587,46.41648024046625,44.04084253482945,2.3636490678577085,Baja
173,Cebada,7.419380026585295,17.53404676418225,46.584565528053396,5.377554790507977,Media
174,Soja,6.770461982653047,25.4611269698727,33.130424662416445,6.872711129614195,Baja
175,Maíz,5.83553916011687,28.455293743336316,17.266107829108876,7.238901472636956,Media
176,Maíz,6.831987975166374,15.337121889965264,49.58147389923491,3.2466371970598162,Alta
177,Cebada,7.371597903909131,46.184621778593325,10.421174033508272,8.207738151641319,Alta
178,Soja,5.647502358626733,35.426826501342354,13.596091157171713,5.752118879525772,Media
179,Maíz,7.383036960963637,38.03202241173989,43.44598135065655,3.544595041792749,Alta
180,Trigo,7.273907911260985,41.795343831815075,30.287399525638556,2.021563204545563,Alta
181,Maíz,6.6178005705674305,27.798942575810184,23.725144306530165,8.263199192536462,Alta
182,Trigo,5.933414793584559,42.556196707037984,36.12003295531439,7.451142369812365,Media
183,Maíz,6.957013238713645,24.95434415907337,36.46704561574424,8.424077134565307,Media
184,Cebada,6.889098589390486,16.101592480178088,49.80691031796602,3.8562692533036698,Alta
185,Soja,7.20401226751297,47.49601380775503,34.03272458161471,9.130919422910534,Media
186,Algodón,5.760230518850872,47.2735962190479,39.70123434805116,7.682056274302936,Alta
187,Cebada,7.222559783202033,14.131971089571804,29.95285938622144,3.839594731525377,Alta
188,Soja,5.702457700831962,22.507349296300475,30.389310311488774,2.619250952319807,Media
189,Maíz,6.6230609865356165,48.77444597711458,24.14431800415342,4.787344675169595,Media
190,Soja,6.359753663822881,35.02857911904874,18.603739839662442,9.130583566831689,Media
191,Algodón,6.186841655610946,27.605164802816155,28.19269095906082,4.254472783704481,Media
192,Soja,7.118967285638104,28.51081159145995,40.56955040640469,2.7006447033141727,Media
193,Maíz,7.1738190042343835,11.901798105175514,23.25637926646963,8.073948234952272,Alta
194,Algodón,6.757958618618161,34.49420401391227,33.507539988798044,4.3555294854771835,Media
195,Maíz,6.30427604947349,10.638881214633308,28.962315780269996,3.938104468099957,Alta
196,Cebada,7.075521180866217,43.26586516574966,10.482732111470163,3.271144727448835,Alta
197,Soja,6.232466892446394,30.114719141627013,30.54408948995936,9.005161131530986,Alta
198,Soja,7.135751006312434,20.11056486280229,25.006560790384444,8.01663031113777,Media
199,Soja,7.081235415567032,40.439243594215895,14.320975447343622,2.6429596102706947,Alta
200,Maíz,5.6918352119063265,36.9918177104212,34.66484454063405,5.819034564501513,Media
201,Algodón,6.812283422591428,45.201899802083496,30.55463452000552,7.858036723851497,Baja
202,Trigo,6.750460137243894,29.244021328878297,24.783871447548872,5.971692955666358,Alta
203,Trigo,6.320916130800735,10.860879847362291,23.04671257351401,5.699453606316927,Media
204,Soja,6.74483867348223,26.271910056873704,28.144091157061105,4.26599104042631,Media
205,Trigo,5.837064183825587,28.90379648604414,16.98026069641302,2.9793066186860937,Alta
206,Cebada,6.605927841174085,28.660436963622445,35.87941643838742,2.492761474163024,Alta
207,Soja,5.737810150745211,45.82531410531241,20.20290477105428,2.7992406735978523,Media
208,Trigo,6.485538876294867,12.55673455493218,13.951603576220059,4.213250881644566,Media
209,Trigo,6.163764444032759,45.887590578791006,12.839248225797753,2.771579091232459,Alta
210,Cebada,6.050531899192164,44.715003711214244,19.671309082123052,9.601498143315172,Alta
211,Maíz,6.198987572657082,13.724964243131188,34.57228841124416,3.858033592614735,Baja
212,Trigo,6.378611232121622,19.85709385550768,31.880155310955722,2.8174622233725852,Baja
213,Soja,5.781577104703716,24.987482892170185,22.985192655737265,9.94929610333499,Baja
214,Trigo,6.859363625042753,46.17101404765485,37.345238102786496,4.491933465246812,Media
215,Algodón,6.89283577670402,25.80819728447281,48.98540997505971,2.576401527243279,Alta
216,Maíz,6.538229724693475,24.66641644164351,46.33817862339491,9.013429661091095,Alta
217,Soja,7.29238407668198,11.694383766752864,18.465788031226623,4.387255333906489,Alta
218,Algodón,7.376306599183665,46.85578397803796,32.25422257176491,9.391913088609044,Alta
219,Trigo,7.148763245137383,32.683979613510154,20.225488103300183,9.318910980433923,Media
220,Algodón,6.553599496359351,14.377921044475226,23.70912435475374,8.105714803938056,Media
221,Cebada,7.050669156665154,26.474997513663958,10.215124930732324,5.441528950173328,Media
222,Algodón,6.899349936274494,44.18118733998507,48.76870143052053,5.097943623309014,Alta
223,Algodón,7.086085613743384,10.611233237806093,15.640730812772684,6.0227670572349785,Alta
224,Maíz,6.095963472603371,38.33438616799755,13.062698551146497,6.0627222380713395,Baja
225,Algodón,6.697835213399353,35.299865869931544,20.700814062977493,6.9656378928265745,Media
226,Algodón,5.852944794407656,33.38164695798822,29.26734443534976,3.031662313820724,Media
227,Trigo,7.127837548985118,36.36457287809952,40.26846151759274,8.224314096431012,Baja
228,Trigo,7.254221106587991,39.865562886264534,42.36011724389923,9.497599587519218,Media
229,Soja,5.760681124732436,25.388037060123942,36.331002300181964,7.688720267665376,Alta
230,Algodón,7.302839561530853,48.858370329312685,29.145199507040154,2.506623855939009,Alta
231,Maíz,5.717426941448739,14.610570419975556,31.258775783166392,7.574163969823284,Alta
232,Trigo,7.356294061693333,10.224329735568109,10.65704391688123,6.8243042651398875,Alta
233,Soja,6.304162046967554,30.679408507867674,34.08256853566064,2.9430529392244633,Alta
234,Algodón,7.027073562119742,41.980746756602926,28.613990468744976,6.4755599305251685,Media
235,Maíz,6.619387061367771,41.247861924799196,27.940338139686812,8.755194361038416,Alta
236,Soja,6.5047187600080365,39.95915898614164,33.21096658702943,5.677974685293919,Media
237,Maíz,6.885257494343243,26.28085459769826,35.89197321506317,6.0264426092427135,Alta
238,Trigo,7.175445187361965,14.262141738342805,34.71670225048162,6.466842212769294,Baja
239,Maíz,6.8578463691493745,29.54175628740696,35.63878648728307,8.086944011880394,Media
240,Soja,5.635427134534348,41.168275934133874,26.669650963059116,9.893462076640724,Alta
241,Trigo,7.267535632109599,38.41279301548884,23.174244641476353,4.212990589530004,Baja
242,Algodón,7.073850139525448,44.32582913714736,16.909516630274133,7.726909189869765,Baja
243,Cebada,6.464682330341173,10.383130874033126,16.511835898177193,6.413443623459806,Media
244,Algodón,6.14869058145231,35.124798494809966,31.55569913722641,2.6915174723000987,Alta
245,Soja,6.956676606713564,46.60499532093188,45.61332091592402,8.525158051918108,Alta
246,Cebada,6.114922027504182,44.51798585761994,10.082751051531314,2.72676753134398,Media
247,Maíz,6.022320668151369,39.281390924935344,33.68248939210403,9.782155157571992,Alta
248,Cebada,6.957108460259196,48.101167621212426,20.00387991163892,7.426452549871329,Media
249,Trigo,5.70388088056522,32.25321301800215,40.30487148098034,5.275763218995465,Alta
250,Maíz,7.490297078788197,40.65114188573983,31.070097713602696,5.422867920109081,Alta
251,Cebada,7.325779811644537,36.09773151717376,14.803178284521712,7.445744849471719,Baja
252,Soja,5.87120502957957,43.460915686745224,24.49578556759031,3.5887788790758854,Alta
253,Maíz,7.089773237501065,23.992601571608457,24.764761805221916,2.1124569303673306,Baja
254,Algodón,6.600269187502935,49.15671945469677,25.452306397080914,7.869323270293032,Baja
255,Trigo,5.948104871995861,29.205561864805677,31.278496221679553,9.99783570673911,Alta
256,Cebada,6.48027753767392,32.0523480815189,18.260279332963666,3.139901536515352,Alta
257,Algodón,6.521165688421498,25.302062411890258,12.297721994396547,9.469485358447631,Baja
258,Maíz,6.852541817806629,10.58139883603484,10.728861911195985,4.526488996647559,Baja
259,Soja,5.524481515241815,43.85209170803502,20.988742041710836,7.512374827310327,Media
260,Soja,7.317238050514136,49.15936899445525,24.016956348719752,6.024074497553661,Alta
261,Cebada,5.564991727138701,22.573587823639514,33.10663063115743,6.723895969047648,Media
262,Cebada,5.716850514301516,14.279599900799917,16.217420913492063,3.849143304650487,Alta
263,Maíz,6.644984628995273,32.1900291199906,25.61782437609455,9.115520738121681,Baja
264,Cebada,7.109472941543771,46.519733673257555,47.97835448750821,9.997604093457916,Media
265,Maíz,5.508927648230693,20.35015672036745,38.607752021671295,5.181999323107055,Media
266,Soja,7.330209839362002,42.79554530491964,49.19776083867023,3.9477377132834164,Baja
267,Soja,5.883755244339907,33.183658301430995,18.70339702468879,5.010389623464931,Baja
268,Trigo,7.257317878702586,38.154399142422044,43.71719400060356,6.2396615132272,Media
269,Algodón,6.408108369759259,13.919581677729095,21.628466285013104,7.453484560727542,Media
270,Cebada,7.1012047519552866,15.031082119376338,44.583382395151816,3.6221683978594754,Alta
271,Cebada,5.913783700836993,33.963209280228405,36.34197888533049,9.766076317768709,Alta
272,Cebada,6.237580987109431,26.31681153256524,46.39929578930506,7.637101855731138,Baja
273,Soja,7.085434240065149,26.706829081963434,33.624532474629525,4.842063543461598,Media
274,Soja,6.835507742307463,19.729502287562504,30.462169438060616,8.05561605771356,Media
275,Soja,6.456869703724869,16.40562853643396,15.870894465201125,5.407948515506825,Alta
276,Maíz,5.6050884349289785,11.288633079547484,16.10340393076653,9.810967296000111,Media
277,Soja,6.445923341840467,26.673362626695113,38.144059284481784,5.645858265651687,Alta
278,Soja,6.195908807235456,33.74779712890525,21.354960017688494,3.352488532526812,Media
279,Soja,7.101536966052053,12.502014158973536,11.191104668475202,8.5112568881941,Baja
280,Algodón,6.838631690302368,24.713484148308936,11.824671923584095,8.185574360356192,Alta
281,Algodón,6.748211215364536,28.44330737133843,38.67939066992223,3.654384233993923,Alta
282,Soja,5.781832397516901,39.687574612276315,32.98727403433751,8.632315419949741,Alta
283,Algodón,6.249224299472063,46.9111848945772,16.313292999827237,4.650298375171336,Alta
284,Soja,5.7153745864117385,19.679047338786066,42.95660841921838,8.562484930067404,Baja
285,Maíz,6.8377733471823126,33.79332207079891,20.531567342898178,2.240200054148727,Baja
286,Trigo,6.21882774720022,43.91618047159581,49.38633681969378,7.910323057422879,Media
287,Trigo,6.827870057732651,20.277587908977495,48.723090900384975,9.880011123332665,Alta
288,Maíz,6.610744363616835,33.303741581148444,31.268803129078293,5.848124634506285,Alta
289,Maíz,7.335813927157368,35.763066071109506,30.450293508882638,7.533588628855709,Baja
290,Trigo,5.556189156626115,19.403954245304046,21.030959279286982,3.8680565385760195,Alta
291,Maíz,6.814830294992696,44.82475146137398,34.79047564203033,4.950655912064621,Alta
292,Cebada,5.817400830372726,49.51161365624159,24.802881036718553,2.7862915224979883,Baja
293,Soja,7.018099378018037,11.948780817115994,45.43799822906719,9.4544999023736,Media
294,Maíz,6.231833188036802,48.91627823813622,42.729688856358734,2.389611153663899,Baja
295,Trigo,5.733291233023522,46.38148921002819,20.719761474437494,4.791944606110133,Alta
296,Soja,7.023363136070474,38.87140621507764,32.53853848485639,3.4848569856502962,Media
297,Algodón,6.041781957846295,29.38294834050228,12.562262306999376,7.4627413788686106,Baja
298,Soja,6.6761716081897395,14.480813248677059,46.71759564602779,7.679314000624802,Alta
299,Soja,7.01069820503628,43.487970037747246,23.180117002917537,9.159245431301608,Alta
300,Soja,6.665877047115708,34.908933144994805,47.436865600268746,7.022287201543597,Baja
301,Soja,5.9434739276632405,10.271716711561648,29.517130781398183,6.998543612746281,Alta
302,Trigo,6.293656447079508,28.368650290775083,11.811696072100396,7.259913475260682,Alta
303,Soja,6.2715763999515435,14.16521734627317,37.812488805096486,8.662090302159415,Alta
304,Maíz,7.2923504416029115,18.77699278332592,28.44831010660638,3.0394253110733445,Alta
305,Cebada,5.609335334897807,16.529843472479882,39.638978054458384,5.346091004481161,Media
306,Trigo,7.321454900380023,40.69132506995093,35.65006280649567,6.0647863972660465,Baja
307,Trigo,6.5470495047507375,46.891468516613315,10.505022325765712,5.020471565260381,Baja
308,Trigo,6.87223556874693,28.879238103895638,14.506378708248441,7.919169211078086,Media
309,Cebada,7.3666397262412255,16.310371271435123,21.407925105367763,8.857451379448374,Media
310,Cebada,5.580311865480979,48.44730995687507,14.575637272020522,6.377224201083764,Alta
311,Maíz,5.796350458211135,28.045809939048006,32.4896101457489,3.1440588077407146,Alta
312,Trigo,7.1972539182395,36.90880872602183,43.10941751080378,5.5595414926206805,Media
313,Maíz,7.273007246856493,35.3133210781046,44.90050417633817,3.039313109749024,Alta
314,Algodón,6.242551235094165,21.46634776657926,19.19061669466239,6.905477606820778,Media
315,Cebada,7.207947529076801,33.454743441128905,39.96425605638052,7.509021717380593,Media
316,Algodón,5.671796486167838,11.639548535321298,27.122178380305805,8.080980394056386,Media
317,Cebada,5.747182480716171,22.803123116546445,46.752247373434216,7.921085506585499,Alta
318,Soja,7.270166229962173,32.456259937677025,10.262488982214792,5.578146786148295,Alta
319,Algodón,5.908589011023411,35.2739155913369,44.32755512134439,4.970658684114582,Media
320,Algodón,6.82107311312101,22.518033952552628,48.00187720771277,2.901673174632508,Alta
321,Soja,5.783566667737601,42.3908889650934,21.643710964421526,8.051404925521723,Baja
322,Cebada,6.11171011190445,45.26434447314544,30.99841791974411,6.58508864956445,Media
323,Cebada,6.617495434193069,45.139615311130214,43.286595246412986,7.291305646291825,Alta
