Lote,Temperatura_Fermentación,pH,Densidad,Alcohol_%,Tiempo_Fermentación_horas,Calidad_Final
255.0,21.96126006809197,4.214728419391702,1.0415339515761175,4.531464857820335,51.16547261876439,Baja
256.0,24.0315318542675,3.794487740392606,1.0438137004925327,4.9998196373213615,42.153994883652594,Baja
257.0,27.533822298373245,4.405767136931376,1.0535397688506367,5.079555983080152,46.67075293456937,Baja
258.0,23.58466106876244,4.121329929185143,1.0689265370833712,4.635311130381577,52.45872146376529,Nuevo_4
259.0,25.887638856292455,4.069286750284579,1.0642977485951488,3.880086484711016,40.8944889132874,Baja
,26.549268106858676,4.19013765445427,1.0558282806945614,5.095447548808114,45.499978353022456,Baja
261.0,23.146139056843836,4.212092309799075,1.0515143376016072,4.623380004948871,42.36638190005452,Baja
262.0,24.8809492878764,4.468479018469669,1.0640106935562716,5.058269213808222,44.13032290554132,Nuevo_3
263.0,18.517465319861856,4.3773271593975664,1.0579467832304512,4.938834473880646,53.92824290065336,Baja
264.0,22.95122471733142,4.153077216362159,1.0270633797762934,5.131645624035902,55.025318169830335,Alta
265.0,24.49486369721368,4.429100444915699,1.039460691521448,5.78093506032803,49.289170647127314,Media
266.0,22.504433636070303,4.320221176107484,1.053381403253579,4.726908493636439,50.66104842313736,Baja
267.0,28.26482260786327,4.072020109114189,1.0321303243444904,4.765577672828752,50.52427450617046,Media
268.0,22.13971724407873,4.162584552529054,1.041024109952431,4.167101348623055,44.63832011955411,Nuevo_1
269.0,24.119911026606037,4.155533133347064,1.0430018505634202,4.902408024450352,49.19075252091755,Nuevo_4
270.0,25.261481154572184,4.351578402952261,1.0474383409375416,5.204934994637483,41.52345804929704,Baja
271.0,27.88254657813223,4.089893215583508,1.047125697917738,4.758252561214486,43.207152550426905,Media
272.0,22.12827569764112,4.082877244073511,1.0471087957283318,5.208215250202746,47.565992267946136,Nuevo_1
273.0,27.32632750430992,4.790627192830188,1.058253075172403,4.911245737255404,42.6951450317632,Media
,25.02046612203917,4.481920644524132,1.047347761345495,4.348866881015505,41.63636458415401,Media
275.0,23.036982697904097,,,5.155992535591552,44.44051086271526,Alta
276.0,25.924206948526543,4.37128229818266,1.036508278958565,4.897083933217491,53.73166862595947,Media
277.0,25.398119391146945,4.235505019696554,1.0602434620198582,5.061378910704679,55.78569576946858,Alta
278.0,23.79956624568241,4.317465352578028,1.0432850248605252,4.716525058394792,47.83719986522868,Nuevo_2
279.0,25.13960416998004,4.241202397369531,,4.672298738504552,50.91099462272409,Baja
280.0,24.22937280627648,4.556892793645571,1.0521309057486898,5.078705403776483,45.182529389276304,Alta
281.0,25.227034690502496,4.303686103395434,1.0423305873761697,4.884700043978933,37.67176603390225,Alta
282.0,26.324261349042093,4.181373390535714,1.044740472602057,5.862139124584632,43.53238759682472,Baja
283.0,28.172033632290702,4.512657173094905,1.0525846017431908,5.399365256080582,46.458279836629,Alta
284.0,22.5243690023463,4.269985512326362,1.0467351737622044,5.272502129733844,48.70484640999733,Media
,29.26606674931253,4.236443573798717,1.0731160937530064,4.911259599249293,47.49511947540908,Media
,21.095824400955,4.294206780745834,1.049251714566808,3.986988275761745,46.591771927412665,Baja
287.0,24.696429809928837,4.1719172929900905,1.0561783821887922,4.596202536191161,45.12683483997255,Baja
