ID_Chip,Frecuencia_GHz,Consumo_W,Temperatura_Operación_C,Cantidad_Transistores_M,Tasa_Errores_%,Categoría_Chip
133,2.847789762222468,34.221766618319855,53.766928558904794,17039,0.023610095738356193,Bajo rendimiento
134,2.999797566477455,134.02646784266312,62.83136490975185,12619,0.06846255830386666,Alto rendimiento
135,1.970898033436084,13.251026311513058,67.06370984236398,4323,0.0736912508261476,Estándar
136,4.450001233523949,74.81993162242654,73.13742130332292,17104,0.06198516701441306,Alto rendimiento
137,4.313243822721965,144.52548151404915,56.69508939047914,4231,0.04342114183155453,Bajo rendimiento
138,4.663886937552627,35.88388732014417,69.5984652703461,19998,0.09630691353365832,Estándar
139,3.474577971974053,36.16658676527531,64.32968914620594,18927,0.03129951569314676,Estándar
140,3.739467441523996,86.45586238319149,57.97930114981598,18787,0.03971283691447623,Estándar
141,2.840442853694233,114.8157848456962,51.41287199953274,18599,0.046201335583232306,Alto rendimiento
142,3.133186547160598,36.214434177218706,69.17342517610973,3538,0.0423044684787761,Estándar
143,4.46254052188115,88.35230196502383,60.69585094172977,19170,0.04829005054961739,Bajo rendimiento
144,2.9910817403804058,144.50054122703972,55.44330409644792,18122,0.03323451411784604,Estándar
145,2.5045366271291796,21.873743909542135,37.95980433291072,9869,0.06700471443401079,Bajo rendimiento
146,4.952511530919818,116.11786154173495,53.388274440297494,14183,0.05041584209704804,Estándar
147,3.745976359281661,135.9314889818889,64.3373892003088,19517,0.036480754412325594,Estándar
148,3.2392849421487764,72.84205408295166,60.55305285723916,10159,0.04560943341374187,Estándar
149,4.745470582879627,84.90053718332982,67.32767017293354,12627,0.034691021102783576,Estándar
150,3.706328794468771,93.68351621418373,50.28276953698018,4088,0.043903808908486705,Estándar
151,3.782371220535188,62.832214935417355,58.06803724120273,5726,0.04374127819887188,Estándar
152,2.946025048628723,86.0247853389682,67.2220679279063,18511,0.022428952638424312,Estándar
153,4.070702396749219,132.75761283810112,57.0165533587609,12747,0.028775832663397727,Estándar
154,3.094515576679954,82.74521469682463,59.460686082699695,4260,0.041239288215631956,Estándar
155,2.6557532025628667,10.352752087658427,59.7894704949184,13131,0.06653831948988025,Bajo rendimiento
156,2.103997115901421,59.67774217774371,39.460386192804584,6232,0.057299018227491644,Alto rendimiento
157,2.7968661403039894,108.65575474520242,49.28361098553897,3295,0.05432562492621,Estándar
158,2.002004378611396,58.965730255382645,55.04764682221844,6430,0.03613212381311156,Bajo rendimiento
159,1.7077469702707897,126.97528068484237,66.91917777953304,8775,0.0658208258235713,Estándar
160,1.6031602305083048,81.30634477080501,58.190420171195285,11652,0.07106972183673868,Estándar
161,2.4519306675742545,105.6655173402764,56.47314598135479,12028,0.06566258194896232,Estándar
162,3.6008148790473657,58.982488282934405,58.73158698086915,16366,0.02356621518915559,Bajo rendimiento
163,4.696986336300256,122.6669682582035,59.00457127137906,5565,0.05749341361600059,Estándar
164,3.9231233790229583,127.00749553528284,37.7385430446998,19615,0.04360074653389717,Bajo rendimiento
165,2.9637543718793817,122.8384058529325,72.5622284618111,1474,0.07365464401041201,Bajo rendimiento
166,3.7200293376794487,72.00898195281437,33.64041229001156,13567,0.08553863746857084,Estándar
167,2.64112055424832,83.90277619546683,51.22445649368362,6646,0.027747720012770278,Alto rendimiento
168,4.9017467890909865,73.95231111546263,60.827887005670505,17176,0.07070778798519597,Estándar
169,4.96561529746576,78.60046244191304,53.962631831986606,8361,0.03195225608733533,Bajo rendimiento
170,4.466604832108759,143.16912370215115,67.4192197097549,6680,0.06199408235206043,Estándar
171,1.778539048224442,120.66198185458218,64.99906735376526,2368,0.08505847844544735,Bajo rendimiento
172,1.5700909117528576,61.96720523151549,48.29697434206916,7009,0.05563691943586484,Estándar
173,3.833538727741712,47.19360016719983,73.98097722594197,10506,0.04680876691838519,Estándar
174,4.185596791365686,17.26197764912719,76.06158892461961,14234,0.05432858344344027,Alto rendimiento
175,3.1992263904691742,147.64855087545592,49.97865244214476,5024,0.05319314363807385,Estándar
176,3.0342583096035862,78.0203208606861,44.485675287447485,13615,0.043838600993792366,Estándar
177,1.7334378664156356,70.55095317598042,52.86799338680527,4102,0.043497797227931755,Estándar
178,3.06022325030984,149.3394411095065,57.31658344006249,13037,0.04996251764772603,Estándar
179,1.731553441857166,144.52005759106987,64.13036669777286,12860,0.0208947847180983,Alto rendimiento
180,1.5672507271648604,42.66704294002407,58.75514797245236,3873,0.057122075664549264,Alto rendimiento
181,1.584783368316301,95.74523852227892,55.566777552435376,16175,0.018831890190629516,Estándar
182,2.7466879535077853,69.36076493302797,66.91191397012129,6348,0.039927155762237515,Estándar
183,4.274330437289217,146.20587764077305,54.10719954033554,13949,0.06097127937542471,Estándar
184,3.703800409882726,125.17632882030688,81.3688186377036,12851,0.05795606783768874,Alto rendimiento
185,2.2562479522423136,115.4353038635514,57.12418437685853,17602,0.03582998969859646,Estándar
186,4.968670482637964,34.386895893733325,59.57761216198527,18667,0.08624246760919255,Estándar
187,1.5205246345211532,101.05285265804964,49.84629223826474,14918,0.03925246306079673,Estándar
188,3.6304800848488235,14.72267913456983,61.846615994008616,9269,0.056934903501997654,Estándar
189,2.036875257913265,88.13161314991088,54.53888471744961,15483,0.050961963863404056,Bajo rendimiento
190,1.8278790366621565,129.94093880074655,61.16958929057193,6553,0.04150636547948606,Alto rendimiento
191,4.615612691131033,116.81982977280484,60.87194510296021,586,0.08552529744645007,Estándar
192,4.554792923468646,53.29346955429821,54.67315837350873,12555,0.09449246254644117,Estándar
193,2.8780570652814883,34.62491267417616,36.761533277584135,8792,0.06724659626255843,Estándar
194,2.94639855922905,34.17880919971709,54.72288188798354,19353,0.07208123490350526,Estándar
195,3.393011671772634,145.39546406703218,44.990376147732775,13359,0.019863894768949467,Estándar
196,4.940477910785223,43.53488889057975,56.71874961183176,17873,0.031502714657154575,Estándar
197,4.580716055125221,115.8858116565749,65.83940461502435,10870,0.05819545227798373,Estándar
198,1.7790087421265008,143.61552628996614,39.25903219140349,16836,0.06251093252252642,Estándar
199,4.653419463902546,23.003622220409206,39.37994146282789,6105,0.05718151400248226,Estándar
200,4.152161456723453,135.1400610292909,61.07736615854422,9338,0.0732516481241229,Estándar
201,2.6844325807674645,113.3639268080767,63.6425441530714,867,0.05406997919854497,Estándar
202,3.796079163589241,53.84008634251125,73.07598620250478,9116,0.040758916755502445,Estándar
203,2.282736862866028,103.14931294141358,67.43221864355282,15761,0.03153334000784079,Estándar
204,1.814748088800859,57.07650002088673,64.80143464206375,17696,0.03143824029414558,Estándar
205,3.989673696388467,135.9204033959062,62.46199976638844,7128,0.06627563021346594,Alto rendimiento
206,3.2474856895358566,63.78409589139898,50.99993978151104,9672,0.04888467422957239,Bajo rendimiento
207,3.12535323535747,75.64318670561624,59.01279693567066,12369,0.0720074067960886,Estándar
208,4.261888782211551,25.82728522464123,54.50279838023543,3235,0.04667841495970052,Bajo rendimiento
209,3.9758650993519806,149.17748807993553,64.1543323616316,16683,0.04153445071640458,Alto rendimiento
210,2.1143471798430626,148.83000121127807,69.9756616465031,1313,0.05419991290841058,Bajo rendimiento
211,2.6863755806866467,52.473041378818465,68.47958210391133,7807,0.048992299591030124,Alto rendimiento
212,2.69103975596192,100.6767102130269,61.241379971034696,4044,0.0478527212141164,Alto rendimiento
213,2.4598659310835735,15.380856418988728,83.31101606571022,4034,0.03921209166287415,Bajo rendimiento
214,2.090142525816723,48.381882988813814,73.03632533529402,10345,0.015399958312083295,Estándar
215,1.520953936865621,116.82801072165041,56.25975698861777,17317,0.023500202198877627,Alto rendimiento
216,4.476235671530031,10.040025596513127,61.81212020455982,10975,0.04984985789524511,Estándar
217,3.4390095027999,74.14986433279823,60.95961483298255,1005,0.057280866867468645,Estándar
218,2.4825775829423105,89.40511908226954,50.301806689246064,6941,0.043929853587139335,Alto rendimiento
219,2.432520073946157,39.65013122636305,56.858189325818444,19824,0.045762886345752145,Bajo rendimiento
220,1.7590181817905661,53.82651959682352,47.56070354671191,10408,0.06615489874120524,Estándar
221,2.5710922152338758,45.897223611262646,47.53068375807505,5318,0.01640890654356169,Alto rendimiento
222,3.6273018670878074,24.938762453909803,63.290854812172626,1552,0.03254275802328832,Alto rendimiento
223,3.8947665041015993,33.09650882754873,45.67181290412122,11390,0.047406107067628565,Bajo rendimiento
224,3.2715900612232884,126.59830844454098,61.58781430520906,15589,0.05151089390862443,Estándar
225,3.6276110235715984,73.0331440989776,54.36332865819021,4066,0.07065141559380772,Bajo rendimiento
226,1.9162344764005352,38.26720809315755,48.11858496294456,3206,0.015676920880621434,Alto rendimiento
227,2.656156607717812,67.95112089185488,58.83918804069879,3545,0.03455764757037902,Estándar
228,2.4237313296410097,100.27510406508921,57.87413379930445,11340,0.05205068764111621,Estándar
229,4.313617065384925,55.39003114704723,62.714519002235185,16936,0.037714485388765165,Estándar
230,2.482414077392907,54.83181937251957,48.26843566592216,16122,0.0419619223525198,Estándar
231,2.907266185224524,96.97418541350766,46.306900343089474,18580,0.035728598785964745,Estándar
232,4.025718738722899,37.28787006998832,53.94712756025056,15265,0.00983842799221396,Estándar
233,1.912052379025767,87.30026637263077,51.78893386453442,579,0.026445070055503533,Estándar
234,2.6509382041755103,61.10258259831477,44.47476781469975,17345,0.05611766180121175,Bajo rendimiento
235,4.7447908973201205,34.937332149123414,62.24290926876664,7302,0.0770318315874136,Estándar
236,1.5101313082142551,31.990216719887876,59.985990809602434,10622,0.05120744497344314,Bajo rendimiento
237,3.600864415779752,131.32349015755494,67.13038981645548,12996,0.00592205777954085,Alto rendimiento
238,4.202273381893512,35.226504533762125,67.39099028367134,17589,0.033234047547074694,Estándar
239,2.027589767497424,102.66822994498108,42.09567754249582,7048,0.018578704526660474,Bajo rendimiento
240,4.67585938936392,60.49115632493508,64.4134489881872,833,0.048871478579934756,Alto rendimiento
241,4.850954511457054,29.237897816734254,71.20892037808625,18167,0.0430895170183266,Estándar
242,4.9468645062259995,67.8900619477395,64.24908108533293,14639,0.04271847420336226,Bajo rendimiento
243,2.5545214136846415,52.87066663831156,67.8498098283897,9911,0.06951215262954868,Bajo rendimiento
244,3.6876698161293033,25.155426061960796,60.2227807226121,11288,0.05005572984475828,Estándar
245,4.302293986507404,128.75275611535028,39.40297770584939,15489,0.08742518433910232,Estándar
246,1.5221803656018789,20.887850320184427,62.69343741331738,2410,0.060476959396239,Estándar
247,4.351966472872799,65.90343729066527,64.59706644082831,13673,0.06079167506142666,Estándar
248,2.784771437387129,26.283888391294617,63.44004557985926,748,0.04750886013856584,Estándar
249,3.362491272201133,18.914620452560193,53.64153559465334,5120,0.042588370614542286,Estándar
250,3.674106312602484,98.62751184744069,67.96626586926514,5776,0.04934431045350155,Estándar
251,2.9695692274651733,67.99452161138498,62.52154009715258,7501,0.08238490953877906,Estándar
252,3.934909132370013,42.60088850624225,48.39748799523271,5799,0.08420561873600765,Alto rendimiento
253,2.084349919696968,129.84873308150765,70.80179322511731,9283,0.05756898164734782,Estándar
254,3.710386613203385,96.32182178106514,46.9590840440502,624,0.03410765525327448,Estándar
255,4.429497326023325,65.70795682537043,50.02715402424521,9219,0.0661077688992115,Alto rendimiento
256,3.6374393820753723,114.68309145911192,69.84328117577597,3544,0.03260303476545548,Alto rendimiento
257,1.749331914637099,104.4804693465495,70.32393694509906,2562,0.042023047939481924,Alto rendimiento
258,1.908616437749921,113.66116442576035,58.43054255808167,3620,0.054286345753342964,Estándar
259,2.1266394264641675,43.95769549609682,59.94713215620089,10711,0.0032188906894661806,Alto rendimiento
260,4.432371955850675,59.76063271303338,75.11097767634895,10749,0.04350615778195601,Estándar
261,3.1305384086643766,34.861105336983755,40.51777180340762,6209,0.04397114853892085,Estándar
262,3.1500478865385872,27.465759468209594,59.36376294087188,11081,0.05777175107670793,Estándar
263,4.805874383340106,124.91502627792647,63.88338620300503,19696,0.0480343042359569,Estándar
264,1.8098403922195796,94.5195598202974,50.98780692107657,17432,0.08681369315463519,Estándar
265,1.9238762503975582,98.94982421653644,61.33510477773147,2677,0.028740141495400183,Alto rendimiento
266,2.0905895682199778,114.23107154260023,65.5156358518674,14296,0.0770474452443049,Estándar
267,1.8674250345186865,45.322000404871474,58.381075913236536,6468,0.07567148272264161,Estándar
268,3.9528236274126822,30.92935024458643,54.8914821159291,2310,0.08226992683490819,Bajo rendimiento
269,4.925614333099228,10.757889316564755,67.69714346164814,4480,0.0418331313109233,Bajo rendimiento
270,2.975802618493902,48.100226352520146,61.45979551648061,18486,0.05728889773539001,Estándar
271,2.8371976397658374,56.896253546618695,58.41033927637188,9216,0.0395190431662894,Alto rendimiento
272,3.175715094276221,18.9954577244191,69.16833247588238,5172,0.03617595907985248,Estándar
273,3.8335062583673443,69.52749713918669,76.99415418936421,13571,0.05153790684782465,Estándar
274,2.2086456944305297,109.38507028608001,52.4424369953384,5777,-0.005360408668536126,Bajo rendimiento
275,2.1539011385314843,126.16352351191338,39.572522344839605,19611,0.03610264492430143,Bajo rendimiento
276,4.232329378627653,133.59352950357743,72.8445975339252,16419,0.017344313267093125,Estándar
277,2.977932430298314,149.97576054744576,70.68398493787129,3909,0.04442918443254322,Estándar
278,2.6519412084212415,85.41128299812736,45.137368591875656,8684,0.04150177692716674,Estándar
279,2.605084871520081,88.20457549471311,60.4663063802485,13340,0.04048925310991997,Alto rendimiento
280,1.6688372620096228,139.27238746955172,55.0416024272439,6401,0.0657642481547926,Bajo rendimiento
281,1.92318046077565,90.42047116080218,46.528558581602894,18602,0.017146513309785637,Estándar
282,1.8934634150302765,69.5576273169084,81.73048934567922,2739,0.0732507337623727,Alto rendimiento
283,2.699992925714967,89.27773151164696,47.145464611004755,19832,0.03418851856663257,Alto rendimiento
284,1.569074276654932,67.27827967723428,69.58888218978113,6186,0.05394638501609466,Estándar
285,2.63064347386543,81.96303295138588,60.049835769229084,15183,0.03758684639276711,Bajo rendimiento
286,2.1886865543100953,143.82995833751303,67.21222362475025,1134,0.055827488743336276,Estándar
287,2.308810969290149,116.16314473333254,38.736643638926495,16331,0.016210725426071493,Bajo rendimiento
288,3.6382867944208868,36.18625696666486,74.12358062532304,14687,0.034452914126751555,Estándar
289,2.4837184745537177,13.652268172689526,59.600282515319805,19327,0.06263046668929222,Bajo rendimiento
290,3.622802999316142,38.77904971007955,57.5240357036993,11533,0.047066797504047526,Bajo rendimiento
291,2.9809991988732207,69.70760592745668,53.12887116576143,5390,0.05781954783544868,Bajo rendimiento
292,1.7507405593837415,40.30996833069659,57.63618969308301,10754,0.03783820418044065,Estándar
293,3.0157522333762237,74.86571054860308,77.73089662363269,4872,0.03881924126688925,Alto rendimiento
294,2.235730150848976,107.73806411828866,71.16350506993143,8766,0.06604496299632617,Bajo rendimiento
295,4.243726091447346,60.479917751306836,54.43404405039287,19897,0.05992524362241472,Estándar
296,3.6467061353764865,126.99301244218279,50.506562014841506,12226,0.0720333467520279,Alto rendimiento
297,2.9353670370424068,105.22565032100628,62.06455799089173,4126,0.012911635919855814,Estándar
298,2.3607573542612252,13.595578087079108,63.71108305796402,1176,0.06723540754835723,Estándar
299,2.5899146805117685,33.680980111933096,53.07209713904062,6655,0.06180254280825415,Bajo rendimiento
300,3.084363107294177,113.8153096576903,45.78109137388083,1881,0.04252022228192083,Alto rendimiento
301,2.839278289318478,81.64839300421599,54.62380700464685,17476,0.043952528482723706,Estándar
302,1.9244117796692874,59.54824722846513,48.51668150572422,14988,0.07209313397944413,Estándar
303,3.260136048951476,122.46159813678838,62.32542680975711,4428,0.0336103507912557,Estándar
304,2.821081147160547,128.33474212387085,64.79923831384653,4494,0.04686706099119444,Bajo rendimiento
305,1.737494621820008,31.997411717312346,65.67593266003642,782,0.047683555674266666,Estándar
306,3.453713368806966,105.69208750753549,53.63810679070479,11576,0.05147113527139074,Estándar
