ID_Componente,Material,Densidad_gcm3,Resistencia_MPa,Coeficiente_Expansión,Inspección_Nivel,Aprobado
30,Titanio,5.232853306784841,1556.5251554853994,1.4509071435294072e-05,A,Sí
31,Titanio,7.528066225444598,228.7890618598566,1.0486729669009703e-05,B,Sí
32,Titanio,4.802692143904455,293.9440427469232,1.4121416807925252e-05,A,Sí
33,Acero,3.7263567014420835,263.9493140541642,1.768030836491753e-05,C,Sí
34,Titanio,6.45832948648132,1467.7113490480642,1.573831678964393e-05,C,Sí
35,Titanio,7.273007605918613,1717.1612741874026,1.4730652437544213e-05,B,Sí
36,Compuesto Carbono,2.7532439113652427,1657.2329472216811,1.964935079060138e-05,A,Sí
37,Titanio,6.6621387396190075,1547.4607160570472,1.0628669528504406e-05,B,Sí
38,Acero,6.222349131170073,515.9197930257737,1.534082549627913e-05,B,Sí
39,Acero,7.437731184183266,1971.618937563123,1.6366976204171175e-05,B,Sí
40,Acero,7.983570080784365,1403.5267437549187,1.540021828335177e-05,C,No
41,Compuesto Carbono,5.734258246467316,1486.0134523351405,1.743317348134597e-05,C,No
42,Titanio,3.4061449554108756,1061.913632351478,1.1951591604861357e-05,B,Sí
43,Compuesto Carbono,5.511156197879332,1403.0875132431852,1.4877042231321159e-05,B,No
44,Titanio,5.906255937797064,539.0247249792934,1.5660467135628047e-05,B,Sí
45,Aluminio,7.222074958403589,804.6364161495065,1.2032118914514763e-05,B,Sí
46,Titanio,5.745682488869199,1951.5708751637872,1.846545770479478e-05,B,Sí
47,Compuesto Carbono,3.837806143849206,1253.4097627200217,1.3689711510381836e-05,C,Sí
48,Aluminio,2.767081700685771,796.6903160954857,1.1063335293401561e-05,A,Sí
49,Aluminio,3.3791761353662824,691.5355603969531,1.3603665150948816e-05,C,No
50,Titanio,3.634421485127253,388.10283775342714,1.297635611154564e-05,C,Sí
51,Titanio,4.301789563991872,1438.7871494602518,1.4997680067355283e-05,C,Sí
52,Aluminio,6.429517961644089,909.8025164660854,1.049198186153059e-05,C,No
53,Aluminio,4.906246966381648,469.92366290962934,1.3095334409426043e-05,A,Sí
54,Acero,7.959507442808898,208.2086120332409,1.0753806245194834e-05,B,Sí
55,Compuesto Carbono,5.796626148041305,587.750474427424,1.3161137153350329e-05,A,Sí
56,Acero,6.399056674744613,1992.0033096828265,1.5611512148258227e-05,B,Sí
57,Compuesto Carbono,6.54464300697732,480.87275550395094,1.9419501422794018e-05,B,Sí
58,Aluminio,4.834776841677867,1475.529507726702,1.996877965608976e-05,B,Sí
59,Aluminio,3.8907540113821653,490.4289263649925,1.1438302009448958e-05,B,No
60,Acero,7.404234518927863,1070.5975418167018,1.698542027328977e-05,B,Sí
61,Titanio,4.433243895350052,1501.6253098689124,1.5667595432024135e-05,A,Sí
62,Acero,3.515168862873561,1003.6889540358926,1.8448587838201568e-05,B,Sí
63,Aluminio,3.173796165259356,1812.3379056877218,1.609818042706567e-05,C,Sí
64,Aluminio,3.6532639403376628,421.8950087540747,1.2081680897015328e-05,B,Sí
65,Compuesto Carbono,4.3260685190854264,1892.9610731730713,1.5718729461132843e-05,C,Sí
66,Aluminio,4.724340005139679,563.6072578949154,1.6681351460708388e-05,B,Sí
67,Compuesto Carbono,7.5861556907330865,1488.8967324816917,1.983734443223741e-05,C,Sí
68,Acero,5.4929908638798235,200.19563343721575,1.8644433982088025e-05,B,Sí
69,Aluminio,5.164630645397949,600.8979238959528,1.2939576613804541e-05,B,Sí
70,Compuesto Carbono,5.846562808714722,1294.635604737769,1.7751506526539977e-05,A,Sí
71,Compuesto Carbono,5.862640181427798,245.02315663000076,1.3979104419563804e-05,B,Sí
72,Aluminio,5.389125645505079,1126.011569034691,1.2262425870096409e-05,C,Sí
73,Aluminio,4.789814934852767,1849.9713197903695,1.1978671569879672e-05,B,Sí
74,Titanio,5.958743715265678,1232.6577962581755,1.893819026849984e-05,A,Sí
75,Compuesto Carbono,2.5735330666810357,1753.110735376769,1.5619079463185043e-05,B,Sí
76,Titanio,6.130912628046444,1612.697504780869,1.8613871770766774e-05,A,No
77,Aluminio,7.943784500341133,1401.8725196010555,1.910947407420434e-05,A,Sí
78,Compuesto Carbono,7.797192547349197,1516.6056954624119,1.9204788087566608e-05,B,Sí
79,Acero,7.1097540545861575,498.90837338717336,1.0518561437062724e-05,B,Sí
80,Aluminio,4.27415183636914,1004.6699270832189,1.418709129133508e-05,C,Sí
81,Acero,4.6769918669744595,747.157451419485,1.3563939168749884e-05,B,No
82,Titanio,6.7704996034702,1844.9038584884033,1.7937318237645235e-05,A,Sí
83,Titanio,7.846537910432961,1462.4327556202254,1.631206418952302e-05,B,Sí
84,Compuesto Carbono,2.8549237950944426,248.5667481098447,1.2712328253320445e-05,C,Sí
85,Titanio,5.386517243404777,721.9401405489072,1.3559463224501573e-05,B,Sí
86,Compuesto Carbono,4.324864168846093,1738.753806385979,1.5916583753516393e-05,B,Sí
87,Aluminio,3.858595905979933,247.246753981753,1.1192989142657713e-05,A,Sí
88,Aluminio,2.8216772011778164,864.1520200812554,1.404004828270535e-05,B,Sí
89,Acero,5.150504985218072,1980.339463939762,1.9518991459009393e-05,B,Sí
90,Acero,3.197560870207578,348.65626885455407,1.8945653189132373e-05,B,Sí
91,Compuesto Carbono,3.2182800086373025,1850.4978685742822,1.7601319049206054e-05,B,Sí
92,Compuesto Carbono,5.631369686245497,832.3714681790423,1.2812643333287667e-05,B,Sí
93,Aluminio,2.850035355204853,388.67450539243794,1.2580669362627373e-05,C,No
94,Aluminio,3.064531106828798,849.259973684454,1.217060752803233e-05,B,Sí
95,Titanio,6.517949221920539,1367.3203793598477,1.7786151080004097e-05,B,Sí
96,Compuesto Carbono,7.876583291268923,1784.558317181571,1.6575355663871584e-05,B,Sí
97,Compuesto Carbono,5.4194640595262085,1633.9590539952467,1.770507637395791e-05,A,Sí
98,Aluminio,7.868896499610692,209.77584409996803,1.542653461299955e-05,B,No
99,Acero,2.552685196059665,1791.8916621366093,1.9768621383569587e-05,B,Sí
100,Aluminio,7.310683226535546,295.30117026825394,1.596710517481948e-05,B,Sí
101,Aluminio,7.840761214503561,1372.8964825419446,1.9702164369988942e-05,C,Sí
102,Aluminio,5.006313924418164,1679.9968570199,1.3917442327998016e-05,A,Sí
103,Titanio,4.706927778440772,998.3381414506241,1.230923111742066e-05,B,No
104,Acero,7.345738578340971,1601.6719245810002,1.8022470747633194e-05,A,Sí
105,Acero,3.961391247351596,1723.310108969907,1.1665171155100508e-05,C,Sí
106,Aluminio,6.741944957026227,1596.8530079160128,1.700045998082302e-05,A,Sí
107,Acero,5.044701503242798,1481.1599061560803,1.2658527499394234e-05,C,No
108,Acero,4.205400752410025,1495.2985452968433,1.639791083920065e-05,B,Sí
109,Compuesto Carbono,7.754431353039411,829.0064557399248,1.682798245103749e-05,B,Sí
110,Acero,7.336835267073768,387.1146160548184,1.4550630356203839e-05,A,Sí
111,Titanio,3.2509539384407216,1260.93896561862,1.0997572553493408e-05,B,Sí
112,Acero,5.493391511660167,672.1892172344839,1.8887497322586315e-05,B,Sí
113,Acero,2.7751441378969792,414.73632382904947,1.4548779722218392e-05,A,Sí
114,Compuesto Carbono,7.962026020152285,264.7636046424795,1.7613923127454146e-05,A,No
115,Acero,3.1198885895828745,509.50210015330487,1.4803801081214154e-05,C,Sí
116,Titanio,5.885082747046254,1187.4744039725188,1.4059263637593233e-05,C,No
117,Aluminio,2.7885989125130233,1857.5936163637439,1.6674510241244895e-05,A,No
118,Acero,7.540489718087863,1001.8367714438469,1.1593521393453364e-05,B,Sí
119,Compuesto Carbono,5.4963051969200585,1845.3899777019071,1.4750611240754654e-05,A,Sí
120,Titanio,4.53968028523658,1504.8386657454591,1.806981527601119e-05,A,Sí
121,Aluminio,3.844801820423,832.596012050477,1.1723932807669279e-05,A,Sí
122,Acero,4.810768249466965,532.5494776525766,1.2108647232092525e-05,A,Sí
123,Titanio,2.637916325486679,424.9283820437408,1.2335625689796198e-05,B,No
124,Compuesto Carbono,6.846715594932988,1710.3450187659857,1.284108852300594e-05,C,Sí
125,Titanio,7.716590784451162,1790.6380565657457,1.5433178331542983e-05,A,Sí
126,Compuesto Carbono,5.582389899805975,1862.1966475507743,1.8960134744194516e-05,B,Sí
127,Titanio,5.945167227617483,1251.6385151007307,1.524464095936462e-05,B,No
128,Acero,5.756084541247942,535.3463800782677,1.8103486753717674e-05,B,Sí
129,Acero,6.680126742741049,1897.7075817909295,1.169955131791236e-05,A,No
130,Titanio,2.9236277904798325,934.8612515757266,1.0369390134236977e-05,B,No
131,Titanio,5.113408500607692,1556.7859655465095,1.9896348033749353e-05,B,Sí
132,Titanio,5.629845753198184,240.75675153859638,1.3106489953453696e-05,B,Sí
133,Compuesto Carbono,7.592008775341478,663.6176581080647,1.7289867460918533e-05,B,Sí
134,Titanio,5.579108227478592,1903.6305641355482,1.1098735973565326e-05,A,No
135,Compuesto Carbono,7.415588016843635,934.3193083080666,1.2781033488711955e-05,A,Sí
136,Titanio,7.770152050704377,1977.272483338212,1.8564947065419246e-05,B,No
137,Aluminio,6.903871931432213,1085.1514514719388,1.2456950878850159e-05,B,Sí
138,Titanio,7.336149673003058,1105.208306896032,1.0459794057577694e-05,C,Sí
139,Titanio,5.942981823041509,205.38360707669,1.707428089564857e-05,B,No
140,Titanio,7.962009667335319,715.2870157114188,1.1788746290313425e-05,B,No
141,Acero,4.192835881703739,1569.9703031709628,1.723197197268637e-05,B,Sí
142,Aluminio,6.6024384491434445,1517.3554807557741,1.9051711592718755e-05,C,Sí
143,Compuesto Carbono,5.848122005991967,408.2574359762277,1.0314828698407301e-05,A,Sí
144,Acero,6.995084471240781,1332.0629955162403,1.6470913069353788e-05,A,Sí
145,Titanio,3.728890267242081,776.2873576066487,1.3829533413925493e-05,B,Sí
146,Compuesto Carbono,2.5341810025930736,1580.8419751638082,1.0864203123826883e-05,B,Sí
147,Compuesto Carbono,2.6314134605286874,616.1659057653163,1.2720024034878632e-05,C,Sí
148,Acero,5.805410283937041,1301.8978775247326,1.405253923000078e-05,A,Sí
149,Compuesto Carbono,5.095391295529516,1848.0151892113274,1.00375948653437e-05,B,Sí
150,Compuesto Carbono,6.714851615792441,1347.8812380772401,1.8914171187247743e-05,A,No
151,Compuesto Carbono,6.415396489658687,568.0555661366855,1.8978064289319467e-05,C,No
152,Aluminio,4.522089198606238,1491.9247320631764,1.754669828377642e-05,B,Sí
153,Titanio,6.027915577576812,1830.5552649412393,1.272283519309481e-05,B,Sí
154,Titanio,5.5339483243724334,1636.0472021107848,1.2175721905456125e-05,B,Sí
155,Compuesto Carbono,3.1819544830317987,1147.1776457680644,1.840847842511463e-05,B,Sí
156,Aluminio,7.301366905619725,1528.7993737525546,1.5708994423181535e-05,C,Sí
157,Compuesto Carbono,6.21709828237469,1406.8091577966384,1.935603037478286e-05,B,Sí
158,Compuesto Carbono,4.7351620870938245,1852.6159562939886,1.2894570499163607e-05,B,Sí
159,Aluminio,3.2944114165667413,1656.5612426589141,1.5675315439519548e-05,A,Sí
160,Titanio,7.569512284241862,858.9584345520896,1.5170325802040445e-05,C,No
161,Titanio,4.142319239975978,1476.677741247521,1.5579433600644973e-05,B,Sí
162,Titanio,5.90650989734228,252.64179439970115,1.6657756186509565e-05,C,Sí
163,Aluminio,6.426930218375588,1190.8504771365224,1.2981167140256267e-05,B,Sí
164,Aluminio,3.1135458426678597,1909.6057646358536,1.9077286702345723e-05,A,Sí
165,Acero,2.749525362030874,1433.2707482208652,1.4711360915291938e-05,B,No
166,Aluminio,7.0155916582288445,1682.0886856249815,1.3431824334179919e-05,B,Sí
167,Aluminio,3.7008517102439824,766.9621764880804,1.8328615791621997e-05,B,Sí
168,Aluminio,7.982955624495127,839.8897741035712,1.8485772572526152e-05,C,Sí
169,Compuesto Carbono,7.5967576521691,579.957882079706,1.6810871289276943e-05,C,Sí
170,Titanio,7.233520541831137,497.0121260440032,1.9493757678792263e-05,A,Sí
171,Compuesto Carbono,3.5287846464762405,1604.2205336301643,1.6291976063713104e-05,C,Sí
172,Compuesto Carbono,4.366477874287392,720.6491761027484,1.7485188867797872e-05,C,Sí
173,Titanio,3.71554985806414,901.0788288562457,1.4418512759502386e-05,B,Sí
174,Titanio,3.6798570028208317,1747.412523873855,1.893442217895967e-05,B,No
175,Aluminio,5.6777049139911755,1732.1524390086852,1.1734966980566728e-05,B,Sí
176,Aluminio,4.235658585360627,1513.5412288596303,1.331819491348548e-05,B,Sí
177,Acero,7.273054092323723,1365.1205427330312,1.8401382707514532e-05,B,No
178,Titanio,3.025944592665465,1100.6207365205003,1.9817665083415936e-05,B,Sí
179,Acero,5.982967925250817,938.457137836477,1.0942679475020278e-05,B,No
180,Acero,2.5963407043076816,552.2215417228077,1.1727102039186228e-05,B,Sí
181,Compuesto Carbono,7.3406295189772015,1380.9251798245605,1.0214526891790878e-05,B,Sí
182,Compuesto Carbono,4.890526639667197,1614.5216578699578,1.1407003135798054e-05,B,Sí
183,Titanio,4.772403516190829,231.12912701145066,1.3216998314538645e-05,A,Sí
184,Compuesto Carbono,6.696395714030648,773.7005238728649,1.5580273338575803e-05,A,Sí
185,Aluminio,5.495825292517241,1647.074452934425,1.0092465721733223e-05,B,Sí
186,Aluminio,7.552824807416835,646.1743751860549,1.855204527949937e-05,B,Sí
187,Titanio,5.152812410928005,406.63040100927117,1.0211698112402894e-05,B,Sí
188,Acero,5.424389574456087,476.9113118939466,1.6166421804606076e-05,B,Sí
189,Compuesto Carbono,7.277194914774271,634.5768819751383,1.6753327373873165e-05,A,Sí
190,Aluminio,7.105936476849004,1462.5536420515466,1.4825493220249683e-05,C,Sí
191,Aluminio,2.7576225664566953,468.07132314186464,1.982458613306795e-05,B,Sí
192,Aluminio,3.3779374884043984,1443.7115007823697,1.858218739611177e-05,B,Sí
193,Titanio,5.247261152094245,641.1467983647442,1.0227323530291503e-05,B,No
194,Compuesto Carbono,7.520910149971421,1355.6438624699297,1.843087262631545e-05,A,No
195,Compuesto Carbono,6.7608868923620475,1055.7046000715563,1.557452337266037e-05,B,Sí
196,Compuesto Carbono,5.773218119895614,1208.0513733656062,1.1996060516113029e-05,A,Sí
197,Acero,3.086055235477977,1068.4075988264667,1.5614730930168266e-05,A,Sí
198,Compuesto Carbono,5.4119771458891375,316.7051543780427,1.211895355339129e-05,A,No
199,Aluminio,4.127387527202692,1479.7039459310254,1.0865952911147667e-05,A,Sí
200,Acero,7.779817291790196,1133.7310744096376,1.9942449104614988e-05,B,No
201,Titanio,3.026726540041024,1919.5032390243143,1.2553844967843031e-05,B,No
202,Compuesto Carbono,3.0288197403874753,452.3218045736716,1.6300494817333883e-05,C,Sí
203,Aluminio,2.9745217512682567,1101.3847818850077,1.3388390567490595e-05,C,Sí
204,Acero,5.880680381544833,393.29841735085245,1.855489346606076e-05,B,Sí
205,Compuesto Carbono,5.214532890052633,1295.3619741103396,1.6200740466481303e-05,C,Sí
206,Titanio,6.999068746569769,1628.3571317253343,1.3656142424121487e-05,A,Sí
207,Compuesto Carbono,4.708762465952646,1686.5300261293266,1.7137036070232452e-05,B,Sí
208,Aluminio,2.796884485305312,432.3272281489194,1.698387730760222e-05,B,Sí
209,Compuesto Carbono,6.102137329673617,1946.2538464074994,1.7512462613267797e-05,B,Sí
210,Titanio,5.213297572875256,1561.0524008144168,1.568012497359648e-05,A,Sí
211,Titanio,5.351572694247208,1998.4549711777365,1.397250216613906e-05,B,Sí
212,Acero,3.995471376788193,1734.096000890281,1.6772564832657888e-05,B,Sí
213,Acero,3.901255701772944,311.9769744718218,1.9159360313303554e-05,A,No
214,Acero,3.235320352430784,1496.012037121934,1.915088038583832e-05,C,Sí
215,Compuesto Carbono,4.175128859593409,561.6424212569486,1.3264061848312012e-05,C,Sí
216,Aluminio,2.7667699137716086,366.9598148364388,1.9231028859909667e-05,A,Sí
217,Compuesto Carbono,4.590817302100726,322.34404820234766,1.2683829336998782e-05,B,Sí
218,Titanio,6.708474164863336,470.6826271666561,1.7026660892625646e-05,A,Sí
219,Compuesto Carbono,2.842479387933123,1325.3362072552259,1.702467279070229e-05,A,Sí
220,Acero,2.8735006567937864,1404.8006536229416,1.1303992249636927e-05,B,Sí
221,Titanio,2.875395053440557,678.1259093788829,1.2046054366606362e-05,A,Sí
222,Aluminio,5.180181529895157,1984.0626585587,1.2934647584520058e-05,A,Sí
223,Compuesto Carbono,3.7032980976438354,884.3893197364112,1.8104473677878457e-05,C,Sí
224,Aluminio,3.911989853496178,1468.4112364944299,1.2121842773657034e-05,B,Sí
225,Titanio,5.396241830140445,912.0608157707906,1.5386384547124715e-05,A,Sí
226,Compuesto Carbono,6.831307187797043,1312.3313425415874,1.5048337292876506e-05,A,Sí
227,Titanio,6.090948086725609,768.7951284693019,1.8169621100276474e-05,A,Sí
228,Titanio,6.917824496016708,1482.8654582742406,1.3576930122177587e-05,B,Sí
229,Compuesto Carbono,3.056099549179125,1889.4410397754732,1.0919676832206571e-05,A,Sí
230,Titanio,6.1891077187785335,1332.121175019421,1.7199260004658343e-05,B,No
231,Titanio,4.409894928409159,450.72703282744305,1.4415280646806047e-05,A,Sí
232,Titanio,3.981027055502439,1826.2496222211348,1.358824949380887e-05,B,Sí
233,Compuesto Carbono,7.385479907485874,1844.9972892420155,1.9091564874554844e-05,A,Sí
234,Compuesto Carbono,7.068094305804338,1374.2989555554657,1.0732760069514436e-05,C,Sí
235,Titanio,3.0495233049417987,1411.856354076513,1.2375245220375157e-05,A,No
236,Titanio,3.1807852485070227,1019.1970261377816,1.9195000771937278e-05,B,Sí
237,Titanio,4.0572981007656885,335.78427045473484,1.0033903116255632e-05,B,Sí
238,Acero,2.5609380282695997,1129.785634336643,1.4080445418993993e-05,A,No
239,Aluminio,4.58361202429291,1204.4116699435958,1.2743009758632384e-05,C,Sí
240,Compuesto Carbono,7.0867096488945895,205.54192010185085,1.704701744523082e-05,B,Sí
241,Acero,6.356482891520031,1569.8698593698691,1.449362505218794e-05,B,Sí
242,Compuesto Carbono,7.928032891021148,1932.960095403677,1.1348786680710373e-05,B,Sí
243,Aluminio,6.086314774132282,387.0070853599648,1.6518705780730165e-05,B,Sí
244,Compuesto Carbono,5.131647084165037,1873.3376228320028,1.0843897808657325e-05,B,Sí
245,Aluminio,4.153912884223809,708.9826749688873,1.8814691890372296e-05,B,Sí
246,Acero,3.9138493744554115,436.4543573581693,1.7927973304176146e-05,A,No
247,Titanio,3.9885018185966077,969.9298093709592,1.6917218948488403e-05,B,Sí
248,Compuesto Carbono,5.301187959804491,1430.0070199504792,1.1828515538297881e-05,B,Sí
249,Compuesto Carbono,3.92803837658957,971.0709560849657,1.3842182555639307e-05,B,Sí
250,Compuesto Carbono,2.7922674017175853,1445.7738404051802,1.4729614317524785e-05,B,Sí
251,Acero,4.212655249632595,1757.6212695891065,1.7958671378749466e-05,B,Sí
252,Aluminio,7.728158316947459,894.6796752789784,1.5316068290177577e-05,C,Sí
253,Acero,4.21961575555536,628.9579281568256,1.5800351283722357e-05,C,Sí
254,Titanio,3.493714567636917,1727.048464889188,1.9965857322015954e-05,B,Sí
255,Acero,6.735400736416985,1733.2578602199237,1.1868463370728403e-05,C,Sí
256,Titanio,5.590586859054072,880.524325953977,1.62081994752441e-05,A,Sí
257,Aluminio,7.300781311423591,1557.6835476322708,1.2064069905523856e-05,C,Sí
258,Aluminio,3.8312312732973153,1722.1212868311666,1.0573711647256666e-05,C,No
259,Aluminio,7.084410225713246,474.0062576049151,1.888474838236544e-05,A,Sí
260,Compuesto Carbono,3.6484246078474616,1691.9235050515044,1.717660824369149e-05,A,Sí
261,Compuesto Carbono,6.674807771448642,741.5858348864178,1.0090613125366565e-05,A,Sí
262,Aluminio,2.6149706173658647,921.8806511872757,1.8304625456084304e-05,C,Sí
263,Aluminio,2.763253718159837,252.13722172751898,1.7817679482773584e-05,B,Sí
264,Aluminio,3.0405272276916375,976.3831372579061,1.0098078296558922e-05,B,Sí
265,Acero,7.137396881047709,470.5700924403785,1.9697329624636747e-05,B,Sí
266,Aluminio,5.044762275552847,393.432436758517,1.3619725255321983e-05,B,Sí
267,Aluminio,4.1206711462771946,1923.353312689491,1.599244036597263e-05,B,Sí
268,Titanio,5.381546312921918,1048.163282855681,1.3759051031933743e-05,C,Sí
269,Acero,3.686769458628082,1402.7353823667374,1.9362162041515285e-05,C,Sí
270,Acero,5.250765943203129,1546.699878177456,1.6055171360604903e-05,C,Sí
271,Aluminio,6.809126918016908,1349.9023801508972,1.877973097649803e-05,B,Sí
272,Aluminio,6.998723462255841,866.4085041214752,1.628844430389324e-05,C,Sí
273,Titanio,4.617057309403698,230.8282860705374,1.0795356268216626e-05,B,Sí
274,Aluminio,4.982538497640195,258.39361969271897,1.9673504186105036e-05,B,Sí
275,Titanio,6.490624611960605,1926.1803201256726,1.8248430421025968e-05,B,Sí
276,Titanio,7.194701500872076,1285.1529555702357,1.6007565893906e-05,A,Sí
277,Acero,5.203502566872982,1339.12123054401,1.4948469403820633e-05,B,Sí
278,Titanio,5.961974252279308,747.039314968807,1.5768179746036264e-05,C,Sí
279,Acero,3.339132976387385,590.6030281631079,1.0058912818197375e-05,B,Sí
280,Aluminio,4.586361172923272,1653.184480938058,1.0354382450954342e-05,C,Sí
281,Aluminio,4.170646845167949,1092.9773723607516,1.4474642253972053e-05,B,Sí
282,Aluminio,2.6934997597326005,848.2116909400635,1.581606087208452e-05,B,Sí
283,Aluminio,7.3092573558944,322.25422576494407,1.0773289579741784e-05,A,Sí
284,Titanio,6.5839096059463005,668.5465457368673,1.4702005645983348e-05,B,Sí
285,Titanio,7.542152626656151,1033.1656377733755,1.91225906018359e-05,B,Sí
286,Compuesto Carbono,2.9059078859368417,1538.5778385268886,1.1641449994801554e-05,A,Sí
287,Acero,2.5469028810426515,1670.0467354067168,1.4050179150770803e-05,C,Sí
288,Aluminio,3.9741972042742564,308.06288709551256,1.190667363717419e-05,B,No
289,Titanio,7.72331189558146,661.1817426843475,1.9780825039357142e-05,C,Sí
290,Aluminio,7.363965734727408,1009.6288662487091,1.4368658289544896e-05,C,Sí
291,Titanio,7.987644967803625,436.046644317754,1.7363827659298098e-05,A,Sí
292,Acero,3.216601906370559,1757.0125270561075,1.0966250220733349e-05,B,Sí
293,Titanio,4.630418179401804,779.1874415453367,1.2798024270426884e-05,B,Sí
294,Acero,2.693023409625016,1834.1304794370417,1.7130688618711092e-05,B,Sí
295,Titanio,3.22004996611195,807.6018135700057,1.6223060511086122e-05,B,Sí
296,Acero,4.608562306634463,522.595498072899,1.1885342134023166e-05,A,Sí
297,Titanio,5.199686214478358,795.5028357830602,1.2054204628671228e-05,B,Sí
298,Compuesto Carbono,5.49246279110973,603.3265175628484,1.1588342930208053e-05,B,No
299,Aluminio,5.012426356829366,1881.4285452229003,1.3586086854837618e-05,B,Sí
300,Aluminio,6.468602080305643,1738.506147207404,1.282977595811482e-05,C,Sí
301,Compuesto Carbono,2.895763801698501,1322.6198256615837,1.865229768334989e-05,C,Sí
302,Compuesto Carbono,5.901693989949659,1923.7047529739405,1.7825274723477443e-05,B,Sí
303,Aluminio,4.46400635697189,1672.6947429473732,1.6548221977758743e-05,B,Sí
304,Aluminio,6.567011482432252,1510.8168088882512,1.5185018870681928e-05,A,Sí
305,Compuesto Carbono,5.795569861296847,1335.1026676679878,1.192663346629789e-05,B,Sí
306,Titanio,3.3463028947402167,915.9214868734508,1.962737152448996e-05,A,No
307,Aluminio,3.073783928422115,1732.4468939784256,1.4582618067267437e-05,B,Sí
308,Titanio,4.28725867307047,720.6050953143679,1.5441013368509587e-05,B,Sí
309,Titanio,6.446378533706213,1983.8558866899837,1.3547365069553983e-05,B,Sí
310,Acero,2.7449923839281833,1450.140465941196,1.4243983353875137e-05,A,Sí
311,Aluminio,5.131805076471627,243.3992161900724,1.1852547067987666e-05,A,Sí
312,Acero,7.181495812139404,523.8156695400245,1.2530043058340143e-05,B,Sí
313,Acero,2.9879838947149966,937.4466561053674,1.537596417384652e-05,C,Sí
314,Acero,5.311574308367719,1863.1547329469322,1.8636209237587098e-05,B,No
315,Titanio,5.65393899202845,1654.0498372532377,1.03936172657954e-05,B,Sí
316,Acero,7.141359153120609,1100.618960341652,1.266781296278353e-05,B,No
317,Acero,2.7948302668064806,1621.6323167213964,1.9208778831228605e-05,C,Sí
318,Titanio,4.648082870676706,785.3041346144663,1.766946609209285e-05,B,No
319,Aluminio,2.972181930965947,708.2627710551625,1.831416307047353e-05,C,No
320,Compuesto Carbono,4.274702921148533,1676.1271965885026,1.986395061465728e-05,A,No
321,Acero,3.275476119848844,912.8472161640018,1.549882951777692e-05,A,No
322,Compuesto Carbono,7.3943905410475965,809.4785067442134,1.0940148684898598e-05,B,Sí
323,Acero,6.51076300536993,1068.2573920696436,1.50722637370942e-05,B,Sí
324,Titanio,7.185779918293121,1781.9966592310213,1.1049664618987143e-05,B,Sí
325,Aluminio,7.4692750121049025,1929.9130506470997,1.8908124102879668e-05,A,Sí
326,Acero,7.5903134530251295,1452.973543376617,1.2708656567366999e-05,C,Sí
327,Compuesto Carbono,4.185040739507462,909.8282495748192,1.800377358048958e-05,B,Sí
