ID_Envase,Peso_g,Espesor_mm,Resistencia_Impacto_J,Transparencia_%,Tiempo_Enfriamiento_segundos,Aprobado
33,48.64113687682835,1.130165174237426,4.609965861948972,80.35120364253565,27.371921692693807,Sí
34,50.524015780774434,1.0918410402795016,4.827412739308588,86.33164305811208,35.841215093720166,Sí
35,49.26254149338394,1.1716583746298066,5.413139730705602,89.69939393942235,18.605866234789676,Sí
36,48.08557841566849,1.317824863233398,5.0671197512339,78.37774710208126,29.62853388017847,Sí
37,48.62406155540444,1.2885776563746385,5.143143075002761,100.76208726499428,29.526947862824777,Sí
38,54.48048280689622,1.0174998251851264,5.171971675208083,84.50737303042715,27.128135272147365,Sí
39,48.63396541879086,1.2794081778922226,4.797581017214827,84.57043053174,20.96173982907497,Sí
40,48.6853142356698,1.075434609321425,5.947636419546303,82.1055797955094,29.136149489732556,Sí
41,48.19588616213323,1.191118343071469,5.431318221154795,81.13873894493086,33.76046018472,Sí
42,50.42800106865175,1.1724434071041092,4.15499008055173,81.10510059726244,32.96992349774583,Sí
43,49.48212854884662,1.4882397975837207,5.97127014156342,92.53638481814627,29.34068582356702,Sí
44,46.58147582376517,1.0371242752171774,4.406939878344835,86.41885227304941,36.54861784802691,No
45,53.040042066414735,1.102300543137779,5.263745045136525,80.42127711836538,31.770830909066383,Sí
46,45.41455495954631,0.9853778286269788,4.746349916616303,88.5249309715624,20.46342485132837,Sí
47,48.09641772712348,1.2516177855955646,6.280422256370276,88.98830532058842,32.07797377115095,Sí
48,49.353544982462616,1.3780362575279843,5.11984676682746,92.3644045418024,36.26109558334117,Sí
49,51.5263494697752,1.307493057358061,4.677307425428233,75.57235226200099,30.091675009840152,Sí
50,48.70603895464013,1.0246027509372466,5.378438040788785,89.41019142087295,27.37326032242472,Sí
51,48.63125051267478,1.2168898998240467,4.554260875895303,92.76412056752514,32.199582810782026,Sí
52,50.31126083399507,1.3031761459033244,4.832815009219321,82.17737387929134,26.78682094916865,Sí
53,49.05238690892046,1.1679963796322388,5.9935848373227705,98.45079336044418,24.113135547184964,Sí
54,47.309619818581055,1.080353594327856,4.683872684850785,87.311642929307,26.12544623094973,Sí
55,52.3754065038713,1.2913801744354934,5.843286325826632,80.44640320894322,28.968216114830355,No
56,51.218191715404245,1.2331227119248869,4.72382849735281,84.64820872513653,31.920554924783637,No
57,51.76330892502691,1.3397056852419198,5.233340320055114,86.36041907944791,35.52775799236514,Sí
58,50.37142822982203,1.2801922994430586,5.042017305976229,89.16537829652094,32.22593227258441,Sí
59,49.78445203820491,1.5286177738574318,4.888682220231387,75.15228849586813,13.915197271693856,Sí
60,52.79534016481104,1.298290724273789,5.942309874587871,88.51398625566542,28.79398162406102,Sí
61,48.51175388590293,1.174590818137384,4.319350533502568,88.3829848161076,18.43322286290379,Sí
62,51.007617238922286,1.0572877653549553,4.8868456159169,81.11863719115068,29.43199958130241,Sí
63,50.36237681141727,1.1323462728228146,4.469128412755062,90.67614634618111,29.832385058237595,No
64,50.20327613673612,1.194301120481237,4.410705597903675,82.98081127721055,29.91723550925112,Sí
65,47.00614284641629,1.239416924335069,4.59091637141361,82.84934107969124,39.85176307578943,Sí
66,48.08362415406706,1.3085217255274744,5.368361796199972,90.1518327509154,30.98879170846853,Sí
67,53.69157373945584,1.027795929612896,4.171242199771765,82.6703150888473,25.00846805539354,Sí
68,51.22319425045699,1.352437008885395,5.215580437397051,87.60005455829189,29.58253870197611,Sí
69,47.662972252225245,1.148414588599327,4.677121019741494,85.05542090099675,28.01076371070045,No
70,46.58983095179414,1.1116819372149978,5.635736345214519,88.81801919733236,24.99814817223326,Sí
71,47.72530470308649,1.384716116816095,4.844619516878929,85.0222258250787,35.51903164892058,Sí
72,48.21765641629842,1.056546754394665,4.951889989734884,81.26473884172076,35.36342866658016,No
73,51.31827997229504,1.0754185810666392,5.078813783628707,78.70543763954755,29.869808872554422,Sí
74,46.254468135296,1.112164719978696,4.849914994665796,84.98276397802682,39.0897841685293,Sí
75,53.281322764780604,1.176158721033001,4.424880402901249,85.81589311454734,28.110416009341638,Sí
76,50.85763585177179,1.3315622623475123,5.126330769249535,89.59910696436256,32.59119333346543,Sí
77,52.40853598799128,1.317467536143979,5.015915449519518,88.65032205743293,31.60689264913762,Sí
78,50.15998853600191,1.3237718890388752,5.304183145110783,85.20754464993836,34.79521410667169,Sí
79,49.65031158487762,1.195004432073988,4.820393333762956,82.43498155682745,36.98701945189172,Sí
80,48.89703692808506,1.1881884798101512,4.409107656235729,79.74977097739514,27.971176282005977,Sí
81,49.038063761851966,1.225302807563186,4.456817789431953,82.81727486577483,31.312563358542768,Sí
82,50.54565784868254,1.2437321292405554,5.008188999578762,88.29873422931077,39.689003864234245,Sí
83,50.54547834533043,1.2177269024332131,4.567361769488716,91.07462233019908,24.598639382748072,No
84,47.5791740884562,1.278762986808166,4.996431857075281,74.81883283822648,36.1442026768423,Sí
85,45.02357430846901,1.2490528808747423,5.648836235577838,82.3086484928486,28.8983977278614,No
86,49.45378303390172,1.2184798688765983,4.334909452133706,79.16862275655564,29.31420925207098,Sí
87,52.84878688128626,1.142671821370057,4.628957901342675,89.34463804248225,23.99540565998316,Sí
88,49.2830952112922,1.2952282550547352,5.4743366045729385,85.96672958642446,24.989722529836065,Sí
89,44.0556101072405,1.1460617092750445,3.946688937381373,83.78013667702999,29.07181773778186,Sí
90,50.96402285496247,1.2121829194826823,5.223955570766544,76.54794350639756,25.09068638910403,Sí
91,49.47182746403257,1.111178289893994,5.713981985405104,84.79486219507096,32.455625096141524,Sí
92,48.21961328331803,1.119624313367271,5.360554378164827,77.49799087196573,32.33407125019957,Sí
93,45.7994240816709,1.0352586610459964,4.669594229925106,88.16712511881178,31.277570104872503,Sí
94,50.76822467241229,1.125568427514068,5.431047654947411,84.05236811579562,27.48579227221809,Sí
95,51.54913035762236,1.1838710554346557,4.980118164632576,87.38752598799147,24.58914865410671,Sí
96,49.46458753505101,1.1643976371617637,5.192450181910093,97.21658499233084,31.947939461295064,Sí
97,47.88773566782053,1.3009375311260096,6.028153455014652,81.0044604002574,28.905186368621703,Sí
98,45.40413880912652,1.1481459844350133,5.586397474762583,84.47539488564624,29.788661663563737,No
99,55.07407144423485,1.2266971673248717,3.7622175278329006,78.23019087606565,33.16848267709633,Sí
100,49.87686477561165,1.2227649698692515,5.154701799448413,85.40822130699924,30.86664281604257,No
101,51.26517348009891,1.1786583386443068,4.708541194232144,79.05014219873978,28.229673871231984,Sí
102,49.63532636020615,1.1736123913441276,4.396483410897768,78.98180185697406,40.98034934655189,No
103,49.76067164888148,1.2363046708230874,4.676153630394258,84.7647592552265,26.42846745273039,No
104,49.61161394234486,1.0893633200681585,5.377870875976862,86.02873265411404,23.42627391638338,Sí
105,50.87736296063374,1.2839819594539064,5.137342788389152,74.63609172779337,29.734515400625703,Sí
106,51.545886608606814,1.139111593694617,5.091771875564607,79.21696814154373,28.629676342928427,Sí
107,51.07372574723437,1.24407162529955,6.263291230004112,77.27073570673858,31.52804821177102,Sí
108,52.017067247039385,1.1969713411115703,4.931605811398585,85.4177156507653,24.6314998505056,No
109,50.6653398550513,1.340794395822993,5.019268233617682,81.07275235498768,21.544274033948597,Sí
110,49.88406108306132,1.227077712094234,4.097259740807868,90.26216875608036,35.766372553414755,Sí
111,50.03935092382003,1.366001043195538,5.265649590078548,85.90032519494191,33.20852173134396,Sí
112,49.60680780758255,1.224393087411659,5.270056880565713,89.81450762700081,32.86143626220403,Sí
113,51.66982603891952,1.2466994956999815,5.554014892351671,86.83468728095656,24.991850154271848,Sí
114,46.27288092998347,1.1052347743630069,4.452619015645665,94.97690018442346,28.769203855784905,Sí
115,50.83824234009231,1.26030794703959,4.808203741081112,83.1844850899957,29.86315346973957,Sí
116,49.64716232395887,1.2803992173103576,4.754986033377609,77.88298659240681,38.347298793413366,Sí
117,49.97293627821321,1.0905766618665922,5.218506439861936,78.70469086051979,26.85498218031362,Sí
118,50.64155916983872,1.0754264925689427,5.12140640598494,89.18597838740348,33.67528757842581,Sí
119,50.58732994144797,1.3937451002416523,4.954336806833215,84.65978217686565,24.773595564535587,Sí
120,51.47683907287638,1.2171452834641134,4.927375767833753,85.49319871456909,30.7382503434895,Sí
121,49.86466667535349,1.2361487509480418,4.844323645688822,89.10410439357729,37.156950290456365,Sí
122,49.55196030928621,1.3271496631476207,5.031261418123981,90.45828910591364,35.26239193964643,Sí
123,49.276103153705485,1.19540960118335,4.5743296895435686,77.2910335548355,30.2141792541328,Sí
124,49.19354863610852,1.1203023149776528,4.537482684905275,77.57652335818696,23.176731184959447,Sí
125,48.15413321050527,1.15396758077769,5.061848581197234,83.81465249193538,27.71072806316346,Sí
126,53.16417183714604,1.2905080916982743,4.906456535434906,82.70237042344289,25.662619750032075,Sí
127,49.149883953494665,1.0545514970389789,5.1945923673823655,82.84745678744527,28.17755537467537,Sí
128,45.86781138952669,1.2012752557545483,4.278397983963029,86.92802480655916,34.5041316947381,Sí
129,49.567507476651535,1.1515613475075026,5.060728207947278,80.06115348547132,27.469730120884176,Sí
130,47.608492379548906,1.252589655033493,4.698580032772568,86.94801049323284,37.89675938252344,Sí
131,49.83592796223375,1.276061453252702,5.555705672469594,86.66655057751456,23.488168811016514,Sí
132,48.91014125396024,1.3323634202381405,4.364104962774371,74.6284339663792,33.29226700827895,No
133,49.16264957925334,1.2138969222659213,5.037935226192908,81.03230819054548,25.405327389482792,No
134,51.20857552203889,1.2670485366237292,5.257000148986256,76.24496679924398,30.06836125953633,Sí
135,50.61624541231265,1.085425877157288,4.462145637884358,80.65248413331055,26.00132659304886,Sí
136,52.29814754626793,1.1236685324286764,5.355674181080946,87.43597330110407,40.95852329762213,Sí
137,53.49756788755661,1.3307798775477848,4.925546435006663,79.91582913986853,30.903583906236285,Sí
138,50.41589195709755,1.0949185052156638,5.514169503442767,85.81264536888004,23.21985602016173,Sí
139,49.71553869593531,1.4298197249824922,5.37797488753178,83.66215643931018,24.79372094707364,Sí
140,50.745041783365984,1.153111350394432,4.220683772178167,78.93664089724496,25.121001362017868,Sí
141,48.24770701163447,1.2039377902699528,4.828080398837186,84.54030728920304,32.9084124577212,Sí
142,48.348539089450114,1.2482005363668918,5.572688800482641,82.2406344492245,27.323950375792705,Sí
143,48.80964285343228,1.1044435085576625,5.298898951849767,85.59438528852522,31.763831451003814,Sí
144,49.542478297222935,1.2459003435067673,5.118059778167961,78.24519678486266,34.72641284290679,Sí
145,48.715810331571575,1.3009428067992477,4.79638088911306,84.54902905916825,23.191404594392296,No
146,52.11005808276607,1.1429438075764544,5.492883441048471,86.16933081655516,37.80962741617519,Sí
147,51.17676629349606,1.1254468028394364,4.42113111055259,95.35620626612294,24.35070636751381,Sí
148,48.944943178404486,1.314094031836201,5.20499897656031,80.05120009338458,36.2281989959556,Sí
149,45.28960946960041,1.1032479949689995,4.861901930926433,83.46116546698477,29.50481281891241,Sí
150,49.715066064408376,1.1312455682482403,5.324855115550252,97.06648256401316,39.5185041586458,Sí
151,51.72601636652029,1.299131852173257,6.414094814553408,86.51712670145812,27.729513357460405,Sí
152,50.80021795593915,1.2739310777388717,5.985054731813155,78.1699412025026,27.776083388064414,No
153,49.6891339053466,1.3150100045333517,4.772667360623335,73.8969486212557,33.14822304041442,Sí
154,49.192416181049104,1.097980620630206,5.562233990554012,86.61295388599792,25.01415045033697,No
155,49.60549003940731,1.1004967820917406,4.890592252153158,82.20603049759298,23.642622147455462,Sí
156,47.3818670651451,1.2348124799081723,4.105979115568102,81.62465965350414,33.65809973498664,Sí
157,49.4989399847038,1.2530075069591922,4.565791868140437,87.63102584536007,34.81585920240105,Sí
158,46.094396207335805,1.2191368239117624,4.859852094011555,81.1539935485885,35.577828970258096,Sí
159,46.724768147351305,1.3082767003987918,5.127455367439848,85.1578511935339,33.41569975832373,Sí
160,50.54105331129043,1.2002749906952448,4.707319962362845,89.9724555828817,26.73124513437405,Sí
161,49.80981161110632,1.21236532138247,5.438641134572336,86.1080184520445,30.924712062835383,Sí
162,47.45942752182618,1.3262168453524783,4.464172732305512,91.59202156042151,25.133332491319,Sí
163,51.73590807062544,1.1168292661293333,5.4055391821100285,80.17192317730476,38.39848419448646,Sí
164,49.58757940840975,1.230963204892183,4.644629938003103,82.76737711785584,32.53151743591566,Sí
165,50.87976467311233,1.2364971543249446,4.577895706473926,87.26653548219136,33.77099465575023,Sí
166,51.8627776474161,1.136999931047005,4.384080374837978,81.85110148887007,32.317043088309084,Sí
167,48.3093204327857,1.2012888212091457,4.900900588768885,87.06580206995739,28.32330871146338,No
168,47.14492418467224,1.1974166934362585,4.891628411214995,86.96286751185797,38.46869986061979,Sí
169,48.879540817061546,1.1378212654021316,5.898214980771052,91.83413263331856,30.54635183977006,Sí
170,48.42852100111314,1.069700366861171,4.919890531634334,91.03844233786214,36.30634877678186,Sí
171,50.0695356801104,1.1157995505323388,6.057392961859097,89.94596080326136,28.63045429955919,Sí
172,50.6595056135104,1.200785703352358,4.839301208405833,80.9110999187894,43.02619047694891,Sí
173,48.844066865648806,1.153528573853638,5.064114675870315,91.95267260180792,32.3580264951017,Sí
174,51.62671972101751,1.061402426121271,4.4978089937426855,82.41219081346958,27.852872786040237,Sí
175,53.41276922993371,1.36744318598519,4.8876216485210575,87.03737099963489,25.084994170743776,Sí
176,46.901948662448966,1.206777536122556,3.865080517568469,98.28005529280438,35.00037144491021,Sí
177,48.13063123764206,1.1935408757017891,4.357515497377725,89.98355909101372,29.523275465484808,Sí
178,49.4333149130221,1.0527593655263838,5.365547474963009,85.97844558437521,23.906327392613324,Sí
179,48.40112175436434,1.2997451646395797,6.2771907996427485,73.65756713677324,28.155883811538303,Sí
180,50.78182366408915,1.3558972606483153,4.665068993211551,94.29471934840151,28.43766596682263,Sí
181,47.95205534455705,1.233212223076734,5.422189779709437,91.71643077347504,25.79977851132343,Sí
182,48.63301604171212,1.1656499053870728,4.652723887115871,82.41809069635143,36.40501622339514,No
183,52.802889040836085,1.1956113085300468,4.752825776822921,86.01704687071623,26.911865708264106,Sí
184,52.59776231568901,1.1657486643039598,5.172298145821999,82.26809993203317,27.341127807045872,No
185,52.381530719362544,1.1414206851761146,4.372813051305061,85.67327777221529,29.339067199234357,Sí
186,48.352497799406976,1.1702386516624284,5.432602546851598,87.95860469253603,32.21300037774976,Sí
187,51.37742187282424,1.252386713103382,5.698726888595803,89.86710730689353,30.14041377503436,Sí
188,52.08092158149505,1.2370598758073794,4.963930574596309,83.15447822275723,41.006234830188575,Sí
189,47.87276040342283,1.4436534423029157,4.9895578067100965,91.02787130708174,30.220427635229843,Sí
190,45.97182789084261,1.3247198268084128,3.616540843003877,78.58477890151612,38.3554328380378,No
191,51.23940889607584,0.9999544538254788,4.964424992259708,83.8350377945695,33.300651962524,Sí
192,46.16566592146566,1.2807648322116605,4.836346880926322,83.12030093067472,29.427929564790936,Sí
193,48.592100113015775,1.474602911799578,4.35409961270945,79.41949752345982,32.87078692821427,Sí
194,46.60515601726224,1.3077768748566476,5.484653555397176,87.38348280733959,31.378913785251843,Sí
195,50.05967160119833,1.1293999944452588,4.161957838133556,81.61209012945697,33.399407918204844,Sí
196,53.890791327690685,1.2897606973722249,5.400629968992126,83.43942535775145,26.650433094820045,Sí
197,51.474006498875326,1.1710099523344213,4.862266058182999,81.91619978485198,28.041589101659344,Sí
198,53.005478763979525,1.092186477155554,5.886729723214909,84.44054120269777,27.154332479728858,Sí
199,51.04941694346687,1.2142544922965732,5.90407661928137,82.22185384180715,35.745259696979666,Sí
200,46.77266086392756,1.3369978198805597,5.471491578786515,79.15762690905215,38.12399092400096,No
201,49.81407945362588,1.3211298126702382,5.767260221505595,91.81365954005328,28.100075480543996,Sí
202,50.59019080795796,1.1783549544752263,5.181416230213434,91.8113191467154,24.526153000661548,Sí
203,51.04113571664733,1.1478697926035166,5.9502100997248215,88.10930426177649,24.773085232703224,Sí
204,51.97242468203255,1.352429579048221,4.8123375603966,94.79998613881752,35.768427031799405,Sí
205,48.41422555338288,1.3258628160035792,5.384736705937892,91.09401195763184,27.486666690368253,Sí
206,50.35175911569075,1.1636108304279615,5.155862440190872,89.15110915301665,30.19518972527584,Sí
207,49.48534499340144,1.132923274197443,5.270947210811892,80.57336148647748,32.64679056840659,Sí
208,51.66189126989132,1.2098879288840807,4.634722880043605,79.04238840681373,34.884554682713265,Sí
209,49.915615722303,1.128200571741897,4.756689853419656,85.54189464126625,21.483011202140204,No
210,50.10706174458225,1.3543124943014817,5.005672519967544,85.68553537503824,29.13966458350991,No
211,50.189677685339554,1.1771207892048945,5.038208330631396,75.70568267180798,31.556053255386686,Sí
212,50.72361290027048,1.3764255037354207,5.302836331916704,81.2569753452899,21.60731105284762,Sí
213,50.021640048084,1.099907308335606,5.190401262610438,88.10562651837768,25.135233202873003,Sí
214,52.51749748588157,1.0954638657120956,4.6299476216586815,78.11941177272772,34.86588074407795,Sí
215,46.66860319598041,1.2073366600482418,4.5961323880048175,88.87817432872228,24.465395716644725,Sí
216,51.78316792641114,1.216566003289704,5.031046231127368,83.11003689472794,36.61765024087445,Sí
217,50.85129090323496,1.1977684361938925,4.958184084468497,85.1147125742273,32.2464875032417,Sí
218,50.51190345866699,1.1191567061658825,3.68563763984692,81.69783901659845,36.32468839527097,Sí
219,49.51325707529207,1.178003015294479,5.0648115177524256,88.1340279888731,30.5186487957058,Sí
220,53.601755743679135,1.1501954027072356,5.2077832383356135,89.5278037718237,31.699277990283026,Sí
221,49.99395170180436,1.0350852530261934,5.36561968343208,84.6353668266389,25.425533585384137,Sí
222,52.52665637217983,1.146767099744613,5.123290397138896,87.91569101389248,25.99828527714689,Sí
223,53.84180129631788,1.1690738086505967,4.970602385067993,83.24716397955237,28.655645922369654,No
224,48.58754874007404,1.0493396706148366,4.866031753898999,95.49841729707076,32.12273041186224,Sí
225,49.71854026143233,1.2887058938155338,6.10310899182258,82.00651945349838,31.559862216274567,Sí
226,46.88547748128823,1.369138812036659,4.731140416617545,85.84986607075179,25.147699459438567,Sí
227,47.84794173219707,1.2039394117630169,4.9388333260272494,89.58076249221945,30.439943728422307,No
228,51.21213506520072,1.065049436659914,4.766695368809529,89.360020059815,26.142209346406485,Sí
229,49.769745641009095,1.17776816280934,4.448298996639666,76.57369365288332,26.276485518246695,Sí
230,48.867428879213726,1.185878924427396,5.297558868631986,84.27705319139926,20.11181555039842,No
231,54.87875111137963,1.221794104347716,4.452924526781119,85.97306029105326,37.86588382759674,Sí
232,49.47418209066058,1.3808097632716136,5.101354269800156,80.17267208279391,32.154253855910035,Sí
233,47.404083944069896,1.0921440245134626,5.444003602140979,82.02335158897995,36.12689555172047,Sí
234,48.174898506330784,1.232012698422438,4.55751702842959,92.05762429380114,22.35938281301199,Sí
235,50.34630623274177,1.2808821050873234,4.585408435185818,80.32609903145281,27.425576192165316,Sí
236,50.67795806139988,1.2756790513931695,5.739467360280708,77.78132215987165,25.78409873513116,Sí
237,48.566102469673176,1.3113187059495146,5.688051990587202,95.4941240156217,28.590989622597736,No
238,48.41695944413483,1.1997944193697414,4.877769461296087,87.90046975091677,33.48124918695166,Sí
239,48.5568637426348,1.197714825246479,5.40292702900198,81.32540634054277,29.16705490649681,No
240,53.09298647232082,1.2181013136740462,5.047925141268779,92.0698083192357,28.24428369301798,Sí
241,52.769883694191584,1.2003811062504035,3.5136112028316364,84.26089371220938,33.883543788870206,Sí
242,49.95417115590843,1.1230322691586367,6.0833780227703125,86.01283902851773,30.139423557440285,Sí
243,50.66591657136771,1.2208141152267096,4.91195299917304,81.50764294229589,26.591568961863658,No
244,50.2804289761551,1.2508798646690955,5.4788292996247,98.30102817941297,34.406909707955734,Sí
245,48.93455920664537,1.145470727629596,5.963123049525673,92.6779746564171,31.516747418310874,Sí
246,51.49530124519411,1.247735420093366,5.087912661920719,80.57309319484746,22.1110423517208,Sí
247,46.670243019917294,1.1262530657477978,5.49328134762006,84.12268601723567,34.35844924412426,No
248,50.75340390745026,1.166770212730723,4.676833223707565,85.37813275507365,35.933153464618535,Sí
249,52.211787421223065,1.1841969482641814,5.2971529694153645,79.44551586168832,27.05953621836472,Sí
250,48.311211130029655,1.3075336407068727,5.254374333730373,81.64545599232241,30.230839322530453,Sí
251,49.138989412436295,1.2311236510140235,4.435049160654651,83.62988524473639,18.354494785499533,Sí
252,45.25564767480721,1.282332885582259,5.318815462083229,87.22905549364629,21.08055293837544,Sí
253,48.22990733650133,1.224599620029711,4.364491368634028,79.0558603500014,28.84464815921235,No
254,53.49683637597758,1.2502507820607878,5.08801662566944,79.39722559169232,33.96359367271699,Sí
255,46.141274574563845,1.1751560936571344,5.601810776803468,80.63063221601021,26.30977892830997,Sí
256,48.35883758225816,1.2023242854019411,5.310627083380982,89.49454975767466,27.360851722462645,Sí
257,52.89349695125756,1.3012202584761343,5.216796815448085,79.07044947829776,32.95980248598632,Sí
258,49.53754196299311,1.050138459635952,4.280779515088391,89.47687646661316,35.48868378646315,No
259,48.644950949059606,1.2005688982523923,4.9857419603697295,70.9272180144297,34.84095699951047,Sí
260,50.29604774831982,1.218055190503649,4.111625255559645,84.12834668637066,34.24603839983963,Sí
261,48.75479696648327,1.251878238876922,4.954935165639604,72.41364396312717,24.620384053366585,No
262,48.662938954073866,1.219283455820479,4.439698910735181,83.94166694585756,26.13412606037209,No
263,50.41544646589028,1.2089363096194572,5.915803703320853,87.48568208077701,28.20468483347217,No
264,49.062755699993815,1.0983053259309778,4.510726577531324,83.82684106620458,24.72209653672384,Sí
265,50.54705121369899,1.147380963301261,5.676411884050953,86.29634350818142,29.777111008258466,Sí
266,53.77301193609236,1.327705831694947,5.688477441492335,82.17439066011774,27.823805806458655,Sí
267,51.59178083623812,1.364521897119893,3.7819370062401743,87.30949654883094,27.47808984724874,No
268,50.59206616953594,1.2706015319512731,5.647711792269932,87.41571022453189,29.61388904204985,Sí
269,49.45998065206429,1.1220685017793164,5.143620684249769,81.74936455056799,24.28423096217969,Sí
270,46.91662133391373,1.2875877854341469,4.377259934823693,89.4678090170989,37.52354710775517,Sí
271,52.441453783727546,1.2708345380616126,4.914159276185833,85.50933124325067,30.69898037257902,Sí
272,49.31820062775164,1.1251331678193697,4.687681645645703,85.07952099810826,34.368128362207685,Sí
273,48.07259594256689,1.1990706801892634,4.50003695271855,86.79402004007062,30.74551811680989,Sí
274,47.05085299908146,1.5237925899389049,5.3868639035171615,87.42442381871912,24.881026714545293,Sí
275,50.18957517493094,1.26005750633195,4.705529691521715,85.56834969199453,36.14959329878324,Sí
276,50.24173218028074,1.177998063871785,5.346069202047663,88.39075577105413,32.906305212967204,Sí
277,48.69884941961991,1.1060222906389694,4.970778557404751,92.29964795966914,29.354433520884065,Sí
278,51.62817775792043,1.2125638072148863,4.925864592729472,83.34754960878908,28.64705607311592,Sí
279,50.56381761127085,1.2724878098120704,4.2502225462378265,79.91583631080033,30.34418441337726,Sí
280,47.96008181211021,1.460855852474548,4.721441302558181,91.19166138835448,25.819075267208092,Sí
281,46.74850941961942,1.2834836497987503,3.901373665215723,82.72564765164451,31.72081665462002,Sí
282,49.65156636359216,1.2386254548851687,6.096598917929361,89.64616156174623,31.062740592380983,No
283,48.95605849899975,1.3118343653286004,4.614238178379164,92.66326023616686,23.5200659565684,Sí
284,50.8163273388402,1.024675078648108,4.1272323701254106,89.6487743611433,29.20264819205301,Sí
285,51.66795632302673,1.0674159918434982,5.100419479521904,84.6321221731105,26.471459507770632,Sí
286,52.34898009429999,1.2014654003780434,5.042693911393642,81.9947364920368,27.95114353093547,Sí
287,47.937095066847405,1.228621450659984,4.91410749516649,92.17791048162614,29.585419300668526,No
288,49.07040613489755,0.9574642441222688,5.505659886673637,89.08351404355908,31.07092769893997,Sí
289,48.71161707421983,1.4127506892203217,5.12475017263462,82.56627273395974,25.73255457635461,Sí
290,47.62594608271188,1.1200461459280984,5.086345886822447,94.56038668238564,26.69862271284326,Sí
291,51.759463222348295,1.0667092174258554,5.26114518865653,77.27889332173105,36.65040914107253,Sí
292,49.81482388490175,1.261481712521367,4.85351427965432,82.44674790947826,23.633089560353547,Sí
293,51.70949379531173,1.4237862659773202,4.213791750381954,88.97764665588842,24.953388033868062,Sí
294,49.722615386184366,0.9979076269070084,5.13870886946835,82.4572047672035,27.411520068173864,Sí
295,51.40436055496221,1.2678491013594793,4.999692355178158,81.96275268143918,23.5352538850476,Sí
296,48.841208766250254,0.99142194805856,5.40324987759439,88.49079662999529,27.957748972031112,Sí
297,47.673026960057,1.2213449779328462,5.117892604343482,80.17590356660317,29.93549869153501,Sí
298,51.05159275506765,0.9638229916376606,4.737830710455162,86.63576405991326,27.68895882216343,Sí
